American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Alameda,2021-04-03,2021-04-02,2021-04-04 06:24:51
1.7%,0.6%,0.3%,0.7%,0.3%,0.0%,17.8%,0.8%,77.8%,Alpine,2021-04-03,2021-04-01,2021-04-04 06:24:54
0.9%,1.5%,0.4%,7.3%,3.6%,0.3%,67.3%,8.7%,10.1%,Amador,2021-04-03,2021-04-02,2021-04-04 06:24:56
1.1%,2.3%,0.7%,7.8%,14.8%,0.1%,56.0%,8.1%,9.1%,Butte,2021-04-03,2021-04-02,2021-04-04 06:24:59
0.4%,1.2%,0.4%,5.1%,1.3%,0.2%,55.0%,8.8%,27.6%,Calaveras,2021-04-03,2021-04-02,2021-04-04 06:25:01
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Colusa,2021-04-03,2021-04-02,2021-04-04 06:25:04
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Contra Costa,2021-04-03,2021-04-02,2021-04-04 06:25:06
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Del Norte,2021-04-03,2021-04-02,2021-04-04 06:25:10
0.2%,2.8%,0.5%,5.6%,11.7%,0.3%,48.4%,7.8%,22.7%,El Dorado,2021-04-03,2021-04-02,2021-04-04 06:25:12
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Fresno,2021-04-03,2021-04-02,2021-04-04 06:25:15
1.9%,1.2%,0.2%,22.1%,7.5%,0.1%,41.9%,10.4%,14.7%,Glenn,2021-04-03,2021-04-02,2021-04-04 06:25:18
3.2%,1.4%,0.7%,7.0%,12.2%,0.2%,63.4%,3.4%,8.6%,Humboldt,2021-04-03,2021-04-02,2021-04-04 06:25:20
0.1%,0.6%,0.4%,62.8%,1.9%,0.1%,9.4%,8.0%,16.8%,Imperial,2021-04-03,2021-04-02,2021-04-04 06:25:23
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Inyo,2021-04-03,2021-04-02,2021-04-04 06:25:25
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Kern,2021-04-03,2021-04-02,2021-04-04 06:25:28
0.7%,2.6%,2.1%,41.0%,5.9%,0.2%,26.6%,6.2%,14.7%,Kings,2021-04-03,2021-04-02,2021-04-04 06:25:31
1.6%,1.1%,1.2%,16.0%,14.0%,0.1%,55.0%,3.7%,7.2%,Lake,2021-04-03,2021-04-02,2021-04-04 06:25:33
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Lassen,2021-04-03,2021-04-02,2021-04-04 06:25:35
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Los Angeles,2021-04-03,2021-04-02,2021-04-04 06:25:38
0.9%,1.9%,1.4%,32.8%,6.1%,0.1%,32.6%,8.6%,15.6%,Madera,2021-04-03,2021-04-02,2021-04-04 06:25:40
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Marin,2021-04-03,2021-04-02,2021-04-04 06:25:43
1.8%,0.9%,0.4%,7.4%,2.2%,0.2%,62.9%,4.8%,19.4%,Mariposa,2021-04-03,2021-04-02,2021-04-04 06:25:45
0.8%,1.3%,0.3%,15.7%,13.6%,0.2%,49.7%,7.0%,11.3%,Mendocino,2021-04-03,2021-04-02,2021-04-04 06:25:48
0.3%,6.0%,1.6%,34.3%,0.4%,0.3%,25.3%,8.4%,23.4%,Merced,2021-04-03,2021-04-02,2021-04-04 06:25:50
2.3%,1.6%,1.0%,7.7%,4.6%,0.1%,69.7%,2.0%,10.9%,Modoc,2021-04-03,2021-04-01,2021-04-04 06:25:53
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Mono,2021-04-03,2021-04-02,2021-04-04 06:25:55
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Monterey,2021-04-03,2021-04-02,2021-04-04 06:25:58
