American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.1%,5.2%,10.0%,9.1%,0.5%,23.4%,8.8%,22.7%,Alameda,2021-04-06,2021-04-05,2021-04-07 08:24:38
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Alpine,2021-04-06,2021-04-02,2021-04-07 08:24:40
0.8%,1.5%,0.4%,7.5%,3.5%,0.3%,67.5%,8.6%,9.9%,Amador,2021-04-06,2021-04-05,2021-04-07 08:24:42
1.1%,2.3%,0.7%,7.9%,14.6%,0.1%,55.9%,8.1%,9.3%,Butte,2021-04-06,2021-04-05,2021-04-07 08:24:45
0.4%,1.1%,0.4%,5.2%,1.3%,0.2%,55.2%,8.9%,27.3%,Calaveras,2021-04-06,2021-04-05,2021-04-07 08:24:47
0.9%,0.7%,0.4%,28.2%,5.1%,0.1%,30.4%,5.5%,28.7%,Colusa,2021-04-06,2021-04-05,2021-04-07 08:24:49
0.2%,10.5%,4.3%,12.5%,9.7%,0.5%,32.9%,7.6%,21.7%,Contra Costa,2021-04-06,2021-04-05,2021-04-07 08:24:52
6.4%,1.7%,0.5%,5.6%,6.9%,0.2%,59.7%,3.3%,15.7%,Del Norte,2021-04-06,2021-04-05,2021-04-07 08:24:54
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,El Dorado,2021-04-06,2021-04-05,2021-04-07 08:24:56
0.5%,7.0%,2.1%,31.5%,8.1%,0.2%,27.9%,7.9%,14.8%,Fresno,2021-04-06,2021-04-05,2021-04-07 08:24:59
1.9%,1.2%,0.2%,22.1%,7.4%,0.1%,41.7%,10.4%,14.9%,Glenn,2021-04-06,2021-04-05,2021-04-07 08:25:01
3.1%,1.4%,0.8%,7.1%,11.8%,0.2%,63.2%,3.4%,9.0%,Humboldt,2021-04-06,2021-04-05,2021-04-07 08:25:04
0.1%,0.6%,0.4%,62.3%,1.8%,0.1%,9.4%,8.1%,17.2%,Imperial,2021-04-06,2021-04-05,2021-04-07 08:25:06
1.0%,1.0%,0.2%,9.4%,19.8%,0.2%,52.7%,5.7%,10.0%,Inyo,2021-04-06,2021-04-05,2021-04-07 08:25:08
0.3%,4.1%,2.4%,31.4%,9.9%,0.3%,28.5%,11.7%,11.5%,Kern,2021-04-06,2021-04-05,2021-04-07 08:25:11
0.7%,2.6%,2.1%,41.0%,5.8%,0.2%,26.4%,6.2%,15.0%,Kings,2021-04-06,2021-04-05,2021-04-07 08:25:13
1.6%,1.1%,1.2%,16.0%,13.9%,0.1%,54.8%,3.8%,7.5%,Lake,2021-04-06,2021-04-05,2021-04-07 08:25:15
1.2%,1.4%,0.7%,7.0%,7.1%,0.3%,59.5%,3.7%,19.2%,Lassen,2021-04-06,2021-04-05,2021-04-07 08:25:18
0.2%,12.4%,4.4%,25.1%,14.0%,0.4%,19.7%,14.9%,9.1%,Los Angeles,2021-04-06,2021-04-05,2021-04-07 08:25:20
0.9%,1.9%,1.4%,32.8%,6.0%,0.1%,32.4%,8.7%,15.8%,Madera,2021-04-06,2021-04-05,2021-04-07 08:25:23
0.1%,3.8%,0.9%,9.9%,10.1%,0.2%,47.4%,6.3%,21.2%,Marin,2021-04-06,2021-04-05,2021-04-07 08:25:25
1.8%,1.0%,0.4%,7.4%,2.2%,0.2%,62.8%,4.9%,19.4%,Mariposa,2021-04-06,2021-04-05,2021-04-07 08:25:27
0.8%,1.3%,0.3%,15.7%,13.5%,0.2%,49.7%,7.1%,11.4%,Mendocino,2021-04-06,2021-04-05,2021-04-07 08:25:30
0.4%,6.0%,1.6%,34.4%,0.4%,0.2%,25.1%,8.4%,23.5%,Merced,2021-04-06,2021-04-05,2021-04-07 08:25:32
2.3%,1.7%,1.0%,7.8%,4.6%,0.1%,69.5%,2.1%,10.9%,Modoc,2021-04-06,2021-04-01,2021-04-07 08:25:34
0.4%,1.3%,0.3%,21.5%,9.8%,0.2%,57.0%,1.9%,7.8%,Mono,2021-04-06,2021-04-05,2021-04-07 08:25:37
0.2%,4.0%,1.0%,36.0%,9.0%,0.5%,25.5%,7.7%,16.0%,Monterey,2021-04-06,2021-04-05,2021-04-07 08:25:39
0.2%,3.9%,0.9%,18.0%,6.3%,0.3%,38.8%,6.2%,25.5%,Napa,2021-04-06,2021-04-05,2021-04-07 08:25:41
0.7%,0.7%,0.3%,5.2%,15.0%,0.1%,61.4%,6.5%,10.0%,Nevada,2021-04-06,2021-04-05,2021-04-07 08:25:43
0.1%,17.9%,0.9%,13.0%,12.6%,0.3%,30.9%,11.3%,13.1%,Orange,2021-04-06,2021-04-05,2021-04-07 08:25:46
0.4%,5.2%,0.9%,8.6%,11.4%,0.4%,44.7%,7.9%,20.6%,Placer,2021-04-06,2021-04-05,2021-04-07 08:25:48
0.9%,0.6%,0.4%,2.3%,6.0%,0.04%,72.8%,3.8%,13.3%,Plumas,2021-04-06,2021-04-05,2021-04-07 08:25:50
