0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,41.9%,23.1%,34.5%,Alameda,2021-03-30,2021-03-29,2021-03-31 04:26:19
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-30,2021-03-25,2021-03-31 04:26:22
0.1%,17.9%,24.0%,58.0%,Amador,2021-03-30,2021-03-29,2021-03-31 04:26:24
0.2%,31.8%,24.3%,43.7%,Butte,2021-03-30,2021-03-29,2021-03-31 04:26:27
0.3%,15.9%,22.0%,61.8%,Calaveras,2021-03-30,2021-03-29,2021-03-31 04:26:29
0.1%,35.3%,24.3%,40.3%,Colusa,2021-03-30,2021-03-29,2021-03-31 04:26:32
0.5%,34.0%,26.8%,38.7%,Contra Costa,2021-03-30,2021-03-29,2021-03-31 04:26:35
0.1%,24.2%,25.3%,50.4%,Del Norte,2021-03-30,2021-03-29,2021-03-31 04:26:39
0.4%,24.4%,25.2%,50.1%,El Dorado,2021-03-30,2021-03-29,2021-03-31 04:26:41
0.5%,40.4%,25.2%,33.9%,Fresno,2021-03-30,2021-03-29,2021-03-31 04:26:44
0.2%,30.5%,25.0%,44.3%,Glenn,2021-03-30,2021-03-29,2021-03-31 04:26:46
0.1%,34.3%,19.8%,45.7%,Humboldt,2021-03-30,2021-03-29,2021-03-31 04:26:49
0.2%,39.2%,23.6%,37.0%,Imperial,2021-03-30,2021-03-29,2021-03-31 04:26:52
0.3%,27.7%,21.6%,50.4%,Inyo,2021-03-30,2021-03-29,2021-03-31 04:26:54
0.6%,39.4%,25.1%,34.9%,Kern,2021-03-30,2021-03-29,2021-03-31 04:26:57
0.4%,42.5%,27.8%,29.3%,Kings,2021-03-30,2021-03-29,2021-03-31 04:26:59
0.2%,24.3%,24.1%,51.5%,Lake,2021-03-30,2021-03-29,2021-03-31 04:27:02
0.1%,22.9%,25.6%,51.4%,Lassen,2021-03-30,2021-03-29,2021-03-31 04:27:04
0.4%,41.4%,24.2%,34.0%,Los Angeles,2021-03-30,2021-03-29,2021-03-31 04:27:07
0.3%,34.3%,25.2%,40.2%,Madera,2021-03-30,2021-03-29,2021-03-31 04:27:09
1.0%,31.0%,25.4%,42.7%,Marin,2021-03-30,2021-03-29,2021-03-31 04:27:12
0.2%,18.3%,23.0%,58.6%,Mariposa,2021-03-30,2021-03-29,2021-03-31 04:27:14
0.6%,33.4%,24.4%,41.6%,Mendocino,2021-03-30,2021-03-29,2021-03-31 04:27:17
0.5%,38.9%,25.6%,35.0%,Merced,2021-03-30,2021-03-29,2021-03-31 04:27:19
