American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Alameda,2021-03-23,2021-03-22,2021-03-24 14:25:03
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Alpine,2021-03-23,2021-03-22,2021-03-24 14:25:07
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Amador,2021-03-23,2021-03-22,2021-03-24 14:25:11
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Butte,2021-03-23,2021-03-22,2021-03-24 14:25:15
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Calaveras,2021-03-23,2021-03-22,2021-03-24 14:25:19
1.1%,0.7%,0.4%,26.8%,5.7%,0.1%,33.1%,5.4%,26.8%,Colusa,2021-03-23,2021-03-22,2021-03-24 14:25:23
0.2%,11%,4.6%,12.3%,11.7%,0.6%,35%,7.8%,16.9%,Contra Costa,2021-03-23,2021-03-22,2021-03-24 14:25:27
7.2%,1.7%,0.5%,5%,8%,0.1%,61.2%,2.5%,13.7%,Del Norte,2021-03-23,2021-03-22,2021-03-24 14:25:31
0.3%,2.8%,0.5%,5.2%,13.5%,0.3%,50.5%,8%,19.1%,El Dorado,2021-03-23,2021-03-22,2021-03-24 14:25:35
0.5%,7%,2.1%,31.6%,9.7%,0.2%,28.8%,7.7%,12.5%,Fresno,2021-03-23,2021-03-22,2021-03-24 14:25:39
2.3%,1%,0.2%,20.4%,8.8%,0.1%,45.6%,10.2%,11.5%,Glenn,2021-03-23,2021-03-22,2021-03-24 14:25:43
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Humboldt,2021-03-23,2021-03-22,2021-03-24 14:25:47
0.1%,0.7%,0.4%,67.7%,2.3%,0.1%,9.6%,6.2%,12.9%,Imperial,2021-03-23,2021-03-22,2021-03-24 14:25:51
1.1%,0.9%,0.2%,8.9%,21.9%,0.2%,54%,5.1%,7.8%,Inyo,2021-03-23,2021-03-22,2021-03-24 14:25:55
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Kern,2021-03-23,2021-03-22,2021-03-24 14:25:59
