American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Alameda,2021-03-26,2021-03-25,2021-03-26 18:31:28
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Alpine,2021-03-26,2021-03-25,2021-03-26 18:31:30
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Amador,2021-03-26,2021-03-25,2021-03-26 18:31:33
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Butte,2021-03-26,2021-03-25,2021-03-26 18:31:35
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Calaveras,2021-03-26,2021-03-25,2021-03-26 18:31:37
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Colusa,2021-03-26,2021-03-25,2021-03-26 18:31:40
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Contra Costa,2021-03-26,2021-03-25,2021-03-26 18:31:42
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Del Norte,2021-03-26,2021-03-25,2021-03-26 18:31:45
0.2%,2.8%,0.5%,5.4%,12.8%,0.3%,49.7%,7.9%,20.4%,El Dorado,2021-03-26,2021-03-25,2021-03-26 18:31:48
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Fresno,2021-03-26,2021-03-25,2021-03-26 18:31:50
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Glenn,2021-03-26,2021-03-25,2021-03-26 18:31:53
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Humboldt,2021-03-26,2021-03-25,2021-03-26 18:31:55
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Imperial,2021-03-26,2021-03-25,2021-03-26 18:31:58
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Inyo,2021-03-26,2021-03-25,2021-03-26 18:32:00
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Kern,2021-03-26,2021-03-25,2021-03-26 18:32:03
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Kings,2021-03-26,2021-03-25,2021-03-26 18:32:05
1.7%,1.1%,1.2%,16.0%,14.6%,0.1%,55.5%,3.5%,6.3%,Lake,2021-03-26,2021-03-25,2021-03-26 18:32:07
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Lassen,2021-03-26,2021-03-25,2021-03-26 18:32:10
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Los Angeles,2021-03-26,2021-03-25,2021-03-26 18:32:13
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Madera,2021-03-26,2021-03-25,2021-03-26 18:32:15
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Marin,2021-03-26,2021-03-25,2021-03-26 18:32:17
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Mariposa,2021-03-26,2021-03-25,2021-03-26 18:32:20
