0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,37.9%,20.5%,41.5%,Alameda,2021-03-18,2021-03-17,2021-03-19 12:28:32
0.2%,30.9%,29.7%,39.2%,Alpine,2021-03-18,2021-03-17,2021-03-19 12:28:36
0%,14.6%,16.9%,68.4%,Amador,2021-03-18,2021-03-17,2021-03-19 12:28:39
0.1%,29.7%,19.4%,50.8%,Butte,2021-03-18,2021-03-17,2021-03-19 12:28:43
0.1%,12.5%,16.5%,70.9%,Calaveras,2021-03-18,2021-03-17,2021-03-19 12:28:46
0.1%,31.4%,21.7%,46.8%,Colusa,2021-03-18,2021-03-17,2021-03-19 12:28:50
0.1%,30.3%,21.6%,47.9%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 12:28:54
0.1%,23.2%,22.9%,53.8%,Del Norte,2021-03-18,2021-03-17,2021-03-19 12:28:57
0.1%,20.8%,20.3%,58.8%,El Dorado,2021-03-18,2021-03-17,2021-03-19 12:29:01
0.1%,36.8%,23.3%,39.7%,Fresno,2021-03-18,2021-03-17,2021-03-19 12:29:04
0.1%,25%,20.1%,54.9%,Glenn,2021-03-18,2021-03-17,2021-03-19 12:29:08
0%,30.5%,18.2%,51.2%,Humboldt,2021-03-18,2021-03-17,2021-03-19 12:29:11
0%,33.4%,19.1%,47.4%,Imperial,2021-03-18,2021-03-17,2021-03-19 12:29:15
0.1%,24%,17.2%,58.8%,Inyo,2021-03-18,2021-03-17,2021-03-19 12:29:18
0.1%,34.8%,22.3%,42.8%,Kern,2021-03-18,2021-03-17,2021-03-19 12:29:22
0.1%,37.2%,25.7%,37%,Kings,2021-03-18,2021-03-17,2021-03-19 12:29:25
0%,21.6%,19%,59.3%,Lake,2021-03-18,2021-03-17,2021-03-19 12:29:29
0%,19.5%,19.6%,60.9%,Lassen,2021-03-18,2021-03-17,2021-03-19 12:29:32
0.1%,36.1%,20.8%,43%,Los Angeles,2021-03-18,2021-03-17,2021-03-19 12:29:36
0.1%,29.3%,22.2%,48.4%,Madera,2021-03-18,2021-03-17,2021-03-19 12:29:39
0.3%,24.9%,21.6%,53.2%,Marin,2021-03-18,2021-03-17,2021-03-19 12:29:43
0.1%,16.6%,16.9%,66.2%,Mariposa,2021-03-18,2021-03-17,2021-03-19 12:29:46
0.3%,31.9%,23%,44.8%,Mendocino,2021-03-18,2021-03-17,2021-03-19 12:29:49
0.2%,31.9%,22.3%,45.6%,Merced,2021-03-18,2021-03-17,2021-03-19 12:29:53
0%,17.7%,23%,59.3%,Modoc,2021-03-18,2021-03-17,2021-03-19 12:29:57
0.2%,38.4%,29.2%,32.2%,Mono,2021-03-18,2021-03-17,2021-03-19 12:30:00
0%,33.2%,19.4%,47.3%,Monterey,2021-03-18,2021-03-17,2021-03-19 12:30:03
