0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.6%,23.5%,33.4%,Alameda,2021-04-01,2021-03-31,2021-04-02 06:25:43
0.5%,38.5%,24.4%,36.6%,Alpine,2021-04-01,2021-03-31,2021-04-02 06:25:46
0.1%,18.0%,24.1%,57.8%,Amador,2021-04-01,2021-03-31,2021-04-02 06:25:48
0.3%,32.2%,24.5%,43.0%,Butte,2021-04-01,2021-03-31,2021-04-02 06:25:51
0.3%,16.2%,23.0%,60.5%,Calaveras,2021-04-01,2021-03-31,2021-04-02 06:25:54
0.1%,36.1%,24.7%,39.1%,Colusa,2021-04-01,2021-03-31,2021-04-02 06:25:56
0.6%,34.2%,28.5%,36.8%,Contra Costa,2021-04-01,2021-03-31,2021-04-02 06:25:59
0.1%,24.4%,25.9%,49.6%,Del Norte,2021-04-01,2021-03-31,2021-04-02 06:26:01
0.4%,24.6%,25.6%,49.4%,El Dorado,2021-04-01,2021-03-31,2021-04-02 06:26:04
0.5%,40.8%,25.5%,33.1%,Fresno,2021-04-01,2021-03-31,2021-04-02 06:26:06
0.2%,30.8%,25.2%,43.7%,Glenn,2021-04-01,2021-03-31,2021-04-02 06:26:09
0.2%,34.7%,20.6%,44.5%,Humboldt,2021-04-01,2021-03-31,2021-04-02 06:26:12
0.2%,39.9%,24.0%,35.9%,Imperial,2021-04-01,2021-03-31,2021-04-02 06:26:14
0.3%,27.8%,22.9%,49.0%,Inyo,2021-04-01,2021-03-31,2021-04-02 06:26:17
0.6%,39.8%,25.5%,34.0%,Kern,2021-04-01,2021-03-31,2021-04-02 06:26:20
0.5%,38.5%,24.4%,36.6%,Kings,2021-04-01,2021-03-31,2021-04-02 06:26:22
0.2%,24.3%,25.0%,50.4%,Lake,2021-04-01,2021-03-31,2021-04-02 06:26:25
0.1%,22.7%,26.0%,51.2%,Lassen,2021-04-01,2021-03-31,2021-04-02 06:26:28
0.5%,41.9%,24.7%,33.0%,Los Angeles,2021-04-01,2021-03-31,2021-04-02 06:26:30
0.5%,38.5%,24.4%,36.6%,Madera,2021-04-01,2021-03-31,2021-04-02 06:26:33
1.1%,31.7%,25.9%,41.3%,Marin,2021-04-01,2021-03-31,2021-04-02 06:26:36
0.2%,18.3%,23.0%,58.6%,Mariposa,2021-04-01,2021-03-31,2021-04-02 06:26:38
0.7%,33.8%,24.6%,41.0%,Mendocino,2021-04-01,2021-03-31,2021-04-02 06:26:41
0.5%,39.4%,25.8%,34.3%,Merced,2021-04-01,2021-03-31,2021-04-02 06:26:43
