American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Alameda,2021-04-04,2021-04-03,2021-04-05 02:40:24
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Alpine,2021-04-04,2021-04-01,2021-04-05 02:40:27
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Amador,2021-04-04,2021-04-03,2021-04-05 02:40:29
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Butte,2021-04-04,2021-04-03,2021-04-05 02:40:32
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Calaveras,2021-04-04,2021-04-03,2021-04-05 02:40:35
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Colusa,2021-04-04,2021-04-03,2021-04-05 02:40:37
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Contra Costa,2021-04-04,2021-04-03,2021-04-05 02:40:40
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Del Norte,2021-04-04,2021-04-03,2021-04-05 02:40:43
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,El Dorado,2021-04-04,2021-04-03,2021-04-05 02:40:45
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Fresno,2021-04-04,2021-04-03,2021-04-05 02:40:48
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Glenn,2021-04-04,2021-04-02,2021-04-05 02:40:50
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Humboldt,2021-04-04,2021-04-03,2021-04-05 02:40:53
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Imperial,2021-04-04,2021-04-03,2021-04-05 02:40:56
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Inyo,2021-04-04,2021-04-03,2021-04-05 02:40:58
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Kern,2021-04-04,2021-04-03,2021-04-05 02:41:00
0.7%,2.6%,2.1%,41.0%,5.8%,0.2%,26.5%,6.2%,14.8%,Kings,2021-04-04,2021-04-03,2021-04-05 02:41:03
