0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.5%,22.9%,35.1%,Alameda,2021-03-28,2021-03-27,2021-03-29 02:41:53
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-28,2021-03-25,2021-03-29 02:41:56
0.1%,17.8%,23.4%,58.7%,Amador,2021-03-28,2021-03-27,2021-03-29 02:41:58
0.2%,31.5%,23.9%,44.4%,Butte,2021-03-28,2021-03-27,2021-03-29 02:42:01
0.3%,15.7%,21.9%,62.0%,Calaveras,2021-03-28,2021-03-27,2021-03-29 02:42:03
0.1%,35.2%,24.2%,40.5%,Colusa,2021-03-28,2021-03-27,2021-03-29 02:42:05
0.5%,33.8%,26.3%,39.4%,Contra Costa,2021-03-28,2021-03-27,2021-03-29 02:42:09
0.1%,24.1%,25.2%,50.6%,Del Norte,2021-03-28,2021-03-27,2021-03-29 02:42:11
0.4%,24.1%,24.9%,50.6%,El Dorado,2021-03-28,2021-03-27,2021-03-29 02:42:14
0.4%,40.2%,25.1%,34.2%,Fresno,2021-03-28,2021-03-27,2021-03-29 02:42:16
0.2%,30.3%,24.9%,44.6%,Glenn,2021-03-28,2021-03-27,2021-03-29 02:42:19
0.1%,33.7%,19.8%,46.4%,Humboldt,2021-03-28,2021-03-27,2021-03-29 02:42:21
0.2%,38.8%,23.2%,37.8%,Imperial,2021-03-28,2021-03-27,2021-03-29 02:42:24
0.3%,27.4%,21.4%,50.9%,Inyo,2021-03-28,2021-03-27,2021-03-29 02:42:26
0.5%,38.8%,24.9%,35.8%,Kern,2021-03-28,2021-03-27,2021-03-29 02:42:28
0.4%,42.2%,27.5%,29.9%,Kings,2021-03-28,2021-03-27,2021-03-29 02:42:31
0.2%,24.1%,23.8%,51.9%,Lake,2021-03-28,2021-03-27,2021-03-29 02:42:33
0.1%,22.8%,25.2%,51.9%,Lassen,2021-03-28,2021-03-26,2021-03-29 02:42:36
0.4%,41.0%,24.0%,34.6%,Los Angeles,2021-03-28,2021-03-27,2021-03-29 02:42:38
0.3%,34.0%,25.2%,40.5%,Madera,2021-03-28,2021-03-27,2021-03-29 02:42:41
0.9%,30.5%,25.1%,43.5%,Marin,2021-03-28,2021-03-27,2021-03-29 02:42:44
0.1%,18.3%,22.9%,58.6%,Mariposa,2021-03-28,2021-03-27,2021-03-29 02:42:46
0.6%,33.4%,24.3%,41.7%,Mendocino,2021-03-28,2021-03-27,2021-03-29 02:42:48
0.5%,38.5%,25.5%,35.5%,Merced,2021-03-28,2021-03-27,2021-03-29 02:42:51
0.1%,19.0%,25.4%,55.5%,Modoc,2021-03-28,2021-03-26,2021-03-29 02:42:53
1.2%,44.0%,28.9%,25.9%,Mono,2021-03-28,2021-03-27,2021-03-29 02:42:56
0.3%,40.4%,22.9%,36.4%,Monterey,2021-03-28,2021-03-27,2021-03-29 02:42:58
0.3%,36.0%,23.3%,40.4%,Napa,2021-03-28,2021-03-27,2021-03-29 02:43:00
0.4%,22.1%,20.7%,56.7%,Nevada,2021-03-28,2021-03-27,2021-03-29 02:43:03
0.3%,36.7%,23.7%,39.2%,Orange,2021-03-28,2021-03-27,2021-03-29 02:43:05
0.5%,28.4%,22.3%,48.8%,Placer,2021-03-28,2021-03-27,2021-03-29 02:43:08
0.1%,20.0%,20.0%,59.9%,Plumas,2021-03-28,2021-03-27,2021-03-29 02:43:10
0.3%,31.9%,24.0%,43.8%,Riverside,2021-03-28,2021-03-27,2021-03-29 02:43:13
0.4%,37.0%,24.3%,38.3%,Sacramento,2021-03-28,2021-03-27,2021-03-29 02:43:15
0.2%,38.1%,24.4%,37.2%,San Benito,2021-03-28,2021-03-27,2021-03-29 02:43:18
0.4%,37.2%,24.9%,37.5%,San Bernardino,2021-03-28,2021-03-27,2021-03-29 02:43:20
0.4%,36.1%,21.1%,42.4%,San Diego,2021-03-28,2021-03-27,2021-03-29 02:43:23
0.3%,44.9%,22.5%,32.3%,San Francisco,2021-03-28,2021-03-27,2021-03-29 02:43:25
0.5%,35.9%,25.8%,37.9%,San Joaquin,2021-03-28,2021-03-27,2021-03-29 02:43:28
0.2%,27.0%,19.3%,53.6%,San Luis Obispo,2021-03-28,2021-03-27,2021-03-29 02:43:30
0.5%,38.2%,23.4%,37.9%,San Mateo,2021-03-28,2021-03-27,2021-03-29 02:43:32
0.2%,34.1%,20.0%,45.7%,Santa Barbara,2021-03-28,2021-03-27,2021-03-29 02:43:35
0.4%,37.3%,23.4%,38.9%,Santa Clara,2021-03-28,2021-03-27,2021-03-29 02:43:37
0.4%,35.4%,22.5%,41.7%,Santa Cruz,2021-03-28,2021-03-27,2021-03-29 02:43:40
0.2%,23.6%,22.3%,53.8%,Shasta,2021-03-28,2021-03-27,2021-03-29 02:43:42
0.0%,20.6%,27.8%,51.7%,Sierra,2021-03-28,2021-03-26,2021-03-29 02:43:45
0.4%,21.9%,22.9%,54.8%,Siskiyou,2021-03-28,2021-03-27,2021-03-29 02:43:47
0.3%,33.5%,26.0%,40.2%,Solano,2021-03-28,2021-03-27,2021-03-29 02:43:49
0.4%,32.5%,23.6%,43.5%,Sonoma,2021-03-28,2021-03-27,2021-03-29 02:43:52
0.6%,35.0%,25.9%,38.6%,Stanislaus,2021-03-28,2021-03-27,2021-03-29 02:43:54
0.2%,31.4%,25.6%,42.8%,Sutter,2021-03-28,2021-03-27,2021-03-29 02:43:57
0.1%,24.8%,24.9%,50.2%,Tehama,2021-03-28,2021-03-27,2021-03-29 02:43:59
0.1%,19.6%,22.1%,58.2%,Trinity,2021-03-28,2021-03-26,2021-03-29 02:44:02
0.6%,41.5%,25.8%,32.2%,Tulare,2021-03-28,2021-03-27,2021-03-29 02:44:04
0.1%,19.1%,24.9%,55.9%,Tuolumne,2021-03-28,2021-03-27,2021-03-29 02:44:07
0.4%,35.7%,23.2%,40.7%,Ventura,2021-03-28,2021-03-27,2021-03-29 02:44:09
0.5%,43.2%,22.0%,34.3%,Yolo,2021-03-28,2021-03-27,2021-03-29 02:44:12
0.2%,29.5%,25.0%,45.4%,Yuba,2021-03-28,2021-03-27,2021-03-29 02:44:14
