American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,21.1%,5.7%,10.4%,10.9%,0.5%,26.2%,8.8%,16.1%,Alameda,2021-03-21,2021-03-20,2021-03-22 08:26:38
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Alpine,2021-03-21,2021-03-18,2021-03-22 08:26:42
0.9%,1.4%,0.3%,7%,4.4%,0.3%,66.8%,9.2%,9.7%,Amador,2021-03-21,2021-03-20,2021-03-22 08:26:46
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Butte,2021-03-21,2021-03-20,2021-03-22 08:26:50
0.4%,1%,0.4%,4.6%,1.6%,0.1%,51.6%,8.8%,31.5%,Calaveras,2021-03-21,2021-03-20,2021-03-22 08:26:54
1.1%,0.7%,0.4%,27%,5.8%,0.1%,33.5%,5.4%,26%,Colusa,2021-03-21,2021-03-20,2021-03-22 08:26:59
0.2%,11.1%,4.6%,12.3%,12%,0.6%,35.4%,7.9%,16.1%,Contra Costa,2021-03-21,2021-03-20,2021-03-22 08:27:02
7.4%,1.7%,0.5%,5.2%,8.1%,0.2%,61.2%,2.5%,13.3%,Del Norte,2021-03-21,2021-03-19,2021-03-22 08:27:06
0.3%,2.8%,0.5%,4.9%,14%,0.3%,51.1%,8%,18.2%,El Dorado,2021-03-21,2021-03-20,2021-03-22 08:27:10
0.5%,7%,2.1%,31.6%,9.9%,0.2%,29.1%,7.7%,12%,Fresno,2021-03-21,2021-03-20,2021-03-22 08:27:13
2.3%,1.1%,0.2%,20.3%,8.9%,0.1%,45.9%,10.3%,11%,Glenn,2021-03-21,2021-03-20,2021-03-22 08:27:17
3.4%,1.3%,0.6%,5.8%,14.4%,0.2%,64.2%,3.1%,6.9%,Humboldt,2021-03-21,2021-03-20,2021-03-22 08:27:21
0.1%,0.7%,0.4%,68.4%,2.4%,0.1%,9.7%,5.9%,12.2%,Imperial,2021-03-21,2021-03-20,2021-03-22 08:27:24
1.1%,0.9%,0.2%,8.8%,22.2%,0.1%,54%,5%,7.6%,Inyo,2021-03-21,2021-03-20,2021-03-22 08:27:28
