0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.6%,38.3%,26.7%,34.4%,Napa,2021-04-15,2021-04-14,2021-04-16 00:59:24
0.8%,41.5%,27.5%,30.2%,Nevada,2021-04-15,2021-04-14,2021-04-16 00:59:26
0.8%,40.2%,28.3%,30.6%,Orange,2021-04-15,2021-04-14,2021-04-16 00:59:29
0.8%,41.5%,27.5%,30.2%,Placer,2021-04-15,2021-04-14,2021-04-16 00:59:31
0.2%,22.6%,25.8%,51.5%,Plumas,2021-04-15,2021-04-14,2021-04-16 00:59:34
1.1%,36.4%,28.0%,34.5%,Riverside,2021-04-15,2021-04-14,2021-04-16 00:59:37
0.8%,39.4%,27.6%,32.1%,Sacramento,2021-04-15,2021-04-14,2021-04-16 00:59:39
0.4%,40.9%,29.3%,29.4%,San Benito,2021-04-15,2021-04-14,2021-04-16 00:59:41
1.0%,40.3%,29.1%,29.7%,San Bernardino,2021-04-15,2021-04-14,2021-04-16 00:59:44
0.7%,40.3%,25.5%,33.5%,San Diego,2021-04-15,2021-04-14,2021-04-16 00:59:46
0.5%,49.5%,25.2%,24.8%,San Francisco,2021-04-15,2021-04-14,2021-04-16 00:59:49
0.8%,41.5%,27.5%,30.2%,San Joaquin,2021-04-15,2021-04-14,2021-04-16 00:59:51
0.8%,41.5%,27.5%,30.2%,San Luis Obispo,2021-04-15,2021-04-14,2021-04-16 00:59:54
0.8%,41.5%,27.5%,30.2%,San Mateo,2021-04-15,2021-04-14,2021-04-16 00:59:56
0.9%,41.2%,25.5%,32.4%,Santa Barbara,2021-04-15,2021-04-14,2021-04-16 00:59:59
0.8%,41.5%,27.5%,30.2%,Santa Clara,2021-04-15,2021-04-14,2021-04-16 01:00:01
0.7%,38.4%,27.9%,32.9%,Santa Cruz,2021-04-15,2021-04-14,2021-04-16 01:00:04
0.6%,25.3%,25.7%,48.5%,Shasta,2021-04-15,2021-04-14,2021-04-16 01:00:06
0.000%,24.2%,28.9%,47.0%,Sierra,2021-04-15,2021-04-13,2021-04-16 01:00:08
0.8%,41.5%,27.5%,30.2%,Siskiyou,2021-04-15,2021-04-14,2021-04-16 01:00:11
0.6%,36.6%,28.9%,34.0%,Solano,2021-04-15,2021-04-14,2021-04-16 01:00:13
0.7%,35.6%,27.5%,36.2%,Sonoma,2021-04-15,2021-04-14,2021-04-16 01:00:16
1.3%,39.4%,27.3%,31.9%,Stanislaus,2021-04-15,2021-04-14,2021-04-16 01:00:18
0.4%,35.7%,27.9%,36.0%,Sutter,2021-04-15,2021-04-14,2021-04-16 01:00:21
0.5%,26.0%,28.0%,45.6%,Tehama,2021-04-15,2021-04-14,2021-04-16 01:00:23
0.8%,41.5%,27.5%,30.2%,Trinity,2021-04-15,2021-04-13,2021-04-16 01:00:26
1.0%,43.7%,27.2%,28.1%,Tulare,2021-04-15,2021-04-14,2021-04-16 01:00:28
0.5%,21.6%,26.6%,51.3%,Tuolumne,2021-04-15,2021-04-14,2021-04-16 01:00:31
0.8%,41.5%,27.5%,30.2%,Ventura,2021-04-15,2021-04-14,2021-04-16 01:00:33
0.9%,46.7%,24.9%,27.5%,Yolo,2021-04-15,2021-04-14,2021-04-16 01:00:36
0.3%,34.5%,28.9%,36.3%,Yuba,2021-04-15,2021-04-14,2021-04-16 01:00:38
