0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.8%,45.8%,27.0%,26.4%,Alameda,2021-04-15,2021-04-14,2021-04-16 00:58:17
0.1%,36.5%,35.3%,28.1%,Alpine,2021-04-15,2021-04-08,2021-04-16 00:58:19
0.8%,41.5%,27.5%,30.2%,Amador,2021-04-15,2021-04-14,2021-04-16 00:58:22
0.7%,35.8%,24.9%,38.6%,Butte,2021-04-15,2021-04-14,2021-04-16 00:58:24
0.5%,18.2%,28.0%,53.4%,Calaveras,2021-04-15,2021-04-14,2021-04-16 00:58:26
0.2%,38.2%,28.3%,33.4%,Colusa,2021-04-15,2021-04-14,2021-04-16 00:58:29
1.4%,40.8%,28.6%,29.2%,Contra Costa,2021-04-15,2021-04-14,2021-04-16 00:58:31
0.2%,27.8%,29.0%,43.0%,Del Norte,2021-04-15,2021-04-14,2021-04-16 00:58:34
0.6%,26.1%,29.9%,43.4%,El Dorado,2021-04-15,2021-04-14,2021-04-16 00:58:36
0.8%,43.0%,26.8%,29.4%,Fresno,2021-04-15,2021-04-14,2021-04-16 00:58:39
0.4%,32.5%,27.7%,39.5%,Glenn,2021-04-15,2021-04-14,2021-04-16 00:58:42
0.5%,38.7%,24.0%,36.8%,Humboldt,2021-04-15,2021-04-14,2021-04-16 00:58:44
0.5%,42.9%,26.5%,30.1%,Imperial,2021-04-15,2021-04-14,2021-04-16 00:58:46
0.3%,29.4%,26.1%,44.2%,Inyo,2021-04-15,2021-04-14,2021-04-16 00:58:49
1.3%,42.6%,27.3%,28.9%,Kern,2021-04-15,2021-04-14,2021-04-16 00:58:51
0.7%,44.5%,28.9%,25.8%,Kings,2021-04-15,2021-04-14,2021-04-16 00:58:54
0.2%,25.6%,29.1%,45.0%,Lake,2021-04-15,2021-04-14,2021-04-16 00:58:56
0.1%,24.5%,28.1%,47.3%,Lassen,2021-04-15,2021-04-14,2021-04-16 00:58:59
0.7%,44.4%,27.9%,27.0%,Los Angeles,2021-04-15,2021-04-14,2021-04-16 00:59:01
0.9%,37.4%,26.9%,34.7%,Madera,2021-04-15,2021-04-14,2021-04-16 00:59:04
1.4%,34.4%,29.8%,34.5%,Marin,2021-04-15,2021-04-14,2021-04-16 00:59:06
0.2%,20.1%,25.5%,54.3%,Mariposa,2021-04-15,2021-04-14,2021-04-16 00:59:09
0.7%,32.9%,25.7%,40.8%,Mendocino,2021-04-15,2021-04-14,2021-04-16 00:59:11
0.7%,42.7%,26.8%,29.9%,Merced,2021-04-15,2021-04-14,2021-04-16 00:59:14
0.8%,41.5%,27.5%,30.2%,Modoc,2021-04-15,2021-04-14,2021-04-16 00:59:16
1.4%,46.7%,29.3%,22.6%,Mono,2021-04-15,2021-04-14,2021-04-16 00:59:19
1.0%,45.3%,26.2%,27.5%,Monterey,2021-04-15,2021-04-14,2021-04-16 00:59:21
