0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,39.2%,20.7%,39.7%,Alameda,2021-03-19,2021-03-18,2021-03-20 14:22:51
0.2%,32.7%,33.5%,33.5%,Alpine,2021-03-19,2021-03-18,2021-03-20 14:22:58
0%,16.9%,18.8%,64.2%,Amador,2021-03-19,2021-03-18,2021-03-20 14:23:02
0.1%,30.9%,20%,49%,Butte,2021-03-19,2021-03-18,2021-03-20 14:23:06
0.2%,14.3%,19.4%,66%,Calaveras,2021-03-19,2021-03-18,2021-03-20 14:23:10
0.1%,32.9%,22.1%,44.9%,Colusa,2021-03-19,2021-03-18,2021-03-20 14:23:14
0.4%,31.7%,22.1%,45.9%,Contra Costa,2021-03-19,2021-03-18,2021-03-20 14:23:18
0.1%,24.1%,23.5%,52.3%,Del Norte,2021-03-19,2021-03-17,2021-03-20 14:23:21
0.2%,22%,21.5%,56.3%,El Dorado,2021-03-19,2021-03-18,2021-03-20 14:23:25
0.2%,34.4%,20.9%,44.5%,Fresno,2021-03-19,2021-03-18,2021-03-20 14:23:28
0.2%,34.4%,20.9%,44.5%,Glenn,2021-03-19,2021-03-18,2021-03-20 14:23:32
0.1%,31.7%,18.8%,49.4%,Humboldt,2021-03-19,2021-03-18,2021-03-20 14:23:35
0.2%,34.4%,20.9%,44.5%,Imperial,2021-03-19,2021-03-18,2021-03-20 14:23:39
0.1%,24.9%,18%,56.9%,Inyo,2021-03-19,2021-03-18,2021-03-20 14:23:43
0.2%,36.3%,22.7%,40.7%,Kern,2021-03-19,2021-03-18,2021-03-20 14:23:47
0.2%,38.9%,26%,34.9%,Kings,2021-03-19,2021-03-18,2021-03-20 14:23:50
0.1%,22.6%,19.9%,57.4%,Lake,2021-03-19,2021-03-18,2021-03-20 14:23:53
0%,20.6%,21.5%,57.9%,Lassen,2021-03-19,2021-03-18,2021-03-20 14:23:58
0.2%,37.6%,21.4%,40.8%,Los Angeles,2021-03-19,2021-03-18,2021-03-20 14:24:01
0.2%,31.1%,23.1%,45.6%,Madera,2021-03-19,2021-03-18,2021-03-20 14:24:05
0.7%,26.4%,22.2%,50.8%,Marin,2021-03-19,2021-03-18,2021-03-20 14:24:08
0.1%,18.1%,18.3%,63.5%,Mariposa,2021-03-19,2021-03-18,2021-03-20 14:24:12
0.5%,32.7%,23.4%,43.3%,Mendocino,2021-03-19,2021-03-18,2021-03-20 14:24:15
0.3%,34.6%,23.7%,41.4%,Merced,2021-03-19,2021-03-18,2021-03-20 14:24:19
0.1%,18.6%,24.7%,56.6%,Modoc,2021-03-19,2021-03-18,2021-03-20 14:24:21
0.6%,39.2%,30.6%,29.6%,Mono,2021-03-19,2021-03-18,2021-03-20 14:24:26
0.1%,34.9%,19.9%,45.1%,Monterey,2021-03-19,2021-03-18,2021-03-20 14:24:29
0.2%,33%,21.3%,45.5%,Napa,2021-03-19,2021-03-18,2021-03-20 14:24:33
0.2%,19.2%,16.8%,63.8%,Nevada,2021-03-19,2021-03-18,2021-03-20 14:24:36
0.2%,32.4%,19.8%,47.6%,Orange,2021-03-19,2021-03-18,2021-03-20 14:24:40
0.3%,26%,19%,54.7%,Placer,2021-03-19,2021-03-18,2021-03-20 14:24:44
0.1%,19%,16.7%,64.2%,Plumas,2021-03-19,2021-03-18,2021-03-20 14:24:47
0.2%,29.3%,20.6%,50%,Riverside,2021-03-19,2021-03-18,2021-03-20 14:24:51
0.2%,34.4%,20.9%,44.5%,Sacramento,2021-03-19,2021-03-18,2021-03-20 14:24:54
0.1%,35.2%,21.4%,43.3%,San Benito,2021-03-19,2021-03-18,2021-03-20 14:24:58
0.2%,34.7%,22.1%,42.9%,San Bernardino,2021-03-19,2021-03-18,2021-03-20 14:25:02
0.2%,33%,18.7%,48.1%,San Diego,2021-03-19,2021-03-18,2021-03-20 14:25:05
0.2%,41.9%,20.9%,37%,San Francisco,2021-03-19,2021-03-18,2021-03-20 14:25:09
0.2%,34.4%,20.9%,44.5%,San Joaquin,2021-03-19,2021-03-18,2021-03-20 14:25:13
0.1%,23.1%,15.5%,61.3%,San Luis Obispo,2021-03-19,2021-03-18,2021-03-20 14:25:17
0.4%,35.6%,21.2%,42.9%,San Mateo,2021-03-19,2021-03-18,2021-03-20 14:25:21
0.1%,29%,16.7%,54.2%,Santa Barbara,2021-03-19,2021-03-18,2021-03-20 14:25:25
0.3%,33.5%,20.3%,46%,Santa Clara,2021-03-19,2021-03-18,2021-03-20 14:25:29
0.2%,33%,19.8%,47%,Santa Cruz,2021-03-19,2021-03-18,2021-03-20 14:25:32
0.1%,22.2%,20.1%,57.6%,Shasta,2021-03-19,2021-03-18,2021-03-20 14:25:36
0%,18%,27.3%,54.7%,Sierra,2021-03-19,2021-03-18,2021-03-20 14:25:40
0.4%,19.9%,22.2%,57.5%,Siskiyou,2021-03-19,2021-03-18,2021-03-20 14:25:44
0.2%,31.9%,23.5%,44.3%,Solano,2021-03-19,2021-03-18,2021-03-20 14:25:48
0.2%,30.1%,20.1%,49.6%,Sonoma,2021-03-19,2021-03-18,2021-03-20 14:25:51
0.4%,30.9%,23.6%,45.1%,Stanislaus,2021-03-19,2021-03-18,2021-03-20 14:25:55
0.2%,29%,22.4%,48.5%,Sutter,2021-03-19,2021-03-18,2021-03-20 14:25:59
0%,23.9%,22.9%,53.1%,Tehama,2021-03-19,2021-03-18,2021-03-20 14:26:02
0.2%,34.4%,20.9%,44.5%,Trinity,2021-03-19,2021-03-18,2021-03-20 14:26:06
0.3%,39.8%,24.2%,35.7%,Tulare,2021-03-19,2021-03-18,2021-03-20 14:26:10
0.2%,34.4%,20.9%,44.5%,Tuolumne,2021-03-19,2021-03-18,2021-03-20 14:26:14
