0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,37.1%,19.6%,43.1%,Alameda,2021-03-15,2021-03-14,2021-03-16 05:46:21
0.2%,26.6%,29.2%,44%,Alpine,2021-03-15,2021-03-12,2021-03-16 05:46:29
0%,14.6%,16.2%,69.2%,Amador,2021-03-15,2021-03-14,2021-03-16 05:46:36
0.1%,27.9%,17.8%,54.3%,Butte,2021-03-15,2021-03-14,2021-03-16 05:46:44
0.1%,11.7%,14.2%,74.1%,Calaveras,2021-03-15,2021-03-14,2021-03-16 05:46:51
0.1%,28.4%,20.4%,51.1%,Colusa,2021-03-15,2021-03-14,2021-03-16 05:46:58
0.1%,28.9%,19.6%,51.3%,Contra Costa,2021-03-15,2021-03-14,2021-03-16 05:47:06
0.1%,22.5%,22.9%,54.6%,Del Norte,2021-03-15,2021-03-13,2021-03-16 05:47:13
0.1%,20.3%,18%,61.7%,El Dorado,2021-03-15,2021-03-14,2021-03-16 05:47:20
0.1%,35.9%,22.1%,41.9%,Fresno,2021-03-15,2021-03-14,2021-03-16 05:47:28
0%,23.4%,19.1%,57.5%,Glenn,2021-03-15,2021-03-14,2021-03-16 05:47:35
0%,30%,18.2%,51.8%,Humboldt,2021-03-15,2021-03-14,2021-03-16 05:47:43
0%,32.1%,17.4%,50.4%,Imperial,2021-03-15,2021-03-14,2021-03-16 05:47:49
0.1%,23.7%,16.3%,59.9%,Inyo,2021-03-15,2021-03-14,2021-03-16 05:47:56
0.1%,33.7%,21.1%,45.2%,Kern,2021-03-15,2021-03-14,2021-03-16 05:48:04
0%,36.4%,24%,39.5%,Kings,2021-03-15,2021-03-14,2021-03-16 05:48:11
0%,21.5%,15.9%,62.6%,Lake,2021-03-15,2021-03-14,2021-03-16 05:48:18
0%,18.5%,16.9%,64.6%,Lassen,2021-03-15,2021-03-13,2021-03-16 05:48:26
0.1%,35.1%,19.8%,45.1%,Los Angeles,2021-03-15,2021-03-14,2021-03-16 05:48:33
0%,28.6%,20.9%,50.5%,Madera,2021-03-15,2021-03-14,2021-03-16 05:48:41
0.2%,23.7%,18.6%,57.5%,Marin,2021-03-15,2021-03-14,2021-03-16 05:48:48
0.1%,14.9%,14.8%,69.9%,Mariposa,2021-03-15,2021-03-13,2021-03-16 05:48:56
0.3%,31.6%,22.5%,45.6%,Mendocino,2021-03-15,2021-03-13,2021-03-16 05:49:04
0.2%,30.5%,21.1%,48.3%,Merced,2021-03-15,2021-03-14,2021-03-16 05:49:11
0%,17.2%,22.9%,59.9%,Modoc,2021-03-15,2021-03-13,2021-03-16 05:49:19
0.2%,35.3%,29.4%,35.1%,Mono,2021-03-15,2021-03-14,2021-03-16 05:49:26
0%,30.6%,17.9%,51.5%,Monterey,2021-03-15,2021-03-14,2021-03-16 05:49:33
0.1%,30.2%,20%,49.8%,Napa,2021-03-15,2021-03-14,2021-03-16 05:49:41
0.1%,17.2%,14.9%,67.7%,Nevada,2021-03-15,2021-03-14,2021-03-16 05:49:49
0.1%,29.3%,18%,52.6%,Orange,2021-03-15,2021-03-14,2021-03-16 05:49:56
0.1%,23.8%,16.7%,59.5%,Placer,2021-03-15,2021-03-14,2021-03-16 05:50:04
0%,18.6%,15.6%,65.9%,Plumas,2021-03-15,2021-03-13,2021-03-16 05:50:11
0%,27.1%,18.4%,54.5%,Riverside,2021-03-15,2021-03-14,2021-03-16 05:50:19
0.1%,32.1%,18.3%,49.5%,Sacramento,2021-03-15,2021-03-14,2021-03-16 05:50:26
0%,31%,18.9%,50.1%,San Benito,2021-03-15,2021-03-14,2021-03-16 05:50:32
0.1%,32.5%,20.4%,47%,San Bernardino,2021-03-15,2021-03-14,2021-03-16 05:50:40
0.1%,31.2%,17.6%,51.2%,San Diego,2021-03-15,2021-03-14,2021-03-16 05:50:47
0.1%,38.4%,19.2%,42.4%,San Francisco,2021-03-15,2021-03-14,2021-03-16 05:50:55
0.2%,29.2%,20.3%,50.3%,San Joaquin,2021-03-15,2021-03-15,2021-03-16 05:51:02
0%,20.3%,13.9%,65.7%,San Luis Obispo,2021-03-15,2021-03-14,2021-03-16 05:51:09
0.1%,32.9%,19.7%,47.2%,San Mateo,2021-03-15,2021-03-14,2021-03-16 05:51:17
0.1%,25.4%,14.9%,59.7%,Santa Barbara,2021-03-15,2021-03-14,2021-03-16 05:51:23
0.1%,30.3%,18.6%,51%,Santa Clara,2021-03-15,2021-03-14,2021-03-16 05:51:30
0.1%,29.6%,17.8%,52.5%,Santa Cruz,2021-03-15,2021-03-14,2021-03-16 05:51:37
0.1%,20.9%,18.8%,60.2%,Shasta,2021-03-15,2021-03-14,2021-03-16 05:51:44
0%,16.5%,26.3%,57.2%,Sierra,2021-03-15,2021-03-13,2021-03-16 05:51:51
0%,17.8%,19.6%,62.6%,Siskiyou,2021-03-15,2021-03-14,2021-03-16 05:51:59
0.1%,29.4%,19.4%,51.2%,Solano,2021-03-15,2021-03-14,2021-03-16 05:52:06
0.1%,27.7%,18%,54.2%,Sonoma,2021-03-15,2021-03-14,2021-03-16 05:52:14
0.2%,28.2%,21.1%,50.5%,Stanislaus,2021-03-15,2021-03-14,2021-03-16 05:52:21
0.1%,26.4%,20.8%,52.8%,Sutter,2021-03-15,2021-03-14,2021-03-16 05:52:28
0%,23.4%,21.8%,54.8%,Tehama,2021-03-15,2021-03-14,2021-03-16 05:52:35
0%,16.3%,16.8%,66.8%,Trinity,2021-03-15,2021-03-13,2021-03-16 05:52:42
0.1%,37.5%,23%,39.4%,Tulare,2021-03-15,2021-03-14,2021-03-16 05:52:49
0.1%,15.8%,17.7%,66.4%,Tuolumne,2021-03-15,2021-03-14,2021-03-16 05:52:56
0.1%,29.6%,18.5%,51.9%,Ventura,2021-03-15,2021-03-14,2021-03-16 05:53:04
0.1%,37.3%,17.4%,45.2%,Yolo,2021-03-15,2021-03-14,2021-03-16 05:53:11
0.1%,24.1%,18.5%,57.3%,Yuba,2021-03-15,2021-03-13,2021-03-16 05:53:18
