0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,35.6%,21.9%,42.2%,Alameda,2021-03-22,2021-03-21,2021-03-23 12:29:32
0.2%,33%,33.4%,33.4%,Alpine,2021-03-22,2021-03-19,2021-03-23 12:29:36
0.1%,17.1%,19.4%,63.4%,Amador,2021-03-22,2021-03-21,2021-03-23 12:29:39
0.3%,35.6%,21.9%,42.2%,Butte,2021-03-22,2021-03-21,2021-03-23 12:29:43
0.2%,14.8%,20.1%,64.9%,Calaveras,2021-03-22,2021-03-21,2021-03-23 12:29:47
0.3%,35.6%,21.9%,42.2%,Colusa,2021-03-22,2021-03-21,2021-03-23 12:29:52
0.4%,32.6%,23%,44%,Contra Costa,2021-03-22,2021-03-21,2021-03-23 12:30:00
0.1%,23.6%,23.3%,53.1%,Del Norte,2021-03-22,2021-03-21,2021-03-23 12:30:06
0.3%,22.6%,22.5%,54.6%,El Dorado,2021-03-22,2021-03-21,2021-03-23 12:30:11
0.3%,38.9%,24.3%,36.5%,Fresno,2021-03-22,2021-03-21,2021-03-23 12:30:16
0.1%,26.7%,21.8%,51.4%,Glenn,2021-03-22,2021-03-20,2021-03-23 12:30:20
0.1%,32%,18.7%,49.2%,Humboldt,2021-03-22,2021-03-21,2021-03-23 12:30:23
0.3%,35.6%,21.9%,42.2%,Imperial,2021-03-22,2021-03-21,2021-03-23 12:30:27
0.3%,35.6%,21.9%,42.2%,Inyo,2021-03-22,2021-03-20,2021-03-23 12:30:31
0.3%,37.2%,23.6%,39%,Kern,2021-03-22,2021-03-21,2021-03-23 12:30:34
0.3%,40.3%,26.8%,32.7%,Kings,2021-03-22,2021-03-21,2021-03-23 12:30:38
0.2%,23.6%,22%,54.2%,Lake,2021-03-22,2021-03-21,2021-03-23 12:30:42
0%,20.7%,22%,57.2%,Lassen,2021-03-22,2021-03-21,2021-03-23 12:30:45
0.3%,38.9%,22.4%,38.5%,Los Angeles,2021-03-22,2021-03-21,2021-03-23 12:30:49
0.3%,32.5%,24.1%,43.1%,Madera,2021-03-22,2021-03-21,2021-03-23 12:30:52
0.7%,28.2%,23.4%,47.7%,Marin,2021-03-22,2021-03-21,2021-03-23 12:30:56
0.1%,18%,19.2%,62.7%,Mariposa,2021-03-22,2021-03-21,2021-03-23 12:30:59
0.5%,32.9%,23.6%,42.9%,Mendocino,2021-03-22,2021-03-21,2021-03-23 12:31:03
0.3%,36%,24.3%,39.4%,Merced,2021-03-22,2021-03-21,2021-03-23 12:31:13
0.1%,18.5%,25.1%,56.3%,Modoc,2021-03-22,2021-03-20,2021-03-23 12:31:16
1.2%,43.8%,28.7%,26.3%,Mono,2021-03-22,2021-03-21,2021-03-23 12:31:20
0.2%,37.6%,21.1%,41.1%,Monterey,2021-03-22,2021-03-21,2021-03-23 12:31:23
0.3%,34.6%,22.1%,43.1%,Napa,2021-03-22,2021-03-21,2021-03-23 12:31:27
0.3%,20.3%,17.8%,61.6%,Nevada,2021-03-22,2021-03-21,2021-03-23 12:31:31
0.2%,34%,21.4%,44.3%,Orange,2021-03-22,2021-03-21,2021-03-23 12:31:34
0.4%,27.2%,20.5%,52%,Placer,2021-03-22,2021-03-21,2021-03-23 12:31:38
0.1%,19%,17.5%,63.4%,Plumas,2021-03-22,2021-03-20,2021-03-23 12:31:41
0.2%,30.1%,21.8%,47.9%,Riverside,2021-03-22,2021-03-21,2021-03-23 12:31:52
0.3%,35.6%,22.7%,41.3%,Sacramento,2021-03-22,2021-03-21,2021-03-23 12:31:56
0.1%,36.7%,22.6%,40.6%,San Benito,2021-03-22,2021-03-21,2021-03-23 12:32:00
0.2%,35.7%,23.1%,41%,San Bernardino,2021-03-22,2021-03-21,2021-03-23 12:32:04
0.3%,34.3%,19.6%,45.8%,San Diego,2021-03-22,2021-03-21,2021-03-23 12:32:07
0.2%,43%,21.4%,35.4%,San Francisco,2021-03-22,2021-03-21,2021-03-23 12:32:11
0.4%,34%,24.2%,41.4%,San Joaquin,2021-03-22,2021-03-21,2021-03-23 12:32:14
0.1%,24.3%,16.1%,59.4%,San Luis Obispo,2021-03-22,2021-03-21,2021-03-23 12:32:18
0.4%,36.4%,21.9%,41.4%,San Mateo,2021-03-22,2021-03-21,2021-03-23 12:32:22
0.2%,31.4%,17.9%,50.5%,Santa Barbara,2021-03-22,2021-03-21,2021-03-23 12:32:26
0.3%,34.6%,21.4%,43.7%,Santa Clara,2021-03-22,2021-03-21,2021-03-23 12:32:30
0.3%,33.8%,20.6%,45.3%,Santa Cruz,2021-03-22,2021-03-21,2021-03-23 12:32:33
0.2%,22.8%,21%,55.9%,Shasta,2021-03-22,2021-03-21,2021-03-23 12:32:37
0%,19%,27.4%,53.6%,Sierra,2021-03-22,2021-03-18,2021-03-23 12:32:40
0.4%,20%,22.3%,57.4%,Siskiyou,2021-03-22,2021-03-21,2021-03-23 12:32:44
0.3%,32.3%,24.7%,42.7%,Solano,2021-03-22,2021-03-21,2021-03-23 12:32:48
0.2%,30.8%,21.2%,47.7%,Sonoma,2021-03-22,2021-03-21,2021-03-23 12:32:51
0.5%,32.4%,24.6%,42.6%,Stanislaus,2021-03-22,2021-03-21,2021-03-23 12:32:55
0.2%,30.4%,24.1%,45.3%,Sutter,2021-03-22,2021-03-21,2021-03-23 12:32:59
0%,24.4%,23.2%,52.3%,Tehama,2021-03-22,2021-03-20,2021-03-23 12:33:02
0.3%,35.6%,21.9%,42.2%,Trinity,2021-03-22,2021-03-21,2021-03-23 12:33:06
0.4%,40.5%,25%,34%,Tulare,2021-03-22,2021-03-21,2021-03-23 12:33:10
0.1%,17.7%,22.4%,59.8%,Tuolumne,2021-03-22,2021-03-21,2021-03-23 12:33:14
0.4%,34.3%,21.4%,43.9%,Ventura,2021-03-22,2021-03-21,2021-03-23 12:33:17
0.4%,41.6%,20.8%,37.3%,Yolo,2021-03-22,2021-03-21,2021-03-23 12:33:21
0.1%,28%,22.7%,49.1%,Yuba,2021-03-22,2021-03-21,2021-03-23 12:33:24
