0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,39.5%,21%,39.2%,Alameda,2021-03-20,2021-03-19,2021-03-21 00:45:30
0.3%,34.9%,21.2%,43.6%,Alpine,2021-03-20,2021-03-18,2021-03-21 00:45:33
0.3%,34.9%,21.2%,43.6%,Amador,2021-03-20,2021-03-19,2021-03-21 00:45:37
0.2%,30.9%,20.1%,48.8%,Butte,2021-03-20,2021-03-19,2021-03-21 00:45:40
0.2%,14.7%,19.8%,65.3%,Calaveras,2021-03-20,2021-03-19,2021-03-21 00:45:44
0.1%,33.8%,22.4%,43.6%,Colusa,2021-03-20,2021-03-19,2021-03-21 00:45:49
0.4%,32%,22.5%,45.2%,Contra Costa,2021-03-20,2021-03-19,2021-03-21 00:45:52
0.1%,24.3%,23.5%,52.1%,Del Norte,2021-03-20,2021-03-19,2021-03-21 00:45:56
0.3%,34.9%,21.2%,43.6%,El Dorado,2021-03-20,2021-03-19,2021-03-21 00:45:59
0.3%,38.4%,23.9%,37.4%,Fresno,2021-03-20,2021-03-19,2021-03-21 00:46:03
0.1%,26.2%,21.3%,52.4%,Glenn,2021-03-20,2021-03-19,2021-03-21 00:46:07
0.1%,31.7%,18.7%,49.5%,Humboldt,2021-03-20,2021-03-19,2021-03-21 00:46:10
0.1%,36.8%,20.3%,42.9%,Imperial,2021-03-20,2021-03-19,2021-03-21 00:46:14
0.1%,25.5%,18.4%,56%,Inyo,2021-03-20,2021-03-19,2021-03-21 00:46:18
0.3%,36.6%,23.1%,40.1%,Kern,2021-03-20,2021-03-19,2021-03-21 00:46:22
0.2%,39.3%,26.3%,34.2%,Kings,2021-03-20,2021-03-19,2021-03-21 00:46:25
0.2%,23.5%,21.6%,54.7%,Lake,2021-03-20,2021-03-19,2021-03-21 00:46:29
0%,20.6%,21.8%,57.6%,Lassen,2021-03-20,2021-03-19,2021-03-21 00:46:32
0.2%,38.2%,21.8%,39.8%,Los Angeles,2021-03-20,2021-03-19,2021-03-21 00:46:36
0.2%,31.5%,23.6%,44.7%,Madera,2021-03-20,2021-03-19,2021-03-21 00:46:39
0.7%,27.1%,22.7%,49.5%,Marin,2021-03-20,2021-03-19,2021-03-21 00:46:43
0.1%,17.9%,19.1%,62.9%,Mariposa,2021-03-20,2021-03-19,2021-03-21 00:46:46
0.5%,32.9%,23.5%,43.1%,Mendocino,2021-03-20,2021-03-19,2021-03-21 00:46:50
0.3%,35.4%,24%,40.4%,Merced,2021-03-20,2021-03-19,2021-03-21 00:46:54
0.1%,18.6%,24.8%,56.5%,Modoc,2021-03-20,2021-03-19,2021-03-21 00:46:57
1.1%,43.6%,28.7%,26.5%,Mono,2021-03-20,2021-03-18,2021-03-21 00:47:01
0.2%,36.1%,20.5%,43.2%,Monterey,2021-03-20,2021-03-19,2021-03-21 00:47:04
0.3%,34.9%,21.2%,43.6%,Napa,2021-03-20,2021-03-19,2021-03-21 00:47:08
0.3%,19.8%,17.2%,62.7%,Nevada,2021-03-20,2021-03-19,2021-03-21 00:47:12
0.2%,32.8%,20.2%,46.8%,Orange,2021-03-20,2021-03-19,2021-03-21 00:47:16
0.3%,26.6%,19.7%,53.4%,Placer,2021-03-20,2021-03-19,2021-03-21 00:47:19
0.1%,19%,17.4%,63.5%,Plumas,2021-03-20,2021-03-19,2021-03-21 00:47:23
0.2%,29.7%,21.1%,49%,Riverside,2021-03-20,2021-03-19,2021-03-21 00:47:27
0.2%,35.1%,22.1%,42.5%,Sacramento,2021-03-20,2021-03-19,2021-03-21 00:47:30
0.1%,36%,22.1%,41.8%,San Benito,2021-03-20,2021-03-19,2021-03-21 00:47:34
0.3%,34.9%,21.2%,43.6%,San Bernardino,2021-03-20,2021-03-19,2021-03-21 00:47:38
0.2%,33.4%,19%,47.4%,San Diego,2021-03-20,2021-03-19,2021-03-21 00:47:41
0.2%,42.2%,21.1%,36.5%,San Francisco,2021-03-20,2021-03-19,2021-03-21 00:47:45
0.3%,33.5%,23.6%,42.5%,San Joaquin,2021-03-20,2021-03-19,2021-03-21 00:47:48
0.1%,23.7%,15.8%,60.5%,San Luis Obispo,2021-03-20,2021-03-19,2021-03-21 00:47:52
0.4%,35.8%,21.4%,42.5%,San Mateo,2021-03-20,2021-03-19,2021-03-21 00:47:56
0.3%,34.9%,21.2%,43.6%,Santa Barbara,2021-03-20,2021-03-19,2021-03-21 00:47:59
0.3%,33.9%,20.6%,45.1%,Santa Clara,2021-03-20,2021-03-19,2021-03-21 00:48:03
