0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.2%,33.2%,20.1%,46.4%,Santa Cruz,2021-03-20,2021-03-19,2021-03-21 00:48:07
0.1%,22.3%,20.3%,57.3%,Shasta,2021-03-20,2021-03-19,2021-03-21 00:48:10
0.3%,34.9%,21.2%,43.6%,Sierra,2021-03-20,2021-03-19,2021-03-21 00:48:14
0.4%,19.9%,22.3%,57.4%,Siskiyou,2021-03-20,2021-03-19,2021-03-21 00:48:18
0.3%,34.9%,21.2%,43.6%,Solano,2021-03-20,2021-03-19,2021-03-21 00:48:21
0.2%,30.4%,20.4%,49%,Sonoma,2021-03-20,2021-03-19,2021-03-21 00:48:25
0.4%,31.4%,24.1%,44%,Stanislaus,2021-03-20,2021-03-19,2021-03-21 00:48:29
0.2%,29.7%,23.2%,47%,Sutter,2021-03-20,2021-03-19,2021-03-21 00:48:32
0%,24.2%,23%,52.7%,Tehama,2021-03-20,2021-03-19,2021-03-21 00:48:36
0%,18.5%,20.4%,61%,Trinity,2021-03-20,2021-03-19,2021-03-21 00:48:39
0.4%,40%,24.5%,35.2%,Tulare,2021-03-20,2021-03-19,2021-03-21 00:48:43
0.3%,34.9%,21.2%,43.6%,Tuolumne,2021-03-20,2021-03-19,2021-03-21 00:48:47
0.3%,33.8%,20.8%,45.1%,Ventura,2021-03-20,2021-03-19,2021-03-21 00:48:50
0.4%,41.1%,20.4%,38.2%,Yolo,2021-03-20,2021-03-19,2021-03-21 00:48:54
0.3%,34.9%,21.2%,43.6%,Yuba,2021-03-20,2021-03-19,2021-03-21 00:48:57
