American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Alameda,2021-03-26,2021-03-25,2021-03-27 08:23:05
1.7%,0.6%,0.3%,0.6%,0.3%,0.0%,17.8%,0.9%,77.9%,Alpine,2021-03-26,2021-03-25,2021-03-27 08:23:08
0.8%,1.5%,0.3%,7.2%,4.0%,0.3%,67.1%,8.8%,9.9%,Amador,2021-03-26,2021-03-25,2021-03-27 08:23:10
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Butte,2021-03-26,2021-03-25,2021-03-27 08:23:13
0.4%,1.1%,0.4%,4.7%,1.4%,0.2%,54.2%,8.7%,29.0%,Calaveras,2021-03-26,2021-03-25,2021-03-27 08:23:16
1.1%,0.7%,0.4%,27.4%,5.5%,0.1%,32.4%,5.5%,26.8%,Colusa,2021-03-26,2021-03-25,2021-03-27 08:23:18
0.2%,10.8%,4.5%,12.5%,11.1%,0.6%,34.3%,7.8%,18.3%,Contra Costa,2021-03-26,2021-03-25,2021-03-27 08:23:21
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Del Norte,2021-03-26,2021-03-25,2021-03-27 08:23:23
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,El Dorado,2021-03-26,2021-03-25,2021-03-27 08:23:26
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Fresno,2021-03-26,2021-03-25,2021-03-27 08:23:28
2.2%,1.2%,0.2%,20.9%,8.3%,0.1%,43.9%,10.5%,12.6%,Glenn,2021-03-26,2021-03-25,2021-03-27 08:23:31
3.3%,1.3%,0.7%,6.0%,13.7%,0.2%,64.1%,3.1%,7.6%,Humboldt,2021-03-26,2021-03-25,2021-03-27 08:23:33
