0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.2%,30.4%,22.2%,47.1%,Riverside,2021-03-23,2021-03-22,2021-03-24 00:45:25
0.3%,35.9%,23%,40.9%,Sacramento,2021-03-23,2021-03-22,2021-03-24 00:45:29
0.1%,36.8%,23.1%,40%,San Benito,2021-03-23,2021-03-22,2021-03-24 00:45:32
0.3%,35.9%,23.3%,40.6%,San Bernardino,2021-03-23,2021-03-22,2021-03-24 00:45:36
0.3%,34.6%,19.8%,45.3%,San Diego,2021-03-23,2021-03-22,2021-03-24 00:45:39
0.3%,43.2%,21.6%,34.9%,San Francisco,2021-03-23,2021-03-22,2021-03-24 00:45:42
0.4%,34.2%,24.5%,40.9%,San Joaquin,2021-03-23,2021-03-22,2021-03-24 00:45:46
0.1%,24.8%,16.5%,58.6%,San Luis Obispo,2021-03-23,2021-03-22,2021-03-24 00:45:49
0.4%,36.6%,22.1%,40.9%,San Mateo,2021-03-23,2021-03-22,2021-03-24 00:45:52
0.2%,32%,18.2%,49.6%,Santa Barbara,2021-03-23,2021-03-22,2021-03-24 00:45:56
0.3%,35%,21.7%,43%,Santa Clara,2021-03-23,2021-03-22,2021-03-24 00:45:59
0.3%,33.9%,20.9%,44.9%,Santa Cruz,2021-03-23,2021-03-22,2021-03-24 00:46:03
0.3%,23%,21.3%,55.5%,Shasta,2021-03-23,2021-03-22,2021-03-24 00:46:06
0%,19%,27.4%,53.6%,Sierra,2021-03-23,2021-03-18,2021-03-24 00:46:09
0.4%,19.9%,22.6%,57.1%,Siskiyou,2021-03-23,2021-03-22,2021-03-24 00:46:12
0.3%,32.4%,24.9%,42.5%,Solano,2021-03-23,2021-03-22,2021-03-24 00:46:16
0.3%,35.9%,22.2%,41.6%,Sonoma,2021-03-23,2021-03-22,2021-03-24 00:46:19
0.5%,32.6%,24.7%,42.3%,Stanislaus,2021-03-23,2021-03-22,2021-03-24 00:46:23
0.2%,30.5%,24.3%,45.1%,Sutter,2021-03-23,2021-03-22,2021-03-24 00:46:26
0%,24.4%,23.3%,52.2%,Tehama,2021-03-23,2021-03-22,2021-03-24 00:46:30
0.1%,19%,20.8%,60.1%,Trinity,2021-03-23,2021-03-21,2021-03-24 00:46:33
0.5%,40.7%,25.1%,33.7%,Tulare,2021-03-23,2021-03-22,2021-03-24 00:46:36
0.1%,17.7%,22.6%,59.6%,Tuolumne,2021-03-23,2021-03-22,2021-03-24 00:46:39
0.4%,34.5%,21.8%,43.4%,Ventura,2021-03-23,2021-03-22,2021-03-24 00:46:42
0.4%,41.8%,21%,36.8%,Yolo,2021-03-23,2021-03-22,2021-03-24 00:46:46
0.1%,28.2%,22.8%,48.8%,Yuba,2021-03-23,2021-03-22,2021-03-24 00:46:49
