0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,35.9%,22.2%,41.6%,Alameda,2021-03-23,2021-03-22,2021-03-24 00:43:37
0.2%,33.6%,33.6%,32.6%,Alpine,2021-03-23,2021-03-22,2021-03-24 00:43:41
0.3%,35.9%,22.2%,41.6%,Amador,2021-03-23,2021-03-22,2021-03-24 00:43:44
0.2%,31.3%,21.1%,47.4%,Butte,2021-03-23,2021-03-22,2021-03-24 00:43:47
0.2%,14.8%,20.2%,64.8%,Calaveras,2021-03-23,2021-03-22,2021-03-24 00:43:52
0.1%,34.7%,22.6%,42.6%,Colusa,2021-03-23,2021-03-22,2021-03-24 00:43:55
0.4%,32.8%,23.4%,43.4%,Contra Costa,2021-03-23,2021-03-22,2021-03-24 00:43:59
0.1%,23.4%,23.3%,53.2%,Del Norte,2021-03-23,2021-03-22,2021-03-24 00:44:02
0.3%,22.9%,23%,53.7%,El Dorado,2021-03-23,2021-03-22,2021-03-24 00:44:06
0.3%,39.1%,24.4%,36.1%,Fresno,2021-03-23,2021-03-22,2021-03-24 00:44:09
0.1%,27%,22.2%,50.8%,Glenn,2021-03-23,2021-03-22,2021-03-24 00:44:12
0.1%,32.2%,18.7%,49.1%,Humboldt,2021-03-23,2021-03-22,2021-03-24 00:44:16
0.1%,37.2%,21.1%,41.6%,Imperial,2021-03-23,2021-03-22,2021-03-24 00:44:19
0.1%,26%,19.1%,54.8%,Inyo,2021-03-23,2021-03-22,2021-03-24 00:44:22
0.3%,37.4%,23.8%,38.5%,Kern,2021-03-23,2021-03-22,2021-03-24 00:44:25
0.3%,40.6%,26.9%,32.3%,Kings,2021-03-23,2021-03-22,2021-03-24 00:44:29
0.2%,23.7%,22.4%,53.7%,Lake,2021-03-23,2021-03-22,2021-03-24 00:44:32
0%,21.5%,22.8%,55.6%,Lassen,2021-03-23,2021-03-22,2021-03-24 00:44:36
0.3%,39.4%,22.7%,37.6%,Los Angeles,2021-03-23,2021-03-22,2021-03-24 00:44:39
0.3%,32.7%,24.5%,42.5%,Madera,2021-03-23,2021-03-22,2021-03-24 00:44:42
0.8%,28.6%,23.7%,46.9%,Marin,2021-03-23,2021-03-22,2021-03-24 00:44:45
0.1%,18%,19.4%,62.4%,Mariposa,2021-03-23,2021-03-22,2021-03-24 00:44:49
0.6%,33%,23.8%,42.6%,Mendocino,2021-03-23,2021-03-22,2021-03-24 00:44:52
0.3%,35.9%,22.2%,41.6%,Merced,2021-03-23,2021-03-22,2021-03-24 00:44:56
0.1%,18.4%,25.3%,56.2%,Modoc,2021-03-23,2021-03-20,2021-03-24 00:44:59
0.3%,35.9%,22.2%,41.6%,Mono,2021-03-23,2021-03-22,2021-03-24 00:45:02
0.2%,37.9%,21.6%,40.3%,Monterey,2021-03-23,2021-03-22,2021-03-24 00:45:06
0.3%,34.6%,22.2%,43%,Napa,2021-03-23,2021-03-22,2021-03-24 00:45:09
0.3%,20.4%,18.2%,61.1%,Nevada,2021-03-23,2021-03-22,2021-03-24 00:45:12
0.3%,34.4%,21.8%,43.5%,Orange,2021-03-23,2021-03-22,2021-03-24 00:45:16
0.3%,35.9%,22.2%,41.6%,Placer,2021-03-23,2021-03-22,2021-03-24 00:45:19
0.1%,19.1%,18.4%,62.4%,Plumas,2021-03-23,2021-03-22,2021-03-24 00:45:23
