0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,40.5%,27.4%,31.5%,Alameda,2021-04-11,2021-04-10,2021-04-12 10:21:55
0.1%,36.5%,35.0%,28.3%,Alpine,2021-04-11,2021-04-09,2021-04-12 10:21:58
0.1%,20.2%,26.3%,53.4%,Amador,2021-04-11,2021-04-10,2021-04-12 10:22:00
0.7%,35.4%,24.9%,39.0%,Butte,2021-04-11,2021-04-10,2021-04-12 10:22:03
0.4%,16.9%,27.4%,55.3%,Calaveras,2021-04-11,2021-04-10,2021-04-12 10:22:05
0.2%,38.2%,27.4%,34.3%,Colusa,2021-04-11,2021-04-10,2021-04-12 10:22:08
1.2%,39.5%,28.9%,30.4%,Contra Costa,2021-04-11,2021-04-10,2021-04-12 10:22:10
0.1%,26.7%,28.7%,44.5%,Del Norte,2021-04-11,2021-04-10,2021-04-12 10:22:13
0.7%,40.5%,27.4%,31.5%,El Dorado,2021-04-11,2021-04-10,2021-04-12 10:22:15
0.7%,42.4%,26.8%,30.1%,Fresno,2021-04-11,2021-04-10,2021-04-12 10:22:18
0.4%,32.2%,27.4%,40.0%,Glenn,2021-04-11,2021-04-09,2021-04-12 10:22:20
0.4%,37.1%,23.8%,38.6%,Humboldt,2021-04-11,2021-04-10,2021-04-12 10:22:23
0.4%,42.3%,26.3%,31.1%,Imperial,2021-04-11,2021-04-10,2021-04-12 10:22:26
0.3%,29.2%,25.9%,44.6%,Inyo,2021-04-11,2021-04-10,2021-04-12 10:22:28
1.1%,41.9%,27.2%,29.9%,Kern,2021-04-11,2021-04-10,2021-04-12 10:22:31
0.6%,44.2%,29.0%,26.2%,Kings,2021-04-11,2021-04-10,2021-04-12 10:22:34
0.2%,25.5%,28.8%,45.4%,Lake,2021-04-11,2021-04-10,2021-04-12 10:22:36
0.1%,24.5%,27.9%,47.6%,Lassen,2021-04-11,2021-04-09,2021-04-12 10:22:39
0.7%,40.5%,27.4%,31.5%,Los Angeles,2021-04-11,2021-04-10,2021-04-12 10:22:41
0.5%,36.4%,27.0%,36.1%,Madera,2021-04-11,2021-04-10,2021-04-12 10:22:44
1.3%,33.6%,29.6%,35.5%,Marin,2021-04-11,2021-04-10,2021-04-12 10:22:46
