American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Alameda,2021-03-23,2021-03-22,2021-03-24 04:31:35
1.9%,0.6%,0.2%,0.6%,0.3%,0%,17.9%,1.1%,77.4%,Alpine,2021-03-23,2021-03-22,2021-03-24 04:31:39
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Amador,2021-03-23,2021-03-22,2021-03-24 04:31:42
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Butte,2021-03-23,2021-03-22,2021-03-24 04:31:46
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Calaveras,2021-03-23,2021-03-22,2021-03-24 04:31:50
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Colusa,2021-03-23,2021-03-22,2021-03-24 04:31:54
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Contra Costa,2021-03-23,2021-03-22,2021-03-24 04:31:58
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Del Norte,2021-03-23,2021-03-22,2021-03-24 04:32:02
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,El Dorado,2021-03-23,2021-03-22,2021-03-24 04:32:05
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Fresno,2021-03-23,2021-03-22,2021-03-24 04:32:08
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Glenn,2021-03-23,2021-03-22,2021-03-24 04:32:13
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Humboldt,2021-03-23,2021-03-22,2021-03-24 04:32:16
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Imperial,2021-03-23,2021-03-22,2021-03-24 04:32:20
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Inyo,2021-03-23,2021-03-22,2021-03-24 04:32:24
0.4%,4.1%,2.3%,30.8%,11.8%,0.2%,29.4%,11.2%,9.9%,Kern,2021-03-23,2021-03-22,2021-03-24 04:32:27
0.8%,2.6%,2%,41.1%,7%,0.2%,27.4%,6%,13%,Kings,2021-03-23,2021-03-22,2021-03-24 04:32:31
1.7%,1.1%,1.1%,16.1%,15.1%,0.1%,55.7%,3.3%,5.7%,Lake,2021-03-23,2021-03-22,2021-03-24 04:32:35
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Lassen,2021-03-23,2021-03-22,2021-03-24 04:32:38
0.2%,12.4%,4.4%,24.6%,17.4%,0.4%,19.6%,14.2%,6.9%,Los Angeles,2021-03-23,2021-03-22,2021-03-24 04:32:41
0.9%,1.8%,1.4%,33.1%,6.9%,0.2%,34.4%,7.9%,13.5%,Madera,2021-03-23,2021-03-22,2021-03-24 04:32:45
0.1%,4%,1%,8.9%,11.7%,0.2%,50.6%,6.4%,17.2%,Marin,2021-03-23,2021-03-22,2021-03-24 04:32:47
1.9%,0.9%,0.3%,7.5%,2.5%,0.1%,61.6%,5.3%,19.8%,Mariposa,2021-03-23,2021-03-22,2021-03-24 04:32:51
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Mendocino,2021-03-23,2021-03-22,2021-03-24 04:32:55
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Merced,2021-03-23,2021-03-22,2021-03-24 04:32:58
2.3%,1.5%,1%,7.1%,4.8%,0.1%,72.4%,1.7%,9.1%,Modoc,2021-03-23,2021-03-20,2021-03-24 04:33:02
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Mono,2021-03-23,2021-03-22,2021-03-24 04:33:05
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Monterey,2021-03-23,2021-03-22,2021-03-24 04:33:09
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Napa,2021-03-23,2021-03-22,2021-03-24 04:33:13
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Nevada,2021-03-23,2021-03-22,2021-03-24 04:33:16
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Orange,2021-03-23,2021-03-22,2021-03-24 04:33:20
0.4%,5.3%,0.9%,9.1%,12.8%,0.4%,46.3%,7.9%,16.9%,Placer,2021-03-23,2021-03-22,2021-03-24 04:33:24
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Plumas,2021-03-23,2021-03-22,2021-03-24 04:33:27
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Riverside,2021-03-23,2021-03-22,2021-03-24 04:33:31
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Sacramento,2021-03-23,2021-03-22,2021-03-24 04:33:33
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,San Benito,2021-03-23,2021-03-22,2021-03-24 04:33:37
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,San Bernardino,2021-03-23,2021-03-22,2021-03-24 04:33:42
0.4%,11.5%,2.4%,19.8%,1%,0.6%,45.5%,10.1%,8.7%,San Diego,2021-03-23,2021-03-22,2021-03-24 04:33:44
0.2%,29.3%,3.1%,10.6%,7.7%,0.3%,26.7%,5.9%,16.2%,San Francisco,2021-03-23,2021-03-22,2021-03-24 04:33:48
0.3%,9.7%,3.2%,13.9%,2.3%,0.8%,22.7%,14.5%,32.6%,San Joaquin,2021-03-23,2021-03-22,2021-03-24 04:33:52
0.1%,1.1%,0.4%,6.3%,12.3%,0.1%,30%,15.1%,34.5%,San Luis Obispo,2021-03-23,2021-03-22,2021-03-24 04:33:56
0.2%,18.6%,1.2%,9.7%,14.3%,0.5%,29.4%,10%,16.1%,San Mateo,2021-03-23,2021-03-22,2021-03-24 04:33:58
