American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Alameda,2021-03-21,2021-03-20,2021-03-22 14:17:49
1.9%,0.6%,0%,0.3%,0.3%,0%,17.5%,1.1%,78.2%,Alpine,2021-03-21,2021-03-18,2021-03-22 14:17:52
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Amador,2021-03-21,2021-03-20,2021-03-22 14:17:56
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Butte,2021-03-21,2021-03-20,2021-03-22 14:17:59
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Calaveras,2021-03-21,2021-03-20,2021-03-22 14:18:04
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Colusa,2021-03-21,2021-03-20,2021-03-22 14:18:08
0.2%,11.1%,4.6%,12.3%,12%,0.6%,35.4%,7.9%,16.1%,Contra Costa,2021-03-21,2021-03-20,2021-03-22 14:18:11
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Del Norte,2021-03-21,2021-03-19,2021-03-22 14:18:15
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,El Dorado,2021-03-21,2021-03-20,2021-03-22 14:18:19
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Fresno,2021-03-21,2021-03-20,2021-03-22 14:18:22
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Glenn,2021-03-21,2021-03-20,2021-03-22 14:18:26
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Humboldt,2021-03-21,2021-03-20,2021-03-22 14:18:29
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Imperial,2021-03-21,2021-03-20,2021-03-22 14:18:33
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Inyo,2021-03-21,2021-03-20,2021-03-22 14:18:37
0.4%,4.1%,2.3%,30.3%,12.1%,0.2%,29.8%,11.1%,9.6%,Kern,2021-03-21,2021-03-20,2021-03-22 14:18:40
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Kings,2021-03-21,2021-03-20,2021-03-22 14:18:44
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Lake,2021-03-21,2021-03-20,2021-03-22 14:18:48
1.1%,1.3%,0.7%,6.1%,8%,0.3%,60.9%,3.7%,17.9%,Lassen,2021-03-21,2021-03-19,2021-03-22 14:18:51
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Los Angeles,2021-03-21,2021-03-20,2021-03-22 14:18:55
1%,1.8%,1.4%,32.9%,7%,0.2%,34.9%,7.8%,12.9%,Madera,2021-03-21,2021-03-20,2021-03-22 14:18:58
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Marin,2021-03-21,2021-03-20,2021-03-22 14:19:02
1.9%,0.9%,0.3%,7.2%,2.5%,0.1%,62%,5.3%,19.7%,Mariposa,2021-03-21,2021-03-20,2021-03-22 14:19:05
0.8%,1.3%,0.3%,16.6%,14%,0.2%,50.2%,5.4%,11.3%,Mendocino,2021-03-21,2021-03-20,2021-03-22 14:19:09
0.3%,5.6%,1.6%,32.4%,0.5%,0.3%,26.3%,8.4%,24.6%,Merced,2021-03-21,2021-03-20,2021-03-22 14:19:13
2.3%,1.5%,0.9%,7.2%,4.8%,0.1%,72.6%,1.7%,8.9%,Modoc,2021-03-21,2021-03-19,2021-03-22 14:19:17
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Mono,2021-03-21,2021-03-18,2021-03-22 14:19:20
0.2%,4.5%,1.1%,34.5%,11.5%,0.5%,28.3%,7%,12.3%,Monterey,2021-03-21,2021-03-20,2021-03-22 14:19:24
0.2%,4.3%,0.9%,17.5%,7.4%,0.4%,42.5%,6.2%,20.8%,Napa,2021-03-21,2021-03-20,2021-03-22 14:19:27
