American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Alameda,2021-03-22,2021-03-21,2021-03-23 14:23:06
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Alpine,2021-03-22,2021-03-19,2021-03-23 14:23:09
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Amador,2021-03-22,2021-03-21,2021-03-23 14:23:13
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Butte,2021-03-22,2021-03-21,2021-03-23 14:23:16
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Calaveras,2021-03-22,2021-03-21,2021-03-23 14:23:19
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Colusa,2021-03-22,2021-03-20,2021-03-23 14:23:22
0.2%,11.1%,4.6%,12.3%,11.9%,0.6%,35.2%,7.9%,16.4%,Contra Costa,2021-03-22,2021-03-21,2021-03-23 14:23:25
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Del Norte,2021-03-22,2021-03-21,2021-03-23 14:23:29
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,El Dorado,2021-03-22,2021-03-21,2021-03-23 14:23:32
0.5%,7%,2.1%,31.6%,9.8%,0.2%,28.9%,7.7%,12.2%,Fresno,2021-03-22,2021-03-21,2021-03-23 14:23:35
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Glenn,2021-03-22,2021-03-21,2021-03-23 14:23:38
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Humboldt,2021-03-22,2021-03-21,2021-03-23 14:23:42
0.1%,0.7%,0.4%,68%,2.4%,0.1%,9.7%,6%,12.6%,Imperial,2021-03-22,2021-03-21,2021-03-23 14:23:45
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Inyo,2021-03-22,2021-03-21,2021-03-23 14:23:49
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Kern,2021-03-22,2021-03-21,2021-03-23 14:23:52
