0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,44.3%,26.9%,28.1%,Alameda,2021-04-10,2021-04-09,2021-04-11 02:40:38
0.1%,36.5%,35.0%,28.3%,Alpine,2021-04-10,2021-04-08,2021-04-11 02:40:41
0.1%,19.7%,26.3%,53.9%,Amador,2021-04-10,2021-04-09,2021-04-11 02:40:43
0.7%,35.3%,24.9%,39.1%,Butte,2021-04-10,2021-04-09,2021-04-11 02:40:46
0.4%,16.9%,27.3%,55.4%,Calaveras,2021-04-10,2021-04-09,2021-04-11 02:40:49
0.2%,38.2%,27.3%,34.3%,Colusa,2021-04-10,2021-04-09,2021-04-11 02:40:52
1.1%,39.1%,29.0%,30.8%,Contra Costa,2021-04-10,2021-04-09,2021-04-11 02:40:55
0.1%,26.6%,28.6%,44.7%,Del Norte,2021-04-10,2021-04-09,2021-04-11 02:40:57
0.7%,40.3%,27.3%,31.7%,El Dorado,2021-04-10,2021-04-09,2021-04-11 02:41:00
0.7%,42.3%,26.7%,30.3%,Fresno,2021-04-10,2021-04-09,2021-04-11 02:41:03
0.4%,32.1%,27.3%,40.2%,Glenn,2021-04-10,2021-04-09,2021-04-11 02:41:06
0.4%,37.0%,23.8%,38.9%,Humboldt,2021-04-10,2021-04-09,2021-04-11 02:41:09
0.3%,42.2%,26.2%,31.3%,Imperial,2021-04-10,2021-04-09,2021-04-11 02:41:12
0.3%,29.0%,25.9%,44.8%,Inyo,2021-04-10,2021-04-09,2021-04-11 02:41:15
1.1%,41.8%,27.2%,30.0%,Kern,2021-04-10,2021-04-09,2021-04-11 02:41:18
0.6%,44.1%,29.0%,26.3%,Kings,2021-04-10,2021-04-09,2021-04-11 02:41:20
0.7%,40.3%,27.3%,31.7%,Lake,2021-04-10,2021-04-09,2021-04-11 02:41:23
0.1%,24.4%,27.9%,47.7%,Lassen,2021-04-10,2021-04-09,2021-04-11 02:41:26
0.6%,43.3%,27.7%,28.3%,Los Angeles,2021-04-10,2021-04-09,2021-04-11 02:41:29
0.5%,36.3%,27.0%,36.3%,Madera,2021-04-10,2021-04-09,2021-04-11 02:41:32
1.3%,33.3%,29.6%,35.8%,Marin,2021-04-10,2021-04-09,2021-04-11 02:41:34
0.2%,19.8%,25.4%,54.6%,Mariposa,2021-04-10,2021-04-09,2021-04-11 02:41:38
0.7%,32.8%,25.3%,41.3%,Mendocino,2021-04-10,2021-04-09,2021-04-11 02:41:40
0.6%,41.7%,26.4%,31.3%,Merced,2021-04-10,2021-04-09,2021-04-11 02:41:43
0.1%,20.7%,26.8%,52.4%,Modoc,2021-04-10,2021-04-09,2021-04-11 02:41:46
