American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,21.2%,5.8%,10.5%,11.2%,0.6%,26.7%,8.8%,15.1%,Alameda,2021-03-19,2021-03-18,2021-03-19 16:28:30
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Alpine,2021-03-19,2021-03-18,2021-03-19 16:28:33
0.9%,1.5%,0.3%,7.1%,4.5%,0.3%,67.5%,9.2%,8.6%,Amador,2021-03-19,2021-03-18,2021-03-19 16:28:37
1.2%,2.1%,0.7%,7.3%,17.1%,0.1%,57%,7.9%,6.7%,Butte,2021-03-19,2021-03-18,2021-03-19 16:28:40
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Calaveras,2021-03-19,2021-03-18,2021-03-19 16:28:44
1.1%,0.7%,0.5%,26.2%,6%,0.1%,34.1%,5.4%,25.9%,Colusa,2021-03-19,2021-03-18,2021-03-19 16:28:48
0.2%,11.2%,4.6%,12.1%,12.3%,0.5%,35.9%,7.9%,15.1%,Contra Costa,2021-03-19,2021-03-18,2021-03-19 16:28:52
7.5%,1.8%,0.5%,5.2%,8.3%,0.2%,61.1%,2.5%,12.9%,Del Norte,2021-03-19,2021-03-18,2021-03-19 16:28:55
0.3%,2.7%,0.5%,4.9%,14.6%,0.3%,51.8%,8%,16.8%,El Dorado,2021-03-19,2021-03-18,2021-03-19 16:28:58
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Fresno,2021-03-19,2021-03-18,2021-03-19 16:29:02
2.4%,1.1%,0.2%,20%,9.1%,0.1%,46.7%,10.2%,10.3%,Glenn,2021-03-19,2021-03-18,2021-03-19 16:29:06
3.5%,1.3%,0.6%,5.7%,14.8%,0.2%,64.3%,3%,6.4%,Humboldt,2021-03-19,2021-03-18,2021-03-19 16:29:09
0.1%,0.8%,0.5%,69.6%,2.6%,0.1%,10.2%,5.8%,10.4%,Imperial,2021-03-19,2021-03-18,2021-03-19 16:29:13
1.1%,0.8%,0.2%,8.7%,22.6%,0.1%,54.2%,4.9%,7.3%,Inyo,2021-03-19,2021-03-18,2021-03-19 16:29:17
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Kern,2021-03-19,2021-03-18,2021-03-19 16:29:20
0.8%,2.7%,1.9%,41.3%,7.5%,0.2%,27.5%,5.8%,12.2%,Kings,2021-03-19,2021-03-18,2021-03-19 16:29:24
1.9%,1%,1.1%,15.7%,16.6%,0.2%,56.5%,2.9%,4.2%,Lake,2021-03-19,2021-03-18,2021-03-19 16:29:28
1%,1.3%,0.7%,6.2%,8.1%,0.2%,61.1%,3.8%,17.6%,Lassen,2021-03-19,2021-03-18,2021-03-19 16:29:31
0.2%,12.6%,4.3%,24.2%,19%,0.4%,19.7%,13.8%,5.9%,Los Angeles,2021-03-19,2021-03-18,2021-03-19 16:29:35
1%,1.8%,1.4%,32.8%,7.3%,0.2%,35.7%,7.7%,12%,Madera,2021-03-19,2021-03-18,2021-03-19 16:29:38
0.1%,4%,1%,7.9%,12.5%,0.2%,52.8%,6.5%,15.1%,Marin,2021-03-19,2021-03-18,2021-03-19 16:29:42
1.9%,0.8%,0.3%,7.8%,3%,0.2%,63.9%,6.4%,15.8%,Mariposa,2021-03-19,2021-03-18,2021-03-19 16:29:45
0.8%,1.3%,0.3%,16.3%,14%,0.2%,50.1%,5.3%,11.7%,Mendocino,2021-03-19,2021-03-18,2021-03-19 16:29:49
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Merced,2021-03-19,2021-03-18,2021-03-19 16:29:53
2.4%,1.5%,0.9%,7.2%,4.7%,0.1%,72.7%,1.7%,8.8%,Modoc,2021-03-19,2021-03-18,2021-03-19 16:29:56
0.4%,1.2%,0.2%,21.4%,11.4%,0.2%,59.8%,1.5%,4%,Mono,2021-03-19,2021-03-18,2021-03-19 16:30:00
0.2%,4.6%,1.1%,33.8%,12.4%,0.5%,29.5%,6.9%,11%,Monterey,2021-03-19,2021-03-18,2021-03-19 16:30:03
0.2%,4.4%,1%,16.9%,7.7%,0.4%,43.6%,6.3%,19.6%,Napa,2021-03-19,2021-03-18,2021-03-19 16:30:07
0.7%,0.6%,0.2%,5%,17.8%,0.1%,62.6%,5.9%,6.9%,Nevada,2021-03-19,2021-03-18,2021-03-19 16:30:11
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Orange,2021-03-19,2021-03-18,2021-03-19 16:30:14
0.4%,5.4%,0.9%,9.5%,13.6%,0.4%,47.4%,8%,14.4%,Placer,2021-03-19,2021-03-18,2021-03-19 16:30:18
0.8%,0.5%,0.3%,1.8%,6.3%,0%,74.8%,3.6%,11.9%,Plumas,2021-03-19,2021-03-18,2021-03-19 16:30:22
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Riverside,2021-03-19,2021-03-18,2021-03-19 16:30:25
0.4%,10.8%,4%,8.2%,10.2%,0.9%,32.1%,11.4%,21.9%,Sacramento,2021-03-19,2021-03-18,2021-03-19 16:30:29
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,San Benito,2021-03-19,2021-03-18,2021-03-19 16:30:32
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,San Bernardino,2021-03-19,2021-03-18,2021-03-19 16:30:36
0.4%,11.4%,2.3%,19.5%,1.1%,0.6%,45.6%,10.2%,8.9%,San Diego,2021-03-19,2021-03-18,2021-03-19 16:30:39
0.2%,30%,3.1%,10.6%,8.1%,0.3%,27%,5.9%,14.8%,San Francisco,2021-03-19,2021-03-18,2021-03-19 16:30:43
0.3%,10.3%,3.4%,13.9%,2.7%,0.8%,24.8%,15.9%,27.8%,San Joaquin,2021-03-19,2021-03-18,2021-03-19 16:30:46
0.1%,1.1%,0.4%,5.8%,12.7%,0.1%,29.8%,15.3%,34.7%,San Luis Obispo,2021-03-19,2021-03-18,2021-03-19 16:30:50
0.2%,19%,1.2%,9.8%,15%,0.6%,29.8%,10%,14.5%,San Mateo,2021-03-19,2021-03-18,2021-03-19 16:30:53
0.2%,2.6%,0.8%,20.1%,19.9%,0.2%,35.4%,13.4%,7.4%,Santa Barbara,2021-03-19,2021-03-18,2021-03-19 16:30:57
0.1%,25.8%,1.4%,11.5%,13.8%,0.4%,25.4%,8.1%,13.4%,Santa Clara,2021-03-19,2021-03-18,2021-03-19 16:31:00
0.2%,2%,0.3%,19.4%,16.7%,0.1%,42%,9.8%,9.4%,Santa Cruz,2021-03-19,2021-03-18,2021-03-19 16:31:04
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Shasta,2021-03-19,2021-03-18,2021-03-19 16:31:07
0.6%,0.8%,0.1%,8.1%,9.2%,0%,74.1%,3.2%,4%,Sierra,2021-03-19,2021-03-18,2021-03-19 16:31:11
1.7%,0.9%,0.5%,5.3%,8.9%,0%,61.1%,4.3%,17.3%,Siskiyou,2021-03-19,2021-03-18,2021-03-19 16:31:16
0.3%,11.6%,6.9%,8.4%,7.8%,1%,29.1%,12.1%,22.9%,Solano,2021-03-19,2021-03-18,2021-03-19 16:31:19
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.2%,Sonoma,2021-03-19,2021-03-18,2021-03-19 16:31:23
0.5%,5%,1.6%,22.4%,1%,0.6%,36.9%,9.1%,22.8%,Stanislaus,2021-03-19,2021-03-18,2021-03-19 16:31:26
0.6%,13.4%,1%,16%,13.6%,0.2%,41.1%,7.2%,6.9%,Sutter,2021-03-19,2021-03-18,2021-03-19 16:31:30
1.1%,0.6%,0.2%,10.4%,9.3%,0.1%,50.9%,9.7%,17.6%,Tehama,2021-03-19,2021-03-18,2021-03-19 16:31:33
1.2%,0.8%,0.2%,2.3%,10.1%,0.3%,65.6%,2.8%,16.7%,Trinity,2021-03-19,2021-03-18,2021-03-19 16:31:37
0.2%,2.7%,0.6%,43.6%,6.8%,0.2%,30.8%,5.8%,9.2%,Tulare,2021-03-19,2021-03-18,2021-03-19 16:31:40
0.4%,1.2%,0.3%,4.3%,1.3%,0.4%,80.2%,6.4%,5.5%,Tuolumne,2021-03-19,2021-03-18,2021-03-19 16:31:44
0.1%,5.3%,0.9%,26.9%,18.9%,0.3%,34.3%,9.9%,3.3%,Ventura,2021-03-19,2021-03-18,2021-03-19 16:31:47
0.4%,6.4%,1%,12.7%,8.3%,0.3%,32.5%,8.9%,29.4%,Yolo,2021-03-19,2021-03-18,2021-03-19 16:31:51
1.2%,4.3%,2%,17.2%,10.8%,0.3%,51%,4.5%,8.7%,Yuba,2021-03-19,2021-03-18,2021-03-19 16:31:54
