Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
54.4%,45.3%,0.3%,Alameda,2021-04-16,2021-04-15,2021-04-16 16:35:33
47.0%,52.7%,0.2%,Alpine,2021-04-16,2021-04-15,2021-04-16 16:35:35
55.1%,44.8%,0.2%,Amador,2021-04-16,2021-04-15,2021-04-16 16:35:38
55.3%,44.6%,0.1%,Butte,2021-04-16,2021-04-15,2021-04-16 16:35:40
53.9%,45.4%,0.7%,Calaveras,2021-04-16,2021-04-15,2021-04-16 16:35:42
50.5%,48.9%,0.6%,Colusa,2021-04-16,2021-04-15,2021-04-16 16:35:44
54.6%,45.3%,0.1%,Contra Costa,2021-04-16,2021-04-15,2021-04-16 16:35:46
53.2%,46.7%,0.1%,Del Norte,2021-04-16,2021-04-15,2021-04-16 16:35:49
54.6%,45.3%,0.1%,El Dorado,2021-04-16,2021-04-15,2021-04-16 16:35:51
54.8%,45.2%,0.1%,Fresno,2021-04-16,2021-04-15,2021-04-16 16:35:53
54.3%,45.6%,0.1%,Glenn,2021-04-16,2021-04-15,2021-04-16 16:35:56
55.2%,44.5%,0.2%,Humboldt,2021-04-16,2021-04-15,2021-04-16 16:35:58
52.8%,47.1%,0.03%,Imperial,2021-04-16,2021-04-15,2021-04-16 16:36:00
51.9%,48.0%,0.1%,Inyo,2021-04-16,2021-04-15,2021-04-16 16:36:02
54.2%,45.3%,0.5%,Kern,2021-04-16,2021-04-15,2021-04-16 16:36:05
54.1%,45.5%,0.4%,Kings,2021-04-16,2021-04-15,2021-04-16 16:36:07
54.0%,45.9%,0.1%,Lake,2021-04-16,2021-04-15,2021-04-16 16:36:09
52.0%,47.8%,0.2%,Lassen,2021-04-16,2021-04-15,2021-04-16 16:36:11
54.4%,45.4%,0.2%,Los Angeles,2021-04-16,2021-04-15,2021-04-16 16:36:13
54.1%,45.8%,0.1%,Madera,2021-04-16,2021-04-15,2021-04-16 16:36:16
54.8%,45.2%,0.1%,Marin,2021-04-16,2021-04-15,2021-04-16 16:36:18
53.6%,46.1%,0.3%,Mariposa,2021-04-16,2021-04-15,2021-04-16 16:36:20
53.2%,46.4%,0.4%,Mendocino,2021-04-16,2021-04-15,2021-04-16 16:36:22
54.5%,45.0%,0.4%,Merced,2021-04-16,2021-04-15,2021-04-16 16:36:24
54.2%,45.4%,0.4%,Modoc,2021-04-16,2021-04-15,2021-04-16 16:36:27
47.8%,52.2%,0.01%,Mono,2021-04-16,2021-04-15,2021-04-16 16:36:29
52.7%,46.0%,1.4%,Monterey,2021-04-16,2021-04-15,2021-04-16 16:36:31
53.0%,46.9%,0.1%,Napa,2021-04-16,2021-04-15,2021-04-16 16:36:33
54.9%,45.0%,0.1%,Nevada,2021-04-16,2021-04-15,2021-04-16 16:36:36
54.0%,44.9%,1.1%,Orange,2021-04-16,2021-04-15,2021-04-16 16:36:38
55.8%,44.1%,0.1%,Placer,2021-04-16,2021-04-15,2021-04-16 16:36:40
53.3%,46.5%,0.1%,Plumas,2021-04-16,2021-04-15,2021-04-16 16:36:42
54.2%,45.7%,0.1%,Riverside,2021-04-16,2021-04-15,2021-04-16 16:36:44
56.0%,43.8%,0.2%,Sacramento,2021-04-16,2021-04-15,2021-04-16 16:36:47
54.0%,45.7%,0.2%,San Benito,2021-04-16,2021-04-15,2021-04-16 16:36:49
55.4%,44.5%,0.2%,San Bernardino,2021-04-16,2021-04-15,2021-04-16 16:36:51
55.3%,43.8%,0.9%,San Diego,2021-04-16,2021-04-15,2021-04-16 16:36:53
51.0%,48.7%,0.3%,San Francisco,2021-04-16,2021-04-15,2021-04-16 16:36:55
54.9%,44.2%,0.9%,San Joaquin,2021-04-16,2021-04-15,2021-04-16 16:36:58
55.1%,44.7%,0.2%,San Luis Obispo,2021-04-16,2021-04-15,2021-04-16 16:37:00
54.6%,45.3%,0.1%,San Mateo,2021-04-16,2021-04-15,2021-04-16 16:37:02
53.8%,46.1%,0.1%,Santa Barbara,2021-04-16,2021-04-15,2021-04-16 16:37:04
53.4%,46.5%,0.1%,Santa Clara,2021-04-16,2021-04-15,2021-04-16 16:37:06
54.6%,45.1%,0.3%,Santa Cruz,2021-04-16,2021-04-15,2021-04-16 16:37:09
56.5%,43.4%,0.1%,Shasta,2021-04-16,2021-04-15,2021-04-16 16:37:11
52.1%,47.8%,0.1%,Sierra,2021-04-16,2021-04-15,2021-04-16 16:37:13
54.2%,45.7%,0.1%,Siskiyou,2021-04-16,2021-04-15,2021-04-16 16:37:15
55.7%,43.8%,0.5%,Solano,2021-04-16,2021-04-15,2021-04-16 16:37:17
55.1%,44.8%,0.1%,Sonoma,2021-04-16,2021-04-15,2021-04-16 16:37:20
55.2%,44.3%,0.5%,Stanislaus,2021-04-16,2021-04-15,2021-04-16 16:37:22
54.8%,45.0%,0.2%,Sutter,2021-04-16,2021-04-15,2021-04-16 16:37:24
55.0%,44.9%,0.1%,Tehama,2021-04-16,2021-04-15,2021-04-16 16:37:26
50.1%,49.9%,0.1%,Trinity,2021-04-16,2021-04-15,2021-04-16 16:37:28
54.2%,45.7%,0.1%,Tulare,2021-04-16,2021-04-15,2021-04-16 16:37:30
54.3%,45.5%,0.1%,Tuolumne,2021-04-16,2021-04-15,2021-04-16 16:37:33
54.6%,45.4%,0.1%,Ventura,2021-04-16,2021-04-15,2021-04-16 16:37:35
55.0%,43.4%,1.6%,Yolo,2021-04-16,2021-04-15,2021-04-16 16:37:37
55.7%,44.1%,0.2%,Yuba,2021-04-16,2021-04-15,2021-04-16 16:37:39
