American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Alameda,2021-04-11,2021-04-10,2021-04-12 12:29:51
1.8%,0.6%,0.3%,1.0%,0.3%,0.000%,18.5%,0.8%,76.9%,Alpine,2021-04-11,2021-04-09,2021-04-12 12:29:53
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Amador,2021-04-11,2021-04-10,2021-04-12 12:29:56
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Butte,2021-04-11,2021-04-10,2021-04-12 12:29:58
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Calaveras,2021-04-11,2021-04-10,2021-04-12 12:30:01
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Colusa,2021-04-11,2021-04-10,2021-04-12 12:30:03
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Contra Costa,2021-04-11,2021-04-10,2021-04-12 12:30:06
6.3%,1.7%,0.5%,6.6%,11.0%,0.1%,58.9%,3.1%,11.8%,Del Norte,2021-04-11,2021-04-10,2021-04-12 12:30:09
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,El Dorado,2021-04-11,2021-04-10,2021-04-12 12:30:11
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Fresno,2021-04-11,2021-04-10,2021-04-12 12:30:14
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Glenn,2021-04-11,2021-04-09,2021-04-12 12:30:16
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Humboldt,2021-04-11,2021-04-10,2021-04-12 12:30:19
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Imperial,2021-04-11,2021-04-10,2021-04-12 12:30:22
0.9%,1.2%,0.2%,11.0%,21.2%,0.1%,55.7%,3.4%,6.2%,Inyo,2021-04-11,2021-04-10,2021-04-12 12:30:25
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Kern,2021-04-11,2021-04-10,2021-04-12 12:30:27
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Kings,2021-04-11,2021-04-10,2021-04-12 12:30:30
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Lake,2021-04-11,2021-04-10,2021-04-12 12:30:32
1.0%,1.5%,0.8%,8.8%,7.9%,0.3%,63.1%,3.3%,13.1%,Lassen,2021-04-11,2021-04-09,2021-04-12 12:30:35
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Los Angeles,2021-04-11,2021-04-10,2021-04-12 12:30:37
0.8%,2.1%,1.6%,36.9%,7.7%,0.1%,34.6%,9.7%,6.5%,Madera,2021-04-11,2021-04-10,2021-04-12 12:30:40
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Marin,2021-04-11,2021-04-10,2021-04-12 12:30:43
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Mariposa,2021-04-11,2021-04-10,2021-04-12 12:30:45
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Mendocino,2021-04-11,2021-04-10,2021-04-12 12:30:48
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Merced,2021-04-11,2021-04-10,2021-04-12 12:30:50
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Modoc,2021-04-11,2021-04-09,2021-04-12 12:30:53
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Mono,2021-04-11,2021-04-10,2021-04-12 12:30:56
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Monterey,2021-04-11,2021-04-10,2021-04-12 12:30:58
0.2%,5.2%,1.1%,20.9%,8.1%,0.4%,47.3%,7.6%,9.0%,Napa,2021-04-11,2021-04-10,2021-04-12 12:31:01
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Nevada,2021-04-11,2021-04-10,2021-04-12 12:31:03
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Orange,2021-04-11,2021-04-10,2021-04-12 12:31:06
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Placer,2021-04-11,2021-04-10,2021-04-12 12:31:08
0.8%,0.7%,0.5%,3.1%,6.2%,0.05%,73.3%,3.5%,11.8%,Plumas,2021-04-11,2021-04-10,2021-04-12 12:31:11
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Riverside,2021-04-11,2021-04-10,2021-04-12 12:31:13
0.4%,14.5%,5.5%,9.8%,11.0%,1.1%,36.6%,12.5%,8.8%,Sacramento,2021-04-11,2021-04-10,2021-04-12 12:31:16
0.3%,2.8%,0.6%,34.6%,6.0%,0.3%,25.1%,10.9%,19.4%,San Benito,2021-04-11,2021-04-10,2021-04-12 12:31:19
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,San Bernardino,2021-04-11,2021-04-10,2021-04-12 12:31:21
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,San Diego,2021-04-11,2021-04-10,2021-04-12 12:31:24
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,San Francisco,2021-04-11,2021-04-10,2021-04-12 12:31:26
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,San Joaquin,2021-04-11,2021-04-10,2021-04-12 12:31:29
0.2%,1.7%,0.5%,10.2%,13.5%,0.2%,39.7%,10.9%,23.2%,San Luis Obispo,2021-04-11,2021-04-10,2021-04-12 12:31:32
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,San Mateo,2021-04-11,2021-04-10,2021-04-12 12:31:34
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Santa Barbara,2021-04-11,2021-04-10,2021-04-12 12:31:37
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Santa Clara,2021-04-11,2021-04-10,2021-04-12 12:31:39
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Santa Cruz,2021-04-11,2021-04-10,2021-04-12 12:31:42
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Shasta,2021-04-11,2021-04-10,2021-04-12 12:31:44
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Sierra,2021-04-11,2021-04-10,2021-04-12 12:31:47
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Siskiyou,2021-04-11,2021-04-10,2021-04-12 12:31:50
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Solano,2021-04-11,2021-04-10,2021-04-12 12:31:52
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Sonoma,2021-04-11,2021-04-10,2021-04-12 12:31:55
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Stanislaus,2021-04-11,2021-04-10,2021-04-12 12:31:57
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Sutter,2021-04-11,2021-04-10,2021-04-12 12:32:00
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Tehama,2021-04-11,2021-04-10,2021-04-12 12:32:03
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Trinity,2021-04-11,2021-04-10,2021-04-12 12:32:05
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Tulare,2021-04-11,2021-04-10,2021-04-12 12:32:08
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Tuolumne,2021-04-11,2021-04-10,2021-04-12 12:32:10
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Ventura,2021-04-11,2021-04-10,2021-04-12 12:32:13
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Yolo,2021-04-11,2021-04-10,2021-04-12 12:32:15
1.1%,5.6%,2.3%,19.5%,10.7%,0.4%,51.1%,4.6%,4.7%,Yuba,2021-04-11,2021-04-10,2021-04-12 12:32:18
