American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Alameda,2021-04-03,2021-04-02,2021-04-04 10:21:28
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Alpine,2021-04-03,2021-04-02,2021-04-04 10:21:31
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Amador,2021-04-03,2021-04-02,2021-04-04 10:21:33
1.1%,2.3%,0.7%,7.8%,14.8%,0.1%,56.0%,8.1%,9.1%,Butte,2021-04-03,2021-04-02,2021-04-04 10:21:36
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Calaveras,2021-04-03,2021-04-02,2021-04-04 10:21:38
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Colusa,2021-04-03,2021-04-02,2021-04-04 10:21:40
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Contra Costa,2021-04-03,2021-04-02,2021-04-04 10:21:43
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Del Norte,2021-04-03,2021-04-02,2021-04-04 10:21:45
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,El Dorado,2021-04-03,2021-04-02,2021-04-04 10:21:48
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Fresno,2021-04-03,2021-04-02,2021-04-04 10:21:50
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Glenn,2021-04-03,2021-04-02,2021-04-04 10:21:52
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Humboldt,2021-04-03,2021-04-02,2021-04-04 10:21:55
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Imperial,2021-04-03,2021-04-02,2021-04-04 10:21:57
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Inyo,2021-04-03,2021-04-02,2021-04-04 10:21:59
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Kern,2021-04-03,2021-04-02,2021-04-04 10:22:02
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Kings,2021-04-03,2021-04-02,2021-04-04 10:22:04
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Lake,2021-04-03,2021-04-02,2021-04-04 10:22:06
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Lassen,2021-04-03,2021-04-02,2021-04-04 10:22:09
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Los Angeles,2021-04-03,2021-04-02,2021-04-04 10:22:11
0.9%,1.9%,1.4%,32.8%,6.1%,0.1%,32.6%,8.6%,15.6%,Madera,2021-04-03,2021-04-02,2021-04-04 10:22:14
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Marin,2021-04-03,2021-04-02,2021-04-04 10:22:16
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Mariposa,2021-04-03,2021-04-02,2021-04-04 10:22:19
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Mendocino,2021-04-03,2021-04-02,2021-04-04 10:22:21
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Merced,2021-04-03,2021-04-02,2021-04-04 10:22:24
2.3%,1.6%,1.0%,7.7%,4.6%,0.1%,69.7%,2.0%,10.9%,Modoc,2021-04-03,2021-04-01,2021-04-04 10:22:26
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Mono,2021-04-03,2021-04-01,2021-04-04 10:22:29
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Monterey,2021-04-03,2021-04-02,2021-04-04 10:22:31
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Napa,2021-04-03,2021-04-02,2021-04-04 10:22:34
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Nevada,2021-04-03,2021-04-02,2021-04-04 10:22:36
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Orange,2021-04-03,2021-04-02,2021-04-04 10:22:39
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Placer,2021-04-03,2021-04-02,2021-04-04 10:22:41
