American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Alameda,2021-03-30,2021-03-29,2021-03-30 16:36:59
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Alpine,2021-03-30,2021-03-29,2021-03-30 16:37:01
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Amador,2021-03-30,2021-03-29,2021-03-30 16:37:03
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Butte,2021-03-30,2021-03-29,2021-03-30 16:37:06
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Calaveras,2021-03-30,2021-03-29,2021-03-30 16:37:08
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Colusa,2021-03-30,2021-03-29,2021-03-30 16:37:11
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Contra Costa,2021-03-30,2021-03-29,2021-03-30 16:37:14
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Del Norte,2021-03-30,2021-03-29,2021-03-30 16:37:16
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,El Dorado,2021-03-30,2021-03-29,2021-03-30 16:37:18
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Fresno,2021-03-30,2021-03-29,2021-03-30 16:37:20
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Glenn,2021-03-30,2021-03-29,2021-03-30 16:37:23
