American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,25.1%,6.4%,11.6%,12.1%,0.6%,28.1%,9.6%,6.2%,Alameda,2021-04-08,2021-04-07,2021-04-09 02:40:08
1.7%,0.7%,0.3%,0.9%,0.3%,0.000%,18.8%,0.8%,76.6%,Alpine,2021-04-08,2021-04-06,2021-04-09 02:40:10
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Amador,2021-04-08,2021-04-07,2021-04-09 02:40:13
1.1%,2.8%,0.8%,9.5%,17.3%,0.1%,58.0%,6.6%,3.7%,Butte,2021-04-08,2021-04-07,2021-04-09 02:40:16
0.4%,1.3%,0.4%,5.4%,1.9%,0.2%,57.3%,8.4%,24.7%,Calaveras,2021-04-08,2021-04-07,2021-04-09 02:40:18
0.9%,0.7%,0.5%,33.4%,6.8%,0.1%,30.8%,6.0%,20.9%,Colusa,2021-04-08,2021-04-07,2021-04-09 02:40:21
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Contra Costa,2021-04-08,2021-04-07,2021-04-09 02:40:23
6.3%,1.6%,0.5%,6.4%,11.7%,0.1%,59.5%,3.1%,10.7%,Del Norte,2021-04-08,2021-04-07,2021-04-09 02:40:26
0.3%,3.9%,0.6%,6.6%,14.4%,0.3%,61.1%,7.3%,5.5%,El Dorado,2021-04-08,2021-04-07,2021-04-09 02:40:29
0.5%,8.3%,2.3%,36.2%,10.9%,0.2%,28.6%,7.9%,5.1%,Fresno,2021-04-08,2021-04-07,2021-04-09 02:40:31
1.8%,1.5%,0.2%,27.5%,9.8%,0.1%,43.0%,10.8%,5.3%,Glenn,2021-04-08,2021-04-07,2021-04-09 02:40:34
3.0%,1.5%,0.8%,8.1%,14.2%,0.2%,66.0%,2.7%,3.6%,Humboldt,2021-04-08,2021-04-07,2021-04-09 02:40:37
0.2%,0.8%,0.4%,73.2%,2.8%,0.1%,10.1%,7.7%,4.8%,Imperial,2021-04-08,2021-04-07,2021-04-09 02:40:39
1.0%,1.2%,0.2%,10.9%,21.7%,0.1%,55.8%,3.3%,5.8%,Inyo,2021-04-08,2021-04-07,2021-04-09 02:40:42
0.3%,4.4%,2.5%,35.6%,12.5%,0.2%,29.2%,9.3%,6.1%,Kern,2021-04-08,2021-04-07,2021-04-09 02:40:45
0.7%,2.9%,2.2%,45.5%,7.9%,0.2%,27.4%,5.8%,7.4%,Kings,2021-04-08,2021-04-07,2021-04-09 02:40:47
1.8%,1.2%,1.3%,16.8%,15.9%,0.2%,57.7%,2.6%,2.6%,Lake,2021-04-08,2021-04-07,2021-04-09 02:40:50
1.0%,1.6%,0.9%,8.8%,8.0%,0.3%,63.3%,3.2%,12.9%,Lassen,2021-04-08,2021-04-07,2021-04-09 02:40:53
0.2%,13.1%,4.4%,28.9%,17.9%,0.3%,20.1%,11.9%,3.2%,Los Angeles,2021-04-08,2021-04-07,2021-04-09 02:40:55
