American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Alameda,2021-03-19,2021-03-18,2021-03-20 14:22:50
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Alpine,2021-03-19,2021-03-18,2021-03-20 14:22:58
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Amador,2021-03-19,2021-03-18,2021-03-20 14:23:02
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Butte,2021-03-19,2021-03-18,2021-03-20 14:23:06
0.4%,1%,0.4%,4.4%,1.6%,0.1%,51.4%,8.7%,31.9%,Calaveras,2021-03-19,2021-03-18,2021-03-20 14:23:10
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Colusa,2021-03-19,2021-03-18,2021-03-20 14:23:14
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Contra Costa,2021-03-19,2021-03-18,2021-03-20 14:23:17
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Del Norte,2021-03-19,2021-03-17,2021-03-20 14:23:21
0.3%,2.7%,0.5%,4.9%,14.6%,0.3%,51.8%,8.1%,16.8%,El Dorado,2021-03-19,2021-03-18,2021-03-20 14:23:24
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Fresno,2021-03-19,2021-03-18,2021-03-20 14:23:28
2.4%,1.1%,0.2%,20%,9.1%,0.1%,46.6%,10.2%,10.3%,Glenn,2021-03-19,2021-03-18,2021-03-20 14:23:31
3.5%,1.3%,0.6%,5.7%,14.8%,0.2%,64.3%,3%,6.4%,Humboldt,2021-03-19,2021-03-18,2021-03-20 14:23:35
0.1%,0.8%,0.5%,69.6%,2.6%,0.1%,10.2%,5.8%,10.4%,Imperial,2021-03-19,2021-03-18,2021-03-20 14:23:39
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Inyo,2021-03-19,2021-03-18,2021-03-20 14:23:42
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Kern,2021-03-19,2021-03-18,2021-03-20 14:23:46
0.8%,2.7%,1.9%,41.3%,7.5%,0.2%,27.5%,5.8%,12.2%,Kings,2021-03-19,2021-03-18,2021-03-20 14:23:50
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Lake,2021-03-19,2021-03-18,2021-03-20 14:23:53
1%,1.3%,0.7%,6.2%,8.1%,0.2%,61.1%,3.7%,17.6%,Lassen,2021-03-19,2021-03-18,2021-03-20 14:23:57
0.2%,12.6%,4.3%,24.2%,19%,0.4%,19.7%,13.8%,5.9%,Los Angeles,2021-03-19,2021-03-18,2021-03-20 14:24:00
1%,1.8%,1.4%,32.8%,7.3%,0.2%,35.7%,7.7%,12%,Madera,2021-03-19,2021-03-18,2021-03-20 14:24:03
0.1%,4%,1%,7.9%,12.5%,0.2%,52.8%,6.5%,15.1%,Marin,2021-03-19,2021-03-18,2021-03-20 14:24:08
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mariposa,2021-03-19,2021-03-18,2021-03-20 14:24:11
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mendocino,2021-03-19,2021-03-18,2021-03-20 14:24:14
0.3%,5.6%,1.6%,32.4%,0.6%,0.3%,26.8%,8.4%,24.2%,Merced,2021-03-19,2021-03-18,2021-03-20 14:24:18
2.4%,1.5%,0.9%,7.2%,4.8%,0.1%,72.6%,1.7%,8.8%,Modoc,2021-03-19,2021-03-18,2021-03-20 14:24:21
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mono,2021-03-19,2021-03-18,2021-03-20 14:24:25
