American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Alameda,2021-03-30,2021-03-29,2021-03-31 04:26:19
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Alpine,2021-03-30,2021-03-25,2021-03-31 04:26:21
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Amador,2021-03-30,2021-03-29,2021-03-31 04:26:24
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Butte,2021-03-30,2021-03-29,2021-03-31 04:26:27
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Calaveras,2021-03-30,2021-03-29,2021-03-31 04:26:29
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Colusa,2021-03-30,2021-03-29,2021-03-31 04:26:32
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Contra Costa,2021-03-30,2021-03-29,2021-03-31 04:26:34
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Del Norte,2021-03-30,2021-03-29,2021-03-31 04:26:38
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,El Dorado,2021-03-30,2021-03-29,2021-03-31 04:26:41
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Fresno,2021-03-30,2021-03-29,2021-03-31 04:26:44
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Glenn,2021-03-30,2021-03-29,2021-03-31 04:26:46
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Humboldt,2021-03-30,2021-03-29,2021-03-31 04:26:49
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Imperial,2021-03-30,2021-03-29,2021-03-31 04:26:51
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Inyo,2021-03-30,2021-03-29,2021-03-31 04:26:54
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Kern,2021-03-30,2021-03-29,2021-03-31 04:26:56
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Kings,2021-03-30,2021-03-29,2021-03-31 04:26:59
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Lake,2021-03-30,2021-03-29,2021-03-31 04:27:02
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Lassen,2021-03-30,2021-03-29,2021-03-31 04:27:04
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Los Angeles,2021-03-30,2021-03-29,2021-03-31 04:27:07
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Madera,2021-03-30,2021-03-29,2021-03-31 04:27:09
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Marin,2021-03-30,2021-03-29,2021-03-31 04:27:11
1.8%,0.8%,0.3%,7.4%,2.3%,0.1%,61.9%,5.2%,20.1%,Mariposa,2021-03-30,2021-03-29,2021-03-31 04:27:14
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Mendocino,2021-03-30,2021-03-29,2021-03-31 04:27:17
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Merced,2021-03-30,2021-03-29,2021-03-31 04:27:19
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Modoc,2021-03-30,2021-03-26,2021-03-31 04:27:22
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Mono,2021-03-30,2021-03-27,2021-03-31 04:27:24
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Monterey,2021-03-30,2021-03-29,2021-03-31 04:27:27
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Napa,2021-03-30,2021-03-29,2021-03-31 04:27:29
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Nevada,2021-03-30,2021-03-29,2021-03-31 04:27:32
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Orange,2021-03-30,2021-03-29,2021-03-31 04:27:35
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Placer,2021-03-30,2021-03-29,2021-03-31 04:27:38
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Plumas,2021-03-30,2021-03-29,2021-03-31 04:27:40
0.3%,5.7%,3.7%,24.2%,12.7%,0.3%,31.9%,12.7%,8.6%,Riverside,2021-03-30,2021-03-29,2021-03-31 04:27:43
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Sacramento,2021-03-30,2021-03-29,2021-03-31 04:27:45
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,San Benito,2021-03-30,2021-03-29,2021-03-31 04:27:48
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,San Bernardino,2021-03-30,2021-03-29,2021-03-31 04:27:50
0.4%,11.8%,2.4%,20.5%,0.5%,0.6%,45.9%,9.3%,8.5%,San Diego,2021-03-30,2021-03-29,2021-03-31 04:27:53
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,San Francisco,2021-03-30,2021-03-29,2021-03-31 04:27:56
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,San Joaquin,2021-03-30,2021-03-29,2021-03-31 04:27:58
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,San Luis Obispo,2021-03-30,2021-03-29,2021-03-31 04:28:01
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,San Mateo,2021-03-30,2021-03-29,2021-03-31 04:28:04
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Santa Barbara,2021-03-30,2021-03-29,2021-03-31 04:28:06
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Santa Clara,2021-03-30,2021-03-29,2021-03-31 04:28:09
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Santa Cruz,2021-03-30,2021-03-29,2021-03-31 04:28:11
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Shasta,2021-03-30,2021-03-29,2021-03-31 04:28:14
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Sierra,2021-03-30,2021-03-29,2021-03-31 04:28:17
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Siskiyou,2021-03-30,2021-03-29,2021-03-31 04:28:19
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Solano,2021-03-30,2021-03-29,2021-03-31 04:28:21
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Sonoma,2021-03-30,2021-03-29,2021-03-31 04:28:24
0.4%,5.2%,1.7%,25.7%,0.6%,0.7%,36.1%,9.5%,20.2%,Stanislaus,2021-03-30,2021-03-29,2021-03-31 04:28:27
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Sutter,2021-03-30,2021-03-29,2021-03-31 04:28:29
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Tehama,2021-03-30,2021-03-29,2021-03-31 04:28:32
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Trinity,2021-03-30,2021-03-29,2021-03-31 04:28:35
