Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
55.2%,44.5%,0.3%,Alameda,2021-04-09,2021-04-08,2021-04-10 00:59:38
46.9%,52.8%,0.3%,Alpine,2021-04-09,2021-04-08,2021-04-10 00:59:40
55.4%,44.5%,0.2%,Amador,2021-04-09,2021-04-08,2021-04-10 00:59:43
55.5%,44.4%,0.1%,Butte,2021-04-09,2021-04-08,2021-04-10 00:59:45
54.1%,45.2%,0.7%,Calaveras,2021-04-09,2021-04-08,2021-04-10 00:59:48
50.4%,49.0%,0.6%,Colusa,2021-04-09,2021-04-08,2021-04-10 00:59:51
54.7%,44.9%,0.4%,Contra Costa,2021-04-09,2021-04-08,2021-04-10 00:59:53
53.8%,46.1%,0.1%,Del Norte,2021-04-09,2021-04-08,2021-04-10 00:59:56
54.8%,45.1%,0.1%,El Dorado,2021-04-09,2021-04-08,2021-04-10 00:59:59
55.0%,44.9%,0.1%,Fresno,2021-04-09,2021-04-08,2021-04-10 01:00:02
54.3%,45.6%,0.05%,Glenn,2021-04-09,2021-04-08,2021-04-10 01:00:04
56.0%,43.9%,0.2%,Humboldt,2021-04-09,2021-04-08,2021-04-10 01:00:07
53.0%,46.9%,0.04%,Imperial,2021-04-09,2021-04-08,2021-04-10 01:00:09
52.1%,47.8%,0.1%,Inyo,2021-04-09,2021-04-08,2021-04-10 01:00:12
54.4%,45.0%,0.6%,Kern,2021-04-09,2021-04-08,2021-04-10 01:00:14
54.1%,45.5%,0.4%,Kings,2021-04-09,2021-04-08,2021-04-10 01:00:17
53.8%,46.1%,0.1%,Lake,2021-04-09,2021-04-08,2021-04-10 01:00:20
52.2%,47.6%,0.2%,Lassen,2021-04-09,2021-04-08,2021-04-10 01:00:22
54.8%,45.0%,0.2%,Los Angeles,2021-04-09,2021-04-08,2021-04-10 01:00:25
54.4%,45.5%,0.1%,Madera,2021-04-09,2021-04-08,2021-04-10 01:00:28
55.3%,44.6%,0.1%,Marin,2021-04-09,2021-04-08,2021-04-10 01:00:30
53.6%,46.1%,0.3%,Mariposa,2021-04-09,2021-04-08,2021-04-10 01:00:33
53.6%,46.0%,0.4%,Mendocino,2021-04-09,2021-04-08,2021-04-10 01:00:35
54.7%,44.9%,0.4%,Merced,2021-04-09,2021-04-08,2021-04-10 01:00:38
52.7%,47.3%,0.000%,Modoc,2021-04-09,2021-04-08,2021-04-10 01:00:41
47.8%,52.2%,0.01%,Mono,2021-04-09,2021-04-08,2021-04-10 01:00:43
53.4%,45.0%,1.6%,Monterey,2021-04-09,2021-04-08,2021-04-10 01:00:46
53.1%,46.9%,0.1%,Napa,2021-04-09,2021-04-08,2021-04-10 01:00:48
55.4%,44.5%,0.1%,Nevada,2021-04-09,2021-04-08,2021-04-10 01:00:51
54.4%,44.4%,1.2%,Orange,2021-04-09,2021-04-08,2021-04-10 01:00:53
56.3%,43.7%,0.1%,Placer,2021-04-09,2021-04-08,2021-04-10 01:00:56
53.9%,46.1%,0.1%,Plumas,2021-04-09,2021-04-08,2021-04-10 01:00:58
54.5%,45.4%,0.1%,Riverside,2021-04-09,2021-04-08,2021-04-10 01:01:01
56.4%,43.4%,0.2%,Sacramento,2021-04-09,2021-04-08,2021-04-10 01:01:04
54.7%,44.9%,0.4%,San Benito,2021-04-09,2021-04-08,2021-04-10 01:01:06
55.8%,44.0%,0.2%,San Bernardino,2021-04-09,2021-04-08,2021-04-10 01:01:09
56.0%,43.2%,0.8%,San Diego,2021-04-09,2021-04-08,2021-04-10 01:01:12
51.7%,48.0%,0.3%,San Francisco,2021-04-09,2021-04-08,2021-04-10 01:01:14
54.7%,44.9%,0.4%,San Joaquin,2021-04-09,2021-04-08,2021-04-10 01:01:17
55.5%,44.3%,0.2%,San Luis Obispo,2021-04-09,2021-04-08,2021-04-10 01:01:20
55.2%,44.7%,0.1%,San Mateo,2021-04-09,2021-04-08,2021-04-10 01:01:22
54.8%,45.1%,0.1%,Santa Barbara,2021-04-09,2021-04-08,2021-04-10 01:01:25
54.6%,45.3%,0.1%,Santa Clara,2021-04-09,2021-04-08,2021-04-10 01:01:28
55.4%,44.2%,0.4%,Santa Cruz,2021-04-09,2021-04-08,2021-04-10 01:01:30
54.7%,44.9%,0.4%,Shasta,2021-04-09,2021-04-08,2021-04-10 01:01:33
52.3%,47.6%,0.1%,Sierra,2021-04-09,2021-04-08,2021-04-10 01:01:36
54.4%,45.6%,0.1%,Siskiyou,2021-04-09,2021-04-08,2021-04-10 01:01:38
56.0%,43.5%,0.5%,Solano,2021-04-09,2021-04-08,2021-04-10 01:01:41
54.7%,44.9%,0.4%,Sonoma,2021-04-09,2021-04-08,2021-04-10 01:01:44
55.5%,44.0%,0.5%,Stanislaus,2021-04-09,2021-04-08,2021-04-10 01:01:47
55.1%,44.8%,0.2%,Sutter,2021-04-09,2021-04-08,2021-04-10 01:01:49
55.2%,44.7%,0.1%,Tehama,2021-04-09,2021-04-08,2021-04-10 01:01:52
50.2%,49.7%,0.1%,Trinity,2021-04-09,2021-04-08,2021-04-10 01:01:54
54.3%,45.6%,0.1%,Tulare,2021-04-09,2021-04-08,2021-04-10 01:01:57
54.4%,45.4%,0.1%,Tuolumne,2021-04-09,2021-04-08,2021-04-10 01:01:59
54.9%,45.1%,0.05%,Ventura,2021-04-09,2021-04-08,2021-04-10 01:02:02
55.3%,43.0%,1.8%,Yolo,2021-04-09,2021-04-08,2021-04-10 01:02:04
56.2%,43.7%,0.2%,Yuba,2021-04-09,2021-04-08,2021-04-10 01:02:07
