American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Alameda,2021-04-11,2021-04-10,2021-04-12 06:25:31
1.8%,0.6%,0.3%,1.0%,0.3%,0.000%,18.5%,0.8%,76.9%,Alpine,2021-04-11,2021-04-09,2021-04-12 06:25:33
0.8%,1.6%,0.5%,7.7%,3.9%,0.3%,70.7%,8.6%,5.8%,Amador,2021-04-11,2021-04-10,2021-04-12 06:25:36
1.1%,2.8%,0.8%,9.6%,16.9%,0.1%,57.8%,6.7%,4.1%,Butte,2021-04-11,2021-04-10,2021-04-12 06:25:39
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Calaveras,2021-04-11,2021-04-10,2021-04-12 06:25:42
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Colusa,2021-04-11,2021-04-10,2021-04-12 06:25:44
0.2%,12.6%,5.0%,14.9%,11.8%,0.6%,37.8%,8.5%,8.5%,Contra Costa,2021-04-11,2021-04-10,2021-04-12 06:25:47
6.3%,1.7%,0.5%,6.6%,11.0%,0.1%,58.9%,3.1%,11.8%,Del Norte,2021-04-11,2021-04-10,2021-04-12 06:25:49
0.3%,3.8%,0.6%,6.6%,13.9%,0.3%,60.4%,7.2%,6.8%,El Dorado,2021-04-11,2021-04-10,2021-04-12 06:25:52
0.5%,8.2%,2.3%,36.1%,10.6%,0.2%,28.5%,7.9%,5.8%,Fresno,2021-04-11,2021-04-10,2021-04-12 06:25:54
1.8%,1.5%,0.2%,27.4%,9.5%,0.1%,42.6%,10.8%,6.1%,Glenn,2021-04-11,2021-04-09,2021-04-12 06:25:57
3.0%,1.6%,0.8%,8.0%,13.8%,0.2%,65.8%,2.7%,4.1%,Humboldt,2021-04-11,2021-04-10,2021-04-12 06:26:00
0.2%,0.8%,0.4%,71.8%,2.7%,0.1%,10.0%,7.7%,6.4%,Imperial,2021-04-11,2021-04-10,2021-04-12 06:26:03
0.9%,1.2%,0.2%,11.0%,21.2%,0.1%,55.7%,3.4%,6.2%,Inyo,2021-04-11,2021-04-10,2021-04-12 06:26:05
