American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,21%,5.7%,10.4%,10.8%,0.5%,26%,8.8%,16.6%,Alameda,2021-03-22,2021-03-21,2021-03-23 04:21:38
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Alpine,2021-03-22,2021-03-19,2021-03-23 04:21:41
0.9%,1.4%,0.3%,7%,4.4%,0.3%,66.5%,9.2%,10%,Amador,2021-03-22,2021-03-21,2021-03-23 04:21:44
1.1%,2.1%,0.7%,7.4%,16.8%,0.1%,56.8%,8%,7%,Butte,2021-03-22,2021-03-21,2021-03-23 04:21:48
0.4%,1%,0.4%,4.6%,1.6%,0.1%,51.6%,8.7%,31.5%,Calaveras,2021-03-22,2021-03-21,2021-03-23 04:21:51
1.1%,0.7%,0.4%,27%,5.7%,0.1%,33.4%,5.4%,26.1%,Colusa,2021-03-22,2021-03-20,2021-03-23 04:21:54
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Contra Costa,2021-03-22,2021-03-21,2021-03-23 04:21:58
7.3%,1.7%,0.5%,5.1%,8%,0.1%,61.2%,2.5%,13.4%,Del Norte,2021-03-22,2021-03-21,2021-03-23 04:22:01
0.3%,2.8%,0.5%,4.9%,13.8%,0.3%,50.8%,8%,18.6%,El Dorado,2021-03-22,2021-03-21,2021-03-23 04:22:04
0.5%,7%,2.1%,31.6%,9.8%,0.2%,28.9%,7.7%,12.2%,Fresno,2021-03-22,2021-03-21,2021-03-23 04:22:08
2.3%,1.1%,0.2%,20.3%,8.9%,0.1%,45.8%,10.3%,11.2%,Glenn,2021-03-22,2021-03-20,2021-03-23 04:22:11
3.4%,1.3%,0.6%,5.9%,14.3%,0.2%,64.1%,3.1%,7%,Humboldt,2021-03-22,2021-03-21,2021-03-23 04:22:14
0.1%,0.7%,0.4%,68%,2.4%,0.1%,9.7%,6%,12.6%,Imperial,2021-03-22,2021-03-21,2021-03-23 04:22:17
1.1%,0.9%,0.2%,8.9%,22.1%,0.2%,54%,5.1%,7.6%,Inyo,2021-03-22,2021-03-20,2021-03-23 04:22:21
0.4%,4.1%,2.3%,30.6%,11.9%,0.2%,29.6%,11.2%,9.8%,Kern,2021-03-22,2021-03-21,2021-03-23 04:22:24
0.8%,2.7%,2%,41%,7%,0.2%,27.6%,6%,12.8%,Kings,2021-03-22,2021-03-21,2021-03-23 04:22:27
1.7%,1%,1.1%,16.1%,15.3%,0.1%,55.9%,3.2%,5.5%,Lake,2021-03-22,2021-03-21,2021-03-23 04:22:31
1.1%,1.3%,0.7%,6.1%,7.9%,0.3%,60.9%,3.8%,17.9%,Lassen,2021-03-22,2021-03-21,2021-03-23 04:22:34
0.2%,12.5%,4.4%,24.5%,17.8%,0.4%,19.6%,14.1%,6.6%,Los Angeles,2021-03-22,2021-03-21,2021-03-23 04:22:37
0.9%,1.8%,1.4%,33.1%,7%,0.2%,34.7%,7.8%,13.2%,Madera,2021-03-22,2021-03-21,2021-03-23 04:22:41
0.1%,4%,1%,8.7%,11.9%,0.2%,51.1%,6.4%,16.7%,Marin,2021-03-22,2021-03-21,2021-03-23 04:22:44
1.9%,0.9%,0.3%,7.2%,2.5%,0.1%,61.9%,5.3%,19.7%,Mariposa,2021-03-22,2021-03-21,2021-03-23 04:22:47
0.8%,1.3%,0.3%,16.6%,13.9%,0.2%,50.1%,5.4%,11.4%,Mendocino,2021-03-22,2021-03-21,2021-03-23 04:22:51
0.3%,5.6%,1.6%,32.6%,0.5%,0.3%,26.3%,8.4%,24.5%,Merced,2021-03-22,2021-03-21,2021-03-23 04:22:54
2.3%,1.5%,0.9%,7.1%,4.8%,0.1%,72.6%,1.7%,8.8%,Modoc,2021-03-22,2021-03-20,2021-03-23 04:22:57
0.4%,1.3%,0.3%,21.4%,10.4%,0.1%,58.2%,1.6%,6.3%,Mono,2021-03-22,2021-03-21,2021-03-23 04:23:00
