0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.0%,22.5%,36.1%,Alameda,2021-03-26,2021-03-25,2021-03-26 16:36:54
0.4%,36.9%,23.1%,39.6%,Alpine,2021-03-26,2021-03-25,2021-03-26 16:36:56
0.1%,17.8%,21.5%,60.6%,Amador,2021-03-26,2021-03-25,2021-03-26 16:36:59
0.4%,36.9%,23.1%,39.6%,Butte,2021-03-26,2021-03-25,2021-03-26 16:37:01
0.4%,36.9%,23.1%,39.6%,Calaveras,2021-03-26,2021-03-25,2021-03-26 16:37:05
0.4%,36.9%,23.1%,39.6%,Colusa,2021-03-26,2021-03-25,2021-03-26 16:37:07
0.5%,33.6%,25.1%,40.8%,Contra Costa,2021-03-26,2021-03-25,2021-03-26 16:37:10
0.1%,24.0%,24.6%,51.3%,Del Norte,2021-03-26,2021-03-25,2021-03-26 16:37:12
0.4%,36.9%,23.1%,39.6%,El Dorado,2021-03-26,2021-03-25,2021-03-26 16:37:15
0.4%,39.7%,24.8%,35.1%,Fresno,2021-03-26,2021-03-25,2021-03-26 16:37:17
0.2%,28.8%,23.5%,47.6%,Glenn,2021-03-26,2021-03-25,2021-03-26 16:37:20
0.1%,32.9%,19.2%,47.8%,Humboldt,2021-03-26,2021-03-25,2021-03-26 16:37:23
0.2%,38.2%,22.5%,39.2%,Imperial,2021-03-26,2021-03-25,2021-03-26 16:37:25
0.3%,26.8%,20.6%,52.3%,Inyo,2021-03-26,2021-03-25,2021-03-26 16:37:28
0.4%,38.2%,24.5%,37.0%,Kern,2021-03-26,2021-03-25,2021-03-26 16:37:30
0.3%,41.8%,27.4%,30.4%,Kings,2021-03-26,2021-03-25,2021-03-26 16:37:32
0.4%,36.9%,23.1%,39.6%,Lake,2021-03-26,2021-03-25,2021-03-26 16:37:35
0.4%,36.9%,23.1%,39.6%,Lassen,2021-03-26,2021-03-25,2021-03-26 16:37:37
