0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.6%,39.1%,25.7%,34.6%,Merced,2021-04-05,2021-04-04,2021-04-05 20:22:47
0.1%,19.8%,26.2%,53.9%,Modoc,2021-04-05,2021-04-01,2021-04-05 20:22:49
1.5%,45.5%,28.8%,24.2%,Mono,2021-04-05,2021-04-03,2021-04-05 20:22:51
0.4%,41.8%,25.1%,32.7%,Monterey,2021-04-05,2021-04-04,2021-04-05 20:22:54
0.4%,37.2%,24.5%,37.8%,Napa,2021-04-05,2021-04-04,2021-04-05 20:22:56
0.6%,39.1%,25.7%,34.6%,Nevada,2021-04-05,2021-04-04,2021-04-05 20:22:58
0.6%,39.1%,25.7%,34.6%,Orange,2021-04-05,2021-04-04,2021-04-05 20:23:00
0.6%,29.0%,24.2%,46.3%,Placer,2021-04-05,2021-04-04,2021-04-05 20:23:03
0.1%,20.4%,22.0%,57.4%,Plumas,2021-04-05,2021-04-04,2021-04-05 20:23:05
0.5%,33.2%,26.3%,40.0%,Riverside,2021-04-05,2021-04-04,2021-04-05 20:23:07
0.6%,37.9%,25.6%,36.0%,Sacramento,2021-04-05,2021-04-04,2021-04-05 20:23:10
0.3%,39.8%,26.5%,33.3%,San Benito,2021-04-05,2021-04-04,2021-04-05 20:23:12
0.6%,38.2%,27.2%,34.0%,San Bernardino,2021-04-05,2021-04-04,2021-04-05 20:23:14
0.5%,38.0%,23.5%,38.0%,San Diego,2021-04-05,2021-04-04,2021-04-05 20:23:17
0.6%,39.1%,25.7%,34.6%,San Francisco,2021-04-05,2021-04-04,2021-04-05 20:23:19
0.6%,37.5%,26.8%,35.1%,San Joaquin,2021-04-05,2021-04-04,2021-04-05 20:23:21
0.4%,29.1%,22.4%,48.1%,San Luis Obispo,2021-04-05,2021-04-04,2021-04-05 20:23:24
0.6%,39.1%,25.7%,34.6%,San Mateo,2021-04-05,2021-04-04,2021-04-05 20:23:26
0.6%,39.1%,25.7%,34.6%,Santa Barbara,2021-04-05,2021-04-04,2021-04-05 20:23:28
0.6%,39.1%,25.7%,34.6%,Santa Clara,2021-04-05,2021-04-04,2021-04-05 20:23:30
0.5%,36.8%,24.8%,38.0%,Santa Cruz,2021-04-05,2021-04-04,2021-04-05 20:23:33
0.3%,24.0%,24.1%,51.6%,Shasta,2021-04-05,2021-04-04,2021-04-05 20:23:35
0.0%,21.3%,27.9%,50.8%,Sierra,2021-04-05,2021-04-02,2021-04-05 20:23:37
0.4%,22.2%,23.5%,53.9%,Siskiyou,2021-04-05,2021-04-04,2021-04-05 20:23:39
0.4%,34.8%,27.3%,37.5%,Solano,2021-04-05,2021-04-04,2021-04-05 20:23:42
0.6%,39.1%,25.7%,34.6%,Sonoma,2021-04-05,2021-04-04,2021-04-05 20:23:44
0.6%,39.1%,25.7%,34.6%,Stanislaus,2021-04-05,2021-04-04,2021-04-05 20:23:46
0.2%,33.1%,26.9%,39.8%,Sutter,2021-04-05,2021-04-04,2021-04-05 20:23:49
0.3%,25.0%,26.7%,48.1%,Tehama,2021-04-05,2021-04-03,2021-04-05 20:23:51
0.1%,20.4%,24.1%,55.5%,Trinity,2021-04-05,2021-04-03,2021-04-05 20:23:53
0.7%,42.3%,26.5%,30.4%,Tulare,2021-04-05,2021-04-04,2021-04-05 20:23:55
0.1%,19.8%,25.8%,54.3%,Tuolumne,2021-04-05,2021-04-04,2021-04-05 20:23:58
0.6%,36.2%,26.2%,37.0%,Ventura,2021-04-05,2021-04-04,2021-04-05 20:24:00
0.6%,44.3%,23.7%,31.3%,Yolo,2021-04-05,2021-04-04,2021-04-05 20:24:02
0.6%,39.1%,25.7%,34.6%,Yuba,2021-04-05,2021-04-04,2021-04-05 20:24:04
