0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.7%,23.0%,34.9%,Alameda,2021-03-29,2021-03-28,2021-03-30 10:22:03
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-29,2021-03-25,2021-03-30 10:22:05
0.1%,17.8%,23.5%,58.6%,Amador,2021-03-29,2021-03-28,2021-03-30 10:22:08
0.2%,31.5%,23.9%,44.4%,Butte,2021-03-29,2021-03-28,2021-03-30 10:22:11
0.3%,15.7%,22.0%,62.0%,Calaveras,2021-03-29,2021-03-28,2021-03-30 10:22:13
0.1%,35.2%,24.2%,40.5%,Colusa,2021-03-29,2021-03-28,2021-03-30 10:22:16
0.5%,33.9%,26.3%,39.2%,Contra Costa,2021-03-29,2021-03-28,2021-03-30 10:22:18
0.1%,24.2%,25.2%,50.5%,Del Norte,2021-03-29,2021-03-28,2021-03-30 10:22:21
0.4%,24.2%,25.0%,50.4%,El Dorado,2021-03-29,2021-03-28,2021-03-30 10:22:24
0.4%,40.3%,25.2%,34.1%,Fresno,2021-03-29,2021-03-28,2021-03-30 10:22:26
0.2%,30.3%,24.9%,44.5%,Glenn,2021-03-29,2021-03-28,2021-03-30 10:22:29
0.1%,33.8%,19.8%,46.4%,Humboldt,2021-03-29,2021-03-28,2021-03-30 10:22:31
0.2%,39.0%,23.3%,37.6%,Imperial,2021-03-29,2021-03-28,2021-03-30 10:22:34
0.3%,27.6%,21.6%,50.5%,Inyo,2021-03-29,2021-03-28,2021-03-30 10:22:36
0.6%,39.2%,25.0%,35.2%,Kern,2021-03-29,2021-03-28,2021-03-30 10:22:39
0.4%,42.3%,27.7%,29.7%,Kings,2021-03-29,2021-03-28,2021-03-30 10:22:41
0.2%,24.1%,23.8%,51.8%,Lake,2021-03-29,2021-03-28,2021-03-30 10:22:44
0.1%,22.8%,25.3%,51.8%,Lassen,2021-03-29,2021-03-28,2021-03-30 10:22:46
0.4%,41.2%,24.1%,34.3%,Los Angeles,2021-03-29,2021-03-28,2021-03-30 10:22:49
0.3%,34.1%,25.2%,40.5%,Madera,2021-03-29,2021-03-28,2021-03-30 10:22:51
0.9%,30.7%,25.2%,43.1%,Marin,2021-03-29,2021-03-28,2021-03-30 10:22:54
0.1%,18.3%,22.9%,58.6%,Mariposa,2021-03-29,2021-03-27,2021-03-30 10:22:57
0.6%,33.4%,24.3%,41.6%,Mendocino,2021-03-29,2021-03-28,2021-03-30 10:22:59
0.5%,38.7%,25.5%,35.4%,Merced,2021-03-29,2021-03-28,2021-03-30 10:23:02
0.1%,19.1%,25.4%,55.4%,Modoc,2021-03-29,2021-03-26,2021-03-30 10:23:05
1.4%,45.3%,28.4%,24.8%,Mono,2021-03-29,2021-03-27,2021-03-30 10:23:07
