American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Alameda,2021-03-22,2021-03-21,2021-03-22 16:28:47
1.9%,0.6%,0%,0.3%,0.3%,0%,17.5%,1.1%,78.2%,Alpine,2021-03-22,2021-03-19,2021-03-22 16:28:51
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Amador,2021-03-22,2021-03-21,2021-03-22 16:28:54
1.1%,2.1%,0.7%,7.4%,16.8%,0.1%,56.8%,8%,7%,Butte,2021-03-22,2021-03-21,2021-03-22 16:28:57
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Calaveras,2021-03-22,2021-03-21,2021-03-22 16:29:09
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Colusa,2021-03-22,2021-03-20,2021-03-22 16:29:13
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Contra Costa,2021-03-22,2021-03-21,2021-03-22 16:29:16
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Del Norte,2021-03-22,2021-03-21,2021-03-22 16:29:20
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,El Dorado,2021-03-22,2021-03-21,2021-03-22 16:29:24
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Fresno,2021-03-22,2021-03-21,2021-03-22 16:29:27
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Glenn,2021-03-22,2021-03-21,2021-03-22 16:29:31
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Humboldt,2021-03-22,2021-03-21,2021-03-22 16:29:34
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Imperial,2021-03-22,2021-03-21,2021-03-22 16:29:38
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Inyo,2021-03-22,2021-03-20,2021-03-22 16:29:41
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Kern,2021-03-22,2021-03-21,2021-03-22 16:29:45
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Kings,2021-03-22,2021-03-21,2021-03-22 16:29:48
1.7%,1%,1.1%,16.1%,15.3%,0.1%,55.9%,3.2%,5.5%,Lake,2021-03-22,2021-03-21,2021-03-22 16:29:52
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Lassen,2021-03-22,2021-03-21,2021-03-22 16:29:56
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Los Angeles,2021-03-22,2021-03-21,2021-03-22 16:29:59
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Madera,2021-03-22,2021-03-21,2021-03-22 16:30:03
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Marin,2021-03-22,2021-03-21,2021-03-22 16:30:06
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Mariposa,2021-03-22,2021-03-21,2021-03-22 16:30:10
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Mendocino,2021-03-22,2021-03-21,2021-03-22 16:30:13
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Merced,2021-03-22,2021-03-21,2021-03-22 16:30:17
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Modoc,2021-03-22,2021-03-20,2021-03-22 16:30:20
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Mono,2021-03-22,2021-03-21,2021-03-22 16:30:24
0.2%,4.4%,1.1%,34.9%,11.3%,0.5%,28%,7%,12.6%,Monterey,2021-03-22,2021-03-21,2021-03-22 16:30:27
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Napa,2021-03-22,2021-03-21,2021-03-22 16:30:31
0.7%,0.6%,0.2%,5%,17.3%,0.1%,62.4%,6%,7.7%,Nevada,2021-03-22,2021-03-21,2021-03-22 16:30:34
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Orange,2021-03-22,2021-03-21,2021-03-22 16:30:37
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Placer,2021-03-22,2021-03-21,2021-03-22 16:30:41
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Plumas,2021-03-22,2021-03-20,2021-03-22 16:30:44
