American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Alameda,2021-03-24,2021-03-23,2021-03-24 16:47:45
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Alpine,2021-03-24,2021-03-23,2021-03-24 16:47:49
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Amador,2021-03-24,2021-03-23,2021-03-24 16:47:52
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Butte,2021-03-24,2021-03-23,2021-03-24 16:47:57
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Calaveras,2021-03-24,2021-03-23,2021-03-24 16:48:00
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Colusa,2021-03-24,2021-03-23,2021-03-24 16:48:04
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Contra Costa,2021-03-24,2021-03-23,2021-03-24 16:48:07
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Del Norte,2021-03-24,2021-03-23,2021-03-24 16:48:11
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,El Dorado,2021-03-24,2021-03-23,2021-03-24 16:48:14
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Fresno,2021-03-24,2021-03-23,2021-03-24 16:48:18
2.2%,1.1%,0.2%,20.6%,8.6%,0.1%,45%,10.2%,11.9%,Glenn,2021-03-24,2021-03-23,2021-03-24 16:48:21
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Humboldt,2021-03-24,2021-03-23,2021-03-24 16:48:25
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Imperial,2021-03-24,2021-03-23,2021-03-24 16:48:29
0.3%,11.9%,3%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Inyo,2021-03-24,2021-03-23,2021-03-24 16:48:32
0.3%,4.1%,2.3%,30.9%,11.6%,0.2%,29.3%,11.2%,10%,Kern,2021-03-24,2021-03-23,2021-03-24 16:48:36
