American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Alameda,2021-03-19,2021-03-18,2021-03-19 20:18:57
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Alpine,2021-03-19,2021-03-18,2021-03-19 20:18:59
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Amador,2021-03-19,2021-03-18,2021-03-19 20:19:03
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Butte,2021-03-19,2021-03-18,2021-03-19 20:19:07
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Calaveras,2021-03-19,2021-03-18,2021-03-19 20:19:10
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Colusa,2021-03-19,2021-03-18,2021-03-19 20:19:13
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Contra Costa,2021-03-19,2021-03-18,2021-03-19 20:19:23
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Del Norte,2021-03-19,2021-03-17,2021-03-19 20:19:26
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,El Dorado,2021-03-19,2021-03-18,2021-03-19 20:19:29
0.5%,7.1%,2.1%,31.5%,10.3%,0.2%,29.3%,7.7%,11.3%,Fresno,2021-03-19,2021-03-18,2021-03-19 20:19:33
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Glenn,2021-03-19,2021-03-18,2021-03-19 20:19:36
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Humboldt,2021-03-19,2021-03-18,2021-03-19 20:19:39
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Imperial,2021-03-19,2021-03-18,2021-03-19 20:19:43
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Inyo,2021-03-19,2021-03-18,2021-03-19 20:19:46
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Kern,2021-03-19,2021-03-18,2021-03-19 20:19:49
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Kings,2021-03-19,2021-03-18,2021-03-19 20:19:53
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Lake,2021-03-19,2021-03-18,2021-03-19 20:19:56
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Lassen,2021-03-19,2021-03-18,2021-03-19 20:19:59
0.2%,12.6%,4.3%,24.2%,19%,0.4%,19.7%,13.8%,5.9%,Los Angeles,2021-03-19,2021-03-18,2021-03-19 20:20:03
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Madera,2021-03-19,2021-03-18,2021-03-19 20:20:06
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Marin,2021-03-19,2021-03-18,2021-03-19 20:20:09
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mariposa,2021-03-19,2021-03-18,2021-03-19 20:20:13
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mendocino,2021-03-19,2021-03-18,2021-03-19 20:20:16
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Merced,2021-03-19,2021-03-18,2021-03-19 20:20:20
2.4%,1.5%,0.9%,7.2%,4.8%,0.1%,72.6%,1.7%,8.8%,Modoc,2021-03-19,2021-03-18,2021-03-19 20:20:23
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mono,2021-03-19,2021-03-18,2021-03-19 20:20:26
