0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.3%,22.7%,35.6%,Alameda,2021-03-27,2021-03-26,2021-03-27 18:32:52
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-27,2021-03-25,2021-03-27 18:32:55
0.1%,17.9%,21.6%,60.4%,Amador,2021-03-27,2021-03-26,2021-03-27 18:32:57
0.2%,31.3%,23.9%,44.6%,Butte,2021-03-27,2021-03-26,2021-03-27 18:33:00
0.3%,15.6%,21.8%,62.2%,Calaveras,2021-03-27,2021-03-26,2021-03-27 18:33:02
0.1%,35.0%,24.0%,40.9%,Colusa,2021-03-27,2021-03-26,2021-03-27 18:33:05
0.5%,33.7%,25.8%,40.0%,Contra Costa,2021-03-27,2021-03-26,2021-03-27 18:33:07
0.1%,24.1%,25.3%,50.4%,Del Norte,2021-03-27,2021-03-26,2021-03-27 18:33:09
0.4%,24.0%,24.8%,50.9%,El Dorado,2021-03-27,2021-03-26,2021-03-27 18:33:12
0.4%,40.0%,25.0%,34.6%,Fresno,2021-03-27,2021-03-26,2021-03-27 18:33:14
0.2%,29.6%,24.3%,45.9%,Glenn,2021-03-27,2021-03-26,2021-03-27 18:33:17
0.1%,33.2%,19.6%,47.0%,Humboldt,2021-03-27,2021-03-26,2021-03-27 18:33:19
0.2%,38.5%,23.0%,38.2%,Imperial,2021-03-27,2021-03-26,2021-03-27 18:33:21
0.3%,27.3%,21.2%,51.3%,Inyo,2021-03-27,2021-03-26,2021-03-27 18:33:24
0.4%,38.4%,24.8%,36.4%,Kern,2021-03-27,2021-03-26,2021-03-27 18:33:26
0.4%,42.1%,27.5%,30.1%,Kings,2021-03-27,2021-03-26,2021-03-27 18:33:28
0.2%,24.1%,23.8%,51.9%,Lake,2021-03-27,2021-03-26,2021-03-27 18:33:31
0.0%,22.9%,25.2%,51.9%,Lassen,2021-03-27,2021-03-26,2021-03-27 18:33:33
0.4%,40.7%,23.8%,35.1%,Los Angeles,2021-03-27,2021-03-26,2021-03-27 18:33:35
0.3%,33.8%,25.1%,40.9%,Madera,2021-03-27,2021-03-26,2021-03-27 18:33:38
0.9%,30.0%,24.8%,44.4%,Marin,2021-03-27,2021-03-26,2021-03-27 18:33:40
0.1%,18.2%,22.9%,58.7%,Mariposa,2021-03-27,2021-03-26,2021-03-27 18:33:42
0.6%,33.3%,24.3%,41.8%,Mendocino,2021-03-27,2021-03-26,2021-03-27 18:33:44
0.5%,38.2%,25.4%,36.0%,Merced,2021-03-27,2021-03-26,2021-03-27 18:33:47
0.1%,19.0%,25.3%,55.5%,Modoc,2021-03-27,2021-03-26,2021-03-27 18:33:49
1.2%,43.9%,28.9%,26.0%,Mono,2021-03-27,2021-03-26,2021-03-27 18:33:51
0.3%,39.6%,22.9%,37.2%,Monterey,2021-03-27,2021-03-26,2021-03-27 18:33:54
0.3%,35.9%,23.2%,40.6%,Napa,2021-03-27,2021-03-26,2021-03-27 18:33:56
0.4%,21.8%,20.2%,57.6%,Nevada,2021-03-27,2021-03-26,2021-03-27 18:33:59
0.3%,36.3%,23.5%,40.0%,Orange,2021-03-27,2021-03-26,2021-03-27 18:34:01
0.4%,28.3%,22.2%,49.1%,Placer,2021-03-27,2021-03-26,2021-03-27 18:34:03
0.1%,19.9%,19.9%,60.2%,Plumas,2021-03-27,2021-03-26,2021-03-27 18:34:06
0.3%,31.7%,23.8%,44.2%,Riverside,2021-03-27,2021-03-26,2021-03-27 18:34:08
0.4%,36.7%,24.0%,38.8%,Sacramento,2021-03-27,2021-03-26,2021-03-27 18:34:10
0.2%,37.8%,24.1%,37.8%,San Benito,2021-03-27,2021-03-26,2021-03-27 18:34:13
0.4%,36.9%,24.6%,38.0%,San Bernardino,2021-03-27,2021-03-26,2021-03-27 18:34:15
0.3%,35.6%,20.7%,43.4%,San Diego,2021-03-27,2021-03-26,2021-03-27 18:34:17
0.3%,44.6%,22.4%,32.7%,San Francisco,2021-03-27,2021-03-26,2021-03-27 18:34:20
0.4%,35.7%,25.6%,38.3%,San Joaquin,2021-03-27,2021-03-26,2021-03-27 18:34:22
0.2%,26.8%,18.8%,54.2%,San Luis Obispo,2021-03-27,2021-03-26,2021-03-27 18:34:25
0.5%,38.0%,23.2%,38.3%,San Mateo,2021-03-27,2021-03-26,2021-03-27 18:34:27
0.2%,33.7%,19.7%,46.3%,Santa Barbara,2021-03-27,2021-03-26,2021-03-27 18:34:29
0.4%,36.9%,23.2%,39.5%,Santa Clara,2021-03-27,2021-03-26,2021-03-27 18:34:32
0.4%,35.2%,22.3%,42.2%,Santa Cruz,2021-03-27,2021-03-26,2021-03-27 18:34:34
0.2%,23.5%,22.0%,54.2%,Shasta,2021-03-27,2021-03-26,2021-03-27 18:34:37
