American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,25.1%,6.4%,11.6%,12.1%,0.6%,28.1%,9.6%,6.2%,Alameda,2021-04-08,2021-04-07,2021-04-08 20:22:38
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Alpine,2021-04-08,2021-04-07,2021-04-08 20:22:41
0.8%,1.5%,0.5%,7.6%,4.1%,0.3%,70.4%,8.8%,5.8%,Amador,2021-04-08,2021-04-07,2021-04-08 20:22:44
1.1%,2.8%,0.8%,9.5%,17.3%,0.1%,58.0%,6.6%,3.7%,Butte,2021-04-08,2021-04-07,2021-04-08 20:22:47
0.4%,1.3%,0.4%,5.4%,1.9%,0.2%,57.3%,8.4%,24.7%,Calaveras,2021-04-08,2021-04-07,2021-04-08 20:22:49
0.9%,0.7%,0.5%,33.4%,6.8%,0.1%,30.8%,6.0%,20.9%,Colusa,2021-04-08,2021-04-07,2021-04-08 20:22:52
0.2%,12.8%,5.1%,14.9%,12.3%,0.6%,38.6%,8.6%,6.9%,Contra Costa,2021-04-08,2021-04-07,2021-04-08 20:22:55
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Del Norte,2021-04-08,2021-04-07,2021-04-08 20:22:58
0.3%,3.9%,0.6%,6.6%,14.4%,0.3%,61.1%,7.3%,5.5%,El Dorado,2021-04-08,2021-04-07,2021-04-08 20:23:00
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Fresno,2021-04-08,2021-04-07,2021-04-08 20:23:03
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Glenn,2021-04-08,2021-04-07,2021-04-08 20:23:06
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Humboldt,2021-04-08,2021-04-07,2021-04-08 20:23:09
0.2%,0.8%,0.4%,73.2%,2.8%,0.1%,10.1%,7.7%,4.8%,Imperial,2021-04-08,2021-04-07,2021-04-08 20:23:11
1.0%,1.2%,0.2%,10.9%,21.7%,0.1%,55.8%,3.3%,5.8%,Inyo,2021-04-08,2021-04-07,2021-04-08 20:23:14
0.3%,4.4%,2.5%,35.6%,12.5%,0.2%,29.2%,9.3%,6.1%,Kern,2021-04-08,2021-04-07,2021-04-08 20:23:17
0.7%,2.9%,2.2%,45.5%,7.9%,0.2%,27.4%,5.8%,7.4%,Kings,2021-04-08,2021-04-07,2021-04-08 20:23:19
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Lake,2021-04-08,2021-04-07,2021-04-08 20:23:22
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Lassen,2021-04-08,2021-04-07,2021-04-08 20:23:25
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Los Angeles,2021-04-08,2021-04-07,2021-04-08 20:23:27
0.9%,2.1%,1.6%,37.5%,7.9%,0.1%,34.7%,9.6%,5.7%,Madera,2021-04-08,2021-04-07,2021-04-08 20:23:30
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Marin,2021-04-08,2021-04-07,2021-04-08 20:23:33
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Mariposa,2021-04-08,2021-04-07,2021-04-08 20:23:35
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Mendocino,2021-04-08,2021-04-07,2021-04-08 20:23:38
0.4%,6.1%,1.7%,35.2%,0.7%,0.3%,24.9%,8.3%,22.7%,Merced,2021-04-08,2021-04-07,2021-04-08 20:23:41
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.8%,1.7%,5.5%,Modoc,2021-04-08,2021-04-06,2021-04-08 20:23:44
0.4%,1.6%,0.2%,24.4%,12.1%,0.2%,58.9%,1.4%,0.7%,Mono,2021-04-08,2021-04-07,2021-04-08 20:23:47
0.2%,4.3%,1.1%,45.0%,11.1%,0.5%,27.1%,5.1%,5.6%,Monterey,2021-04-08,2021-04-07,2021-04-08 20:23:50
0.2%,5.3%,1.1%,21.1%,8.4%,0.4%,47.9%,7.7%,7.8%,Napa,2021-04-08,2021-04-07,2021-04-08 20:23:52
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Nevada,2021-04-08,2021-04-07,2021-04-08 20:23:55
0.1%,19.2%,1.0%,14.9%,16.3%,0.3%,32.5%,8.9%,6.9%,Orange,2021-04-08,2021-04-07,2021-04-08 20:23:58
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Placer,2021-04-08,2021-04-07,2021-04-08 20:24:01
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Plumas,2021-04-08,2021-04-07,2021-04-08 20:24:03
0.2%,6.1%,3.9%,29.7%,14.7%,0.3%,31.8%,9.2%,4.0%,Riverside,2021-04-08,2021-04-07,2021-04-08 20:24:06
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Sacramento,2021-04-08,2021-04-07,2021-04-08 20:24:09
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Benito,2021-04-08,2021-04-07,2021-04-08 20:24:12
0.2%,9.4%,5.0%,32.5%,13.5%,0.3%,25.2%,9.7%,4.1%,San Bernardino,2021-04-08,2021-04-07,2021-04-08 20:24:14
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Diego,2021-04-08,2021-04-07,2021-04-08 20:24:17
0.2%,31.7%,3.4%,12.2%,9.5%,0.3%,31.0%,6.2%,5.6%,San Francisco,2021-04-08,2021-04-07,2021-04-08 20:24:20
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Joaquin,2021-04-08,2021-04-07,2021-04-08 20:24:23
0.2%,1.7%,0.5%,10.0%,14.1%,0.2%,39.6%,11.0%,22.8%,San Luis Obispo,2021-04-08,2021-04-07,2021-04-08 20:24:26
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Mateo,2021-04-08,2021-04-07,2021-04-08 20:24:28
0.2%,3.2%,0.9%,27.8%,18.4%,0.2%,35.5%,9.9%,4.0%,Santa Barbara,2021-04-08,2021-04-07,2021-04-08 20:24:31
0.2%,30.2%,1.5%,13.1%,14.7%,0.4%,25.9%,8.9%,5.1%,Santa Clara,2021-04-08,2021-04-07,2021-04-08 20:24:34
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Santa Cruz,2021-04-08,2021-04-07,2021-04-08 20:24:37
0.7%,1.8%,0.6%,4.6%,23.8%,0.1%,51.9%,8.4%,7.9%,Shasta,2021-04-08,2021-04-07,2021-04-08 20:24:40
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Sierra,2021-04-08,2021-04-07,2021-04-08 20:24:42
1.6%,1.0%,0.6%,7.5%,8.9%,0.05%,62.6%,4.0%,13.8%,Siskiyou,2021-04-08,2021-04-07,2021-04-08 20:24:45
0.4%,14.6%,8.8%,11.1%,9.3%,1.2%,34.3%,13.6%,6.8%,Solano,2021-04-08,2021-04-07,2021-04-08 20:24:48
0.5%,2.9%,0.9%,15.2%,13.0%,0.3%,53.8%,8.9%,4.6%,Sonoma,2021-04-08,2021-04-07,2021-04-08 20:24:51
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Stanislaus,2021-04-08,2021-04-07,2021-04-08 20:24:54
0.6%,14.8%,1.1%,19.4%,15.0%,0.3%,39.8%,6.0%,3.1%,Sutter,2021-04-08,2021-04-07,2021-04-08 20:24:57
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Tehama,2021-04-08,2021-04-07,2021-04-08 20:25:00
1.8%,1.4%,0.2%,3.4%,10.7%,0.2%,75.5%,1.2%,5.5%,Trinity,2021-04-08,2021-04-07,2021-04-08 20:25:03
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Tulare,2021-04-08,2021-04-07,2021-04-08 20:25:06
0.5%,1.5%,0.3%,4.8%,1.8%,0.3%,78.5%,5.9%,6.4%,Tuolumne,2021-04-08,2021-04-07,2021-04-08 20:25:09
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Ventura,2021-04-08,2021-04-07,2021-04-08 20:25:11
0.5%,8.0%,1.3%,15.9%,9.5%,0.4%,35.7%,11.0%,17.7%,Yolo,2021-04-08,2021-04-07,2021-04-08 20:25:14
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Yuba,2021-04-08,2021-04-07,2021-04-08 20:25:17
