American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Solano,2021-03-22,2021-03-21,2021-03-23 08:27:41
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Sonoma,2021-03-22,2021-03-21,2021-03-23 08:27:45
0.4%,4.9%,1.5%,23.2%,0.9%,0.6%,35.3%,8.9%,24.2%,Stanislaus,2021-03-22,2021-03-21,2021-03-23 08:27:48
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Sutter,2021-03-22,2021-03-21,2021-03-23 08:27:52
1.1%,0.6%,0.2%,10.5%,9.1%,0.1%,50.1%,9.8%,18.5%,Tehama,2021-03-22,2021-03-20,2021-03-23 08:27:54
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Trinity,2021-03-22,2021-03-20,2021-03-23 08:27:58
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Tulare,2021-03-22,2021-03-21,2021-03-23 08:28:02
0.4%,1.3%,0.3%,4.3%,1.3%,0.4%,79.3%,6.3%,6.4%,Tuolumne,2021-03-22,2021-03-21,2021-03-23 08:28:06
0.2%,5.2%,0.9%,27.8%,17.4%,0.3%,33.8%,10.2%,4.4%,Ventura,2021-03-22,2021-03-21,2021-03-23 08:28:09
0.4%,6.4%,1%,12.8%,8%,0.3%,32%,9.1%,30%,Yolo,2021-03-22,2021-03-21,2021-03-23 08:28:12
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Yuba,2021-03-22,2021-03-21,2021-03-23 08:28:16
