American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Alameda,2021-04-07,2021-04-06,2021-04-07 20:21:33
1.7%,0.7%,0.3%,0.9%,0.3%,0.000%,18.7%,0.8%,76.7%,Alpine,2021-04-07,2021-04-06,2021-04-07 20:21:35
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Amador,2021-04-07,2021-04-06,2021-04-07 20:21:37
1.1%,2.8%,0.8%,9.6%,17.5%,0.1%,58.1%,6.6%,3.4%,Butte,2021-04-07,2021-04-06,2021-04-07 20:21:40
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Calaveras,2021-04-07,2021-04-06,2021-04-07 20:21:42
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Colusa,2021-04-07,2021-04-06,2021-04-07 20:21:45
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Contra Costa,2021-04-07,2021-04-06,2021-04-07 20:21:47
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Del Norte,2021-04-07,2021-04-06,2021-04-07 20:21:50
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,El Dorado,2021-04-07,2021-04-06,2021-04-07 20:21:52
0.5%,8.3%,2.3%,36.3%,11.0%,0.2%,28.7%,7.9%,4.8%,Fresno,2021-04-07,2021-04-06,2021-04-07 20:21:55
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Glenn,2021-04-07,2021-04-06,2021-04-07 20:21:57
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Humboldt,2021-04-07,2021-04-06,2021-04-07 20:22:00
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Imperial,2021-04-07,2021-04-06,2021-04-07 20:22:02
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Inyo,2021-04-07,2021-04-06,2021-04-07 20:22:05
0.3%,4.4%,2.5%,35.6%,12.7%,0.2%,29.2%,9.2%,5.8%,Kern,2021-04-07,2021-04-06,2021-04-07 20:22:07
