0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.5%,22.9%,35.1%,Alameda,2021-03-28,2021-03-27,2021-03-29 12:29:28
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-28,2021-03-25,2021-03-29 12:29:31
0.1%,17.8%,23.4%,58.7%,Amador,2021-03-28,2021-03-27,2021-03-29 12:29:33
0.2%,31.5%,23.9%,44.4%,Butte,2021-03-28,2021-03-27,2021-03-29 12:29:36
0.3%,15.7%,21.9%,62.0%,Calaveras,2021-03-28,2021-03-27,2021-03-29 12:29:38
0.1%,35.2%,24.2%,40.5%,Colusa,2021-03-28,2021-03-27,2021-03-29 12:29:41
0.5%,33.8%,26.3%,39.4%,Contra Costa,2021-03-28,2021-03-27,2021-03-29 12:29:44
0.1%,24.1%,25.2%,50.6%,Del Norte,2021-03-28,2021-03-27,2021-03-29 12:29:46
0.4%,24.1%,24.9%,50.6%,El Dorado,2021-03-28,2021-03-27,2021-03-29 12:29:49
0.4%,40.2%,25.1%,34.2%,Fresno,2021-03-28,2021-03-27,2021-03-29 12:29:51
0.2%,30.3%,24.9%,44.6%,Glenn,2021-03-28,2021-03-27,2021-03-29 12:29:54
0.1%,33.7%,19.8%,46.4%,Humboldt,2021-03-28,2021-03-27,2021-03-29 12:29:56
0.2%,38.8%,23.2%,37.8%,Imperial,2021-03-28,2021-03-27,2021-03-29 12:29:59
0.3%,27.4%,21.4%,50.9%,Inyo,2021-03-28,2021-03-27,2021-03-29 12:30:01
0.5%,38.8%,24.9%,35.8%,Kern,2021-03-28,2021-03-27,2021-03-29 12:30:04
0.4%,42.2%,27.5%,29.9%,Kings,2021-03-28,2021-03-27,2021-03-29 12:30:07
0.2%,24.1%,23.8%,51.9%,Lake,2021-03-28,2021-03-27,2021-03-29 12:30:09
0.1%,22.8%,25.2%,51.9%,Lassen,2021-03-28,2021-03-26,2021-03-29 12:30:12
0.4%,41.0%,24.0%,34.6%,Los Angeles,2021-03-28,2021-03-27,2021-03-29 12:30:14
0.3%,34.0%,25.2%,40.5%,Madera,2021-03-28,2021-03-27,2021-03-29 12:30:17
0.9%,30.5%,25.1%,43.5%,Marin,2021-03-28,2021-03-27,2021-03-29 12:30:19
0.1%,18.3%,22.9%,58.6%,Mariposa,2021-03-28,2021-03-27,2021-03-29 12:30:22
0.6%,33.4%,24.3%,41.7%,Mendocino,2021-03-28,2021-03-27,2021-03-29 12:30:25
0.5%,38.5%,25.5%,35.5%,Merced,2021-03-28,2021-03-27,2021-03-29 12:30:27
0.1%,19.0%,25.4%,55.5%,Modoc,2021-03-28,2021-03-26,2021-03-29 12:30:30
1.2%,44.0%,28.9%,25.9%,Mono,2021-03-28,2021-03-27,2021-03-29 12:30:32
0.3%,40.4%,22.9%,36.4%,Monterey,2021-03-28,2021-03-27,2021-03-29 12:30:35
0.3%,36.0%,23.3%,40.4%,Napa,2021-03-28,2021-03-27,2021-03-29 12:30:38
0.4%,22.1%,20.7%,56.7%,Nevada,2021-03-28,2021-03-27,2021-03-29 12:30:40
0.3%,36.7%,23.7%,39.2%,Orange,2021-03-28,2021-03-27,2021-03-29 12:30:43
0.5%,28.4%,22.3%,48.8%,Placer,2021-03-28,2021-03-27,2021-03-29 12:30:45
0.1%,20.0%,20.0%,59.9%,Plumas,2021-03-28,2021-03-27,2021-03-29 12:30:48
0.3%,31.9%,24.0%,43.8%,Riverside,2021-03-28,2021-03-27,2021-03-29 12:30:51
0.4%,37.0%,24.3%,38.3%,Sacramento,2021-03-28,2021-03-27,2021-03-29 12:30:53
0.2%,38.1%,24.4%,37.2%,San Benito,2021-03-28,2021-03-27,2021-03-29 12:30:56
0.4%,37.2%,24.9%,37.5%,San Bernardino,2021-03-28,2021-03-27,2021-03-29 12:30:59
0.4%,36.1%,21.1%,42.4%,San Diego,2021-03-28,2021-03-27,2021-03-29 12:31:01
0.3%,44.9%,22.5%,32.3%,San Francisco,2021-03-28,2021-03-27,2021-03-29 12:31:04
0.5%,35.9%,25.8%,37.9%,San Joaquin,2021-03-28,2021-03-27,2021-03-29 12:31:06
0.2%,27.0%,19.3%,53.6%,San Luis Obispo,2021-03-28,2021-03-27,2021-03-29 12:31:10
0.5%,38.2%,23.4%,37.9%,San Mateo,2021-03-28,2021-03-27,2021-03-29 12:31:13
0.2%,34.1%,20.0%,45.7%,Santa Barbara,2021-03-28,2021-03-27,2021-03-29 12:31:15
0.4%,37.3%,23.4%,38.9%,Santa Clara,2021-03-28,2021-03-27,2021-03-29 12:31:18
0.4%,35.4%,22.5%,41.7%,Santa Cruz,2021-03-28,2021-03-27,2021-03-29 12:31:21
0.2%,23.6%,22.3%,53.8%,Shasta,2021-03-28,2021-03-27,2021-03-29 12:31:23
0.0%,20.6%,27.8%,51.7%,Sierra,2021-03-28,2021-03-26,2021-03-29 12:31:26
0.4%,21.9%,22.9%,54.8%,Siskiyou,2021-03-28,2021-03-27,2021-03-29 12:31:28
0.3%,33.5%,26.0%,40.2%,Solano,2021-03-28,2021-03-27,2021-03-29 12:31:31
0.4%,32.5%,23.6%,43.5%,Sonoma,2021-03-28,2021-03-27,2021-03-29 12:31:33
0.6%,35.0%,25.9%,38.6%,Stanislaus,2021-03-28,2021-03-27,2021-03-29 12:31:36
0.2%,31.4%,25.6%,42.8%,Sutter,2021-03-28,2021-03-27,2021-03-29 12:31:39
0.1%,24.8%,24.9%,50.2%,Tehama,2021-03-28,2021-03-27,2021-03-29 12:31:41
0.1%,19.6%,22.1%,58.2%,Trinity,2021-03-28,2021-03-26,2021-03-29 12:31:44
0.6%,41.5%,25.8%,32.2%,Tulare,2021-03-28,2021-03-27,2021-03-29 12:31:46
0.1%,19.1%,24.9%,55.9%,Tuolumne,2021-03-28,2021-03-27,2021-03-29 12:31:49
0.4%,35.7%,23.2%,40.7%,Ventura,2021-03-28,2021-03-27,2021-03-29 12:31:51
0.5%,43.2%,22.0%,34.3%,Yolo,2021-03-28,2021-03-27,2021-03-29 12:31:54
0.2%,29.5%,25.0%,45.4%,Yuba,2021-03-28,2021-03-27,2021-03-29 12:31:57
