Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.1%,42.6%,0.3%,Alameda,2021-03-25,2021-03-24,2021-03-26 10:22:35
46.8%,52.7%,0.5%,Alpine,2021-03-25,2021-03-24,2021-03-26 10:22:37
56.0%,43.8%,0.1%,Amador,2021-03-25,2021-03-24,2021-03-26 10:22:40
57.0%,42.9%,0.1%,Butte,2021-03-25,2021-03-24,2021-03-26 10:22:42
55.0%,44.3%,0.8%,Calaveras,2021-03-25,2021-03-24,2021-03-26 10:22:45
51.9%,46.2%,1.9%,Colusa,2021-03-25,2021-03-24,2021-03-26 10:22:47
56.1%,43.5%,0.4%,Contra Costa,2021-03-25,2021-03-24,2021-03-26 10:22:50
54.2%,45.7%,0.1%,Del Norte,2021-03-25,2021-03-24,2021-03-26 10:22:52
55.5%,44.4%,0.1%,El Dorado,2021-03-25,2021-03-24,2021-03-26 10:22:54
55.9%,44.0%,0.1%,Fresno,2021-03-25,2021-03-24,2021-03-26 10:22:57
56.5%,43.4%,0.1%,Glenn,2021-03-25,2021-03-24,2021-03-26 10:22:59
58.3%,41.6%,0.1%,Humboldt,2021-03-25,2021-03-24,2021-03-26 10:23:02
54.5%,45.5%,0.0%,Imperial,2021-03-25,2021-03-24,2021-03-26 10:23:04
53.5%,46.5%,0.1%,Inyo,2021-03-25,2021-03-23,2021-03-26 10:23:07
55.4%,43.9%,0.7%,Kern,2021-03-25,2021-03-24,2021-03-26 10:23:09
55.1%,44.5%,0.4%,Kings,2021-03-25,2021-03-24,2021-03-26 10:23:12
54.4%,45.5%,0.1%,Lake,2021-03-25,2021-03-24,2021-03-26 10:23:14
52.5%,47.3%,0.2%,Lassen,2021-03-25,2021-03-24,2021-03-26 10:23:17
56.2%,43.6%,0.2%,Los Angeles,2021-03-25,2021-03-24,2021-03-26 10:23:19
55.1%,44.9%,0.1%,Madera,2021-03-25,2021-03-24,2021-03-26 10:23:22
56.7%,43.2%,0.1%,Marin,2021-03-25,2021-03-24,2021-03-26 10:23:24
53.8%,45.8%,0.4%,Mariposa,2021-03-25,2021-03-23,2021-03-26 10:23:27
54.1%,45.2%,0.8%,Mendocino,2021-03-25,2021-03-24,2021-03-26 10:23:29
55.3%,44.3%,0.4%,Merced,2021-03-25,2021-03-24,2021-03-26 10:23:31
52.7%,47.3%,0.0%,Modoc,2021-03-25,2021-03-23,2021-03-26 10:23:34
47.4%,52.6%,0.0%,Mono,2021-03-25,2021-03-24,2021-03-26 10:23:36
54.6%,42.2%,3.2%,Monterey,2021-03-25,2021-03-24,2021-03-26 10:23:38
53.4%,46.6%,0.1%,Napa,2021-03-25,2021-03-24,2021-03-26 10:23:41
56.6%,43.3%,0.1%,Nevada,2021-03-25,2021-03-24,2021-03-26 10:23:43
55.9%,43.1%,1.0%,Orange,2021-03-25,2021-03-24,2021-03-26 10:23:46
57.2%,42.7%,0.1%,Placer,2021-03-25,2021-03-24,2021-03-26 10:23:48
54.2%,45.8%,0.0%,Plumas,2021-03-25,2021-03-24,2021-03-26 10:23:50
55.6%,44.3%,0.1%,Riverside,2021-03-25,2021-03-24,2021-03-26 10:23:53
57.4%,42.4%,0.2%,Sacramento,2021-03-25,2021-03-24,2021-03-26 10:23:55
56.7%,43.0%,0.4%,San Benito,2021-03-25,2021-03-24,2021-03-26 10:23:58
57.2%,42.7%,0.1%,San Bernardino,2021-03-25,2021-03-24,2021-03-26 10:24:00
57.3%,41.9%,0.8%,San Diego,2021-03-25,2021-03-24,2021-03-26 10:24:02
53.0%,46.7%,0.3%,San Francisco,2021-03-25,2021-03-24,2021-03-26 10:24:05
56.7%,42.6%,0.8%,San Joaquin,2021-03-25,2021-03-24,2021-03-26 10:24:07
56.5%,43.4%,0.1%,San Luis Obispo,2021-03-25,2021-03-24,2021-03-26 10:24:10
56.9%,43.0%,0.1%,San Mateo,2021-03-25,2021-03-24,2021-03-26 10:24:12
56.4%,43.5%,0.1%,Santa Barbara,2021-03-25,2021-03-24,2021-03-26 10:24:15
57.0%,42.9%,0.1%,Santa Clara,2021-03-25,2021-03-24,2021-03-26 10:24:17
57.0%,42.6%,0.4%,Santa Cruz,2021-03-25,2021-03-24,2021-03-26 10:24:20
57.4%,42.5%,0.1%,Shasta,2021-03-25,2021-03-24,2021-03-26 10:24:22
52.0%,47.8%,0.2%,Sierra,2021-03-25,2021-03-24,2021-03-26 10:24:25
55.5%,44.5%,0.0%,Siskiyou,2021-03-25,2021-03-24,2021-03-26 10:24:27
57.3%,42.5%,0.2%,Solano,2021-03-25,2021-03-24,2021-03-26 10:24:29
56.7%,43.2%,0.1%,Sonoma,2021-03-25,2021-03-24,2021-03-26 10:24:32
56.3%,43.3%,0.4%,Stanislaus,2021-03-25,2021-03-24,2021-03-26 10:24:34
55.8%,43.7%,0.5%,Sutter,2021-03-25,2021-03-24,2021-03-26 10:24:37
56.0%,44.0%,0.0%,Tehama,2021-03-25,2021-03-24,2021-03-26 10:24:39
50.7%,49.2%,0.2%,Trinity,2021-03-25,2021-03-23,2021-03-26 10:24:42
55.0%,44.9%,0.1%,Tulare,2021-03-25,2021-03-24,2021-03-26 10:24:44
54.9%,45.0%,0.1%,Tuolumne,2021-03-25,2021-03-24,2021-03-26 10:24:47
56.1%,43.9%,0.0%,Ventura,2021-03-25,2021-03-24,2021-03-26 10:24:49
56.1%,43.5%,0.4%,Yolo,2021-03-25,2021-03-24,2021-03-26 10:24:52
57.5%,42.2%,0.3%,Yuba,2021-03-25,2021-03-24,2021-03-26 10:24:54
