American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.5%,5.5%,10.3%,10.0%,0.5%,24.6%,8.8%,19.6%,Alameda,2021-03-29,2021-03-28,2021-03-29 22:23:05
1.7%,0.6%,0.3%,0.6%,0.3%,0.0%,17.8%,0.9%,77.9%,Alpine,2021-03-29,2021-03-25,2021-03-29 22:23:08
0.8%,1.5%,0.4%,7.3%,3.8%,0.3%,67.6%,8.7%,9.8%,Amador,2021-03-29,2021-03-28,2021-03-29 22:23:10
1.1%,2.2%,0.7%,7.5%,15.6%,0.1%,56.5%,8.1%,8.2%,Butte,2021-03-29,2021-03-28,2021-03-29 22:23:12
0.4%,1.1%,0.4%,4.8%,1.4%,0.2%,54.4%,8.6%,28.7%,Calaveras,2021-03-29,2021-03-28,2021-03-29 22:23:15
1.1%,0.7%,0.4%,27.1%,5.5%,0.1%,32.1%,5.6%,27.4%,Colusa,2021-03-29,2021-03-28,2021-03-29 22:23:17
0.2%,10.8%,4.4%,12.5%,10.8%,0.5%,34.0%,7.7%,19.1%,Contra Costa,2021-03-29,2021-03-28,2021-03-29 22:23:19
6.6%,1.7%,0.5%,5.2%,7.6%,0.1%,60.7%,3.0%,14.6%,Del Norte,2021-03-29,2021-03-28,2021-03-29 22:23:22
0.2%,2.8%,0.5%,5.5%,12.4%,0.3%,49.2%,7.8%,21.3%,El Dorado,2021-03-29,2021-03-28,2021-03-29 22:23:25
0.5%,7.0%,2.1%,31.4%,8.7%,0.2%,28.5%,7.9%,13.7%,Fresno,2021-03-29,2021-03-28,2021-03-29 22:23:27
2.0%,1.2%,0.2%,21.7%,7.8%,0.1%,42.4%,10.5%,14.0%,Glenn,2021-03-29,2021-03-28,2021-03-29 22:23:30
3.2%,1.3%,0.7%,6.3%,13.3%,0.2%,64.0%,3.1%,7.8%,Humboldt,2021-03-29,2021-03-28,2021-03-29 22:23:32
0.1%,0.7%,0.4%,65.0%,2.0%,0.1%,9.6%,7.2%,15.0%,Imperial,2021-03-29,2021-03-28,2021-03-29 22:23:34
1.0%,1.0%,0.2%,9.0%,20.7%,0.2%,53.5%,5.3%,9.1%,Inyo,2021-03-29,2021-03-28,2021-03-29 22:23:37
0.3%,4.1%,2.3%,31.3%,10.8%,0.3%,28.7%,11.5%,10.7%,Kern,2021-03-29,2021-03-28,2021-03-29 22:23:39
0.7%,2.6%,2.0%,41.0%,6.3%,0.2%,27.0%,6.3%,13.8%,Kings,2021-03-29,2021-03-28,2021-03-29 22:23:41
1.7%,1.1%,1.2%,16.1%,14.5%,0.1%,55.4%,3.5%,6.4%,Lake,2021-03-29,2021-03-28,2021-03-29 22:23:44
1.1%,1.4%,0.7%,7.0%,7.5%,0.3%,59.5%,3.7%,18.9%,Lassen,2021-03-29,2021-03-28,2021-03-29 22:23:46
0.2%,12.4%,4.4%,24.8%,15.8%,0.4%,19.6%,14.6%,7.9%,Los Angeles,2021-03-29,2021-03-28,2021-03-29 22:23:48
0.9%,1.8%,1.4%,32.8%,6.3%,0.1%,33.4%,8.4%,14.8%,Madera,2021-03-29,2021-03-28,2021-03-29 22:23:50
0.1%,3.9%,1.0%,9.7%,10.9%,0.2%,48.7%,6.3%,19.3%,Marin,2021-03-29,2021-03-28,2021-03-29 22:23:53
1.8%,0.8%,0.3%,7.4%,2.3%,0.1%,61.9%,5.2%,20.1%,Mariposa,2021-03-29,2021-03-27,2021-03-29 22:23:55
0.8%,1.3%,0.3%,16.7%,13.5%,0.2%,50.2%,5.7%,11.3%,Mendocino,2021-03-29,2021-03-28,2021-03-29 22:23:57
0.4%,5.9%,1.6%,33.7%,0.4%,0.3%,25.5%,8.5%,23.7%,Merced,2021-03-29,2021-03-28,2021-03-29 22:23:59
2.2%,1.5%,1.1%,7.5%,4.6%,0.1%,71.0%,1.9%,10.0%,Modoc,2021-03-29,2021-03-26,2021-03-29 22:24:02
0.4%,1.3%,0.3%,21.5%,10.0%,0.2%,57.5%,1.8%,7.1%,Mono,2021-03-29,2021-03-27,2021-03-29 22:24:04
0.2%,4.2%,1.1%,36.0%,10.0%,0.5%,26.4%,7.3%,14.4%,Monterey,2021-03-29,2021-03-28,2021-03-29 22:24:06
0.2%,4.1%,0.9%,17.8%,6.7%,0.4%,40.2%,6.2%,23.7%,Napa,2021-03-29,2021-03-28,2021-03-29 22:24:08
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,29.9%,11.0%,13.4%,Nevada,2021-03-29,2021-03-28,2021-03-29 22:24:11
0.1%,18.1%,0.9%,12.8%,14.0%,0.3%,31.2%,10.8%,11.7%,Orange,2021-03-29,2021-03-28,2021-03-29 22:24:13
0.4%,5.3%,0.9%,8.8%,12.1%,0.4%,45.3%,7.9%,18.9%,Placer,2021-03-29,2021-03-28,2021-03-29 22:24:15
0.8%,0.6%,0.4%,2.1%,6.3%,0.0%,73.6%,3.6%,12.5%,Plumas,2021-03-29,2021-03-27,2021-03-29 22:24:18
0.3%,5.7%,3.7%,24.1%,12.8%,0.3%,32.0%,12.6%,8.5%,Riverside,2021-03-29,2021-03-28,2021-03-29 22:24:20
0.4%,10.5%,3.9%,8.1%,8.7%,0.9%,29.3%,10.8%,27.4%,Sacramento,2021-03-29,2021-03-28,2021-03-29 22:24:22
0.2%,2.1%,0.6%,28.9%,4.4%,0.2%,21.9%,10.4%,31.4%,San Benito,2021-03-29,2021-03-28,2021-03-29 22:24:24
0.2%,8.9%,4.8%,27.3%,12.2%,0.4%,25.1%,12.5%,8.5%,San Bernardino,2021-03-29,2021-03-28,2021-03-29 22:24:27
0.4%,11.8%,2.4%,20.4%,0.5%,0.6%,46.0%,9.3%,8.5%,San Diego,2021-03-29,2021-03-28,2021-03-29 22:24:29
0.2%,28.5%,3.0%,10.8%,7.2%,0.3%,26.1%,5.9%,18.0%,San Francisco,2021-03-29,2021-03-28,2021-03-29 22:24:31
