American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Alameda,2021-04-09,2021-04-08,2021-04-09 22:23:19
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Alpine,2021-04-09,2021-04-08,2021-04-09 22:23:21
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Amador,2021-04-09,2021-04-08,2021-04-09 22:23:23
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Butte,2021-04-09,2021-04-08,2021-04-09 22:23:26
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Calaveras,2021-04-09,2021-04-08,2021-04-09 22:23:28
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Colusa,2021-04-09,2021-04-08,2021-04-09 22:23:31
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Contra Costa,2021-04-09,2021-04-08,2021-04-09 22:23:33
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Del Norte,2021-04-09,2021-04-08,2021-04-09 22:23:35
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,El Dorado,2021-04-09,2021-04-08,2021-04-09 22:23:38
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Fresno,2021-04-09,2021-04-08,2021-04-09 22:23:40
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Glenn,2021-04-09,2021-04-08,2021-04-09 22:23:43
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Humboldt,2021-04-09,2021-04-08,2021-04-09 22:23:45
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Imperial,2021-04-09,2021-04-08,2021-04-09 22:23:48
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Inyo,2021-04-09,2021-04-08,2021-04-09 22:23:51
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Kern,2021-04-09,2021-04-08,2021-04-09 22:23:53
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Kings,2021-04-09,2021-04-08,2021-04-09 22:23:56
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Lake,2021-04-09,2021-04-08,2021-04-09 22:23:58
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Lassen,2021-04-09,2021-04-08,2021-04-09 22:24:01
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Los Angeles,2021-04-09,2021-04-08,2021-04-09 22:24:03
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Madera,2021-04-09,2021-04-08,2021-04-09 22:24:06
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Marin,2021-04-09,2021-04-08,2021-04-09 22:24:08
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Mariposa,2021-04-09,2021-04-08,2021-04-09 22:24:11
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Mendocino,2021-04-09,2021-04-08,2021-04-09 22:24:13
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Merced,2021-04-09,2021-04-08,2021-04-09 22:24:15
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Modoc,2021-04-09,2021-04-08,2021-04-09 22:24:18
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Mono,2021-04-09,2021-04-08,2021-04-09 22:24:20
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Monterey,2021-04-09,2021-04-08,2021-04-09 22:24:23
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Napa,2021-04-09,2021-04-08,2021-04-09 22:24:25
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Nevada,2021-04-09,2021-04-08,2021-04-09 22:24:28
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Orange,2021-04-09,2021-04-08,2021-04-09 22:24:30
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Placer,2021-04-09,2021-04-08,2021-04-09 22:24:33
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Plumas,2021-04-09,2021-04-08,2021-04-09 22:24:35
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Riverside,2021-04-09,2021-04-08,2021-04-09 22:24:38
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Sacramento,2021-04-09,2021-04-08,2021-04-09 22:24:40
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Benito,2021-04-09,2021-04-08,2021-04-09 22:24:43
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Bernardino,2021-04-09,2021-04-08,2021-04-09 22:24:45
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Diego,2021-04-09,2021-04-08,2021-04-09 22:24:48
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Francisco,2021-04-09,2021-04-08,2021-04-09 22:24:50
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Joaquin,2021-04-09,2021-04-08,2021-04-09 22:24:52
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Luis Obispo,2021-04-09,2021-04-08,2021-04-09 22:24:55
0.2%,20.0%,1.3%,10.6%,19.7%,0.7%,29.6%,11.8%,6.3%,San Mateo,2021-04-09,2021-04-08,2021-04-09 22:24:57
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Santa Barbara,2021-04-09,2021-04-08,2021-04-09 22:25:00
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Santa Clara,2021-04-09,2021-04-08,2021-04-09 22:25:02
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Santa Cruz,2021-04-09,2021-04-08,2021-04-09 22:25:05
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Shasta,2021-04-09,2021-04-08,2021-04-09 22:25:07
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Sierra,2021-04-09,2021-04-08,2021-04-09 22:25:10
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Siskiyou,2021-04-09,2021-04-08,2021-04-09 22:25:12
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Solano,2021-04-09,2021-04-08,2021-04-09 22:25:15
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Sonoma,2021-04-09,2021-04-08,2021-04-09 22:25:17
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Stanislaus,2021-04-09,2021-04-08,2021-04-09 22:25:20
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Sutter,2021-04-09,2021-04-08,2021-04-09 22:25:22
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Tehama,2021-04-09,2021-04-08,2021-04-09 22:25:25
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Trinity,2021-04-09,2021-04-08,2021-04-09 22:25:27
