American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Alameda,2021-04-05,2021-04-04,2021-04-06 06:25:25
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Alpine,2021-04-05,2021-04-01,2021-04-06 06:25:28
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Amador,2021-04-05,2021-04-04,2021-04-06 06:25:31
1.1%,2.3%,0.7%,7.8%,14.7%,0.1%,56.0%,8.1%,9.2%,Butte,2021-04-05,2021-04-04,2021-04-06 06:25:33
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Calaveras,2021-04-05,2021-04-03,2021-04-06 06:25:36
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Colusa,2021-04-05,2021-04-03,2021-04-06 06:25:39
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Contra Costa,2021-04-05,2021-04-04,2021-04-06 06:25:42
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Del Norte,2021-04-05,2021-04-03,2021-04-06 06:25:44
0.2%,2.8%,0.5%,5.6%,11.6%,0.3%,48.3%,7.8%,23.0%,El Dorado,2021-04-05,2021-04-04,2021-04-06 06:25:47
0.5%,7.0%,2.1%,31.5%,8.2%,0.2%,28.0%,7.9%,14.7%,Fresno,2021-04-05,2021-04-04,2021-04-06 06:25:50
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Glenn,2021-04-05,2021-04-03,2021-04-06 06:25:52
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Humboldt,2021-04-05,2021-04-04,2021-04-06 06:25:55
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Imperial,2021-04-05,2021-04-04,2021-04-06 06:25:58
1.0%,1.0%,0.2%,9.4%,19.9%,0.2%,52.7%,5.7%,9.9%,Inyo,2021-04-05,2021-04-03,2021-04-06 06:26:00
0.3%,4.1%,2.4%,31.4%,10.0%,0.3%,28.5%,11.7%,11.4%,Kern,2021-04-05,2021-04-04,2021-04-06 06:26:03
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Kings,2021-04-05,2021-04-04,2021-04-06 06:26:06
1.6%,1.1%,1.2%,16.0%,13.9%,0.1%,55.0%,3.7%,7.3%,Lake,2021-04-05,2021-04-03,2021-04-06 06:26:08
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Lassen,2021-04-05,2021-04-03,2021-04-06 06:26:11
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Los Angeles,2021-04-05,2021-04-04,2021-04-06 06:26:14
0.9%,1.9%,1.4%,32.8%,6.0%,0.1%,32.5%,8.7%,15.7%,Madera,2021-04-05,2021-04-04,2021-04-06 06:26:16
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Marin,2021-04-05,2021-04-04,2021-04-06 06:26:19
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Mariposa,2021-04-05,2021-04-03,2021-04-06 06:26:21
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Mendocino,2021-04-05,2021-04-04,2021-04-06 06:26:24
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Merced,2021-04-05,2021-04-04,2021-04-06 06:26:26
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Modoc,2021-04-05,2021-04-01,2021-04-06 06:26:29
0.4%,1.3%,0.3%,21.5%,9.8%,0.2%,57.0%,1.9%,7.7%,Mono,2021-04-05,2021-04-03,2021-04-06 06:26:32
0.2%,4.1%,1.1%,35.8%,9.1%,0.5%,25.6%,7.7%,15.9%,Monterey,2021-04-05,2021-04-04,2021-04-06 06:26:35
0.2%,4.0%,0.9%,18.1%,6.3%,0.4%,38.9%,6.2%,25.1%,Napa,2021-04-05,2021-04-04,2021-04-06 06:26:37
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Nevada,2021-04-05,2021-04-04,2021-04-06 06:26:40
0.1%,17.9%,0.9%,12.9%,12.7%,0.3%,30.9%,11.3%,13.0%,Orange,2021-04-05,2021-04-04,2021-04-06 06:26:43
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Placer,2021-04-05,2021-04-04,2021-04-06 06:26:45
0.9%,0.6%,0.4%,2.2%,6.0%,0.04%,72.8%,3.8%,13.3%,Plumas,2021-04-05,2021-04-04,2021-04-06 06:26:48
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Riverside,2021-04-05,2021-04-04,2021-04-06 06:26:51
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Sacramento,2021-04-05,2021-04-04,2021-04-06 06:26:54
0.2%,2.1%,0.6%,28.6%,4.1%,0.2%,20.9%,10.1%,33.1%,San Benito,2021-04-05,2021-04-04,2021-04-06 06:26:56
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Bernardino,2021-04-05,2021-04-04,2021-04-06 06:26:59
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Diego,2021-04-05,2021-04-04,2021-04-06 06:27:02
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Francisco,2021-04-05,2021-04-04,2021-04-06 06:27:05
0.4%,11.1%,3.7%,15.9%,1.7%,0.9%,23.3%,15.2%,27.9%,San Joaquin,2021-04-05,2021-04-04,2021-04-06 06:27:07
