American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Alameda,2021-04-14,2021-04-13,2021-04-15 06:24:43
1.7%,0.6%,0.2%,1.0%,0.2%,0.000%,18.4%,0.7%,77.0%,Alpine,2021-04-14,2021-04-09,2021-04-15 06:24:46
0.8%,1.6%,0.5%,7.8%,3.9%,0.3%,70.6%,8.6%,5.9%,Amador,2021-04-14,2021-04-13,2021-04-15 06:24:49
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Butte,2021-04-14,2021-04-13,2021-04-15 06:24:52
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Calaveras,2021-04-14,2021-04-13,2021-04-15 06:24:55
0.8%,0.7%,0.5%,33.6%,6.5%,0.1%,30.5%,6.1%,21.3%,Colusa,2021-04-14,2021-04-13,2021-04-15 06:24:58
0.2%,12.5%,5.0%,15.0%,11.5%,0.6%,37.3%,8.5%,9.4%,Contra Costa,2021-04-14,2021-04-13,2021-04-15 06:25:01
6.1%,1.8%,0.5%,6.7%,10.8%,0.1%,58.4%,3.1%,12.5%,Del Norte,2021-04-14,2021-04-13,2021-04-15 06:25:04
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,El Dorado,2021-04-14,2021-04-13,2021-04-15 06:25:07
0.5%,8.2%,2.3%,36.0%,10.4%,0.2%,28.4%,7.9%,6.2%,Fresno,2021-04-14,2021-04-13,2021-04-15 06:25:09
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Glenn,2021-04-14,2021-04-13,2021-04-15 06:25:12
2.9%,1.6%,0.8%,8.1%,13.3%,0.2%,65.7%,2.7%,4.7%,Humboldt,2021-04-14,2021-04-13,2021-04-15 06:25:15
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Imperial,2021-04-14,2021-04-13,2021-04-15 06:25:18
0.9%,1.2%,0.2%,11.1%,21.0%,0.2%,55.6%,3.4%,6.3%,Inyo,2021-04-14,2021-04-13,2021-04-15 06:25:21
0.3%,4.4%,2.5%,35.7%,11.8%,0.2%,28.7%,9.5%,6.9%,Kern,2021-04-14,2021-04-13,2021-04-15 06:25:24
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Kings,2021-04-14,2021-04-13,2021-04-15 06:25:26
1.8%,1.3%,1.3%,16.9%,15.3%,0.2%,57.1%,2.7%,3.4%,Lake,2021-04-14,2021-04-13,2021-04-15 06:25:29
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Lassen,2021-04-14,2021-04-13,2021-04-15 06:25:32
0.2%,13.0%,4.4%,28.9%,16.7%,0.3%,20.0%,12.2%,4.4%,Los Angeles,2021-04-14,2021-04-13,2021-04-15 06:25:35
0.8%,2.1%,1.6%,36.9%,7.5%,0.1%,34.0%,9.7%,7.4%,Madera,2021-04-14,2021-04-13,2021-04-15 06:25:38
0.1%,4.8%,1.1%,11.6%,12.4%,0.2%,57.3%,6.8%,5.6%,Marin,2021-04-14,2021-04-13,2021-04-15 06:25:41
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Mariposa,2021-04-14,2021-04-13,2021-04-15 06:25:44
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Mendocino,2021-04-14,2021-04-13,2021-04-15 06:25:47
