0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,40.6%,27.4%,31.2%,Alameda,2021-04-12,2021-04-11,2021-04-13 02:41:02
0.1%,36.5%,35.0%,28.3%,Alpine,2021-04-12,2021-04-09,2021-04-13 02:41:05
0.1%,20.2%,26.4%,53.3%,Amador,2021-04-12,2021-04-11,2021-04-13 02:41:08
0.7%,35.4%,24.9%,38.9%,Butte,2021-04-12,2021-04-11,2021-04-13 02:41:11
0.4%,17.0%,27.5%,55.2%,Calaveras,2021-04-12,2021-04-11,2021-04-13 02:41:13
0.2%,38.2%,27.4%,34.2%,Colusa,2021-04-12,2021-04-11,2021-04-13 02:41:17
1.2%,39.6%,28.9%,30.4%,Contra Costa,2021-04-12,2021-04-11,2021-04-13 02:41:20
0.1%,26.8%,28.7%,44.4%,Del Norte,2021-04-12,2021-04-10,2021-04-13 02:41:22
0.6%,25.8%,29.4%,44.2%,El Dorado,2021-04-12,2021-04-11,2021-04-13 02:41:26
0.7%,42.5%,26.8%,30.1%,Fresno,2021-04-12,2021-04-11,2021-04-13 02:41:28
0.4%,32.3%,27.4%,40.0%,Glenn,2021-04-12,2021-04-11,2021-04-13 02:41:31
0.4%,37.2%,23.9%,38.5%,Humboldt,2021-04-12,2021-04-11,2021-04-13 02:41:34
0.4%,42.3%,26.3%,31.0%,Imperial,2021-04-12,2021-04-11,2021-04-13 02:41:37
0.3%,29.2%,25.9%,44.6%,Inyo,2021-04-12,2021-04-10,2021-04-13 02:41:40
1.1%,41.9%,27.2%,29.8%,Kern,2021-04-12,2021-04-11,2021-04-13 02:41:43
0.6%,44.2%,29.0%,26.2%,Kings,2021-04-12,2021-04-11,2021-04-13 02:41:45
0.2%,25.5%,28.8%,45.4%,Lake,2021-04-12,2021-04-11,2021-04-13 02:41:48
0.1%,24.4%,28.0%,47.5%,Lassen,2021-04-12,2021-04-10,2021-04-13 02:41:51
0.6%,43.5%,27.9%,27.9%,Los Angeles,2021-04-12,2021-04-11,2021-04-13 02:41:54
0.5%,36.5%,27.0%,36.1%,Madera,2021-04-12,2021-04-11,2021-04-13 02:41:57
1.3%,33.8%,29.6%,35.3%,Marin,2021-04-12,2021-04-11,2021-04-13 02:42:00
0.2%,19.9%,25.5%,54.4%,Mariposa,2021-04-12,2021-04-11,2021-04-13 02:42:03
0.7%,32.8%,25.5%,41.1%,Mendocino,2021-04-12,2021-04-11,2021-04-13 02:42:06
0.6%,41.9%,26.5%,31.0%,Merced,2021-04-12,2021-04-11,2021-04-13 02:42:09
0.1%,20.8%,26.8%,52.3%,Modoc,2021-04-12,2021-04-09,2021-04-13 02:42:11
1.4%,46.6%,29.3%,22.7%,Mono,2021-04-12,2021-04-10,2021-04-13 02:42:14
0.7%,44.1%,26.3%,28.8%,Monterey,2021-04-12,2021-04-11,2021-04-13 02:42:17
0.6%,37.9%,26.5%,35.0%,Napa,2021-04-12,2021-04-11,2021-04-13 02:42:21
0.8%,25.3%,25.8%,48.1%,Nevada,2021-04-12,2021-04-11,2021-04-13 02:42:23
0.8%,39.9%,27.9%,31.5%,Orange,2021-04-12,2021-04-11,2021-04-13 02:42:27
0.7%,29.8%,26.8%,42.7%,Placer,2021-04-12,2021-04-11,2021-04-13 02:42:29
0.2%,22.5%,25.7%,51.6%,Plumas,2021-04-12,2021-04-10,2021-04-13 02:42:32
0.9%,35.5%,28.0%,35.7%,Riverside,2021-04-12,2021-04-11,2021-04-13 02:42:35
0.7%,39.0%,27.4%,32.9%,Sacramento,2021-04-12,2021-04-11,2021-04-13 02:42:38
0.4%,40.3%,28.8%,30.6%,San Benito,2021-04-12,2021-04-11,2021-04-13 02:42:41
0.8%,39.5%,29.0%,30.7%,San Bernardino,2021-04-12,2021-04-11,2021-04-13 02:42:44
0.6%,39.6%,25.2%,34.5%,San Diego,2021-04-12,2021-04-11,2021-04-13 02:42:47
0.5%,48.5%,25.3%,25.7%,San Francisco,2021-04-12,2021-04-11,2021-04-13 02:42:50
0.6%,38.6%,28.5%,32.3%,San Joaquin,2021-04-12,2021-04-11,2021-04-13 02:42:53
0.4%,31.3%,25.1%,43.1%,San Luis Obispo,2021-04-12,2021-04-11,2021-04-13 02:42:55
0.8%,40.9%,28.0%,30.3%,San Mateo,2021-04-12,2021-04-11,2021-04-13 02:42:59
0.7%,39.8%,25.7%,33.8%,Santa Barbara,2021-04-12,2021-04-11,2021-04-13 02:43:01
0.9%,41.5%,29.3%,28.3%,Santa Clara,2021-04-12,2021-04-11,2021-04-13 02:43:04
0.6%,37.7%,27.5%,34.2%,Santa Cruz,2021-04-12,2021-04-11,2021-04-13 02:43:07
0.5%,24.5%,25.5%,49.5%,Shasta,2021-04-12,2021-04-10,2021-04-13 02:43:10
0.000%,24.0%,29.0%,47.0%,Sierra,2021-04-12,2021-04-10,2021-04-13 02:43:13
0.5%,22.8%,25.1%,51.7%,Siskiyou,2021-04-12,2021-04-10,2021-04-13 02:43:16
0.5%,36.1%,28.6%,34.7%,Solano,2021-04-12,2021-04-11,2021-04-13 02:43:19
0.7%,35.0%,27.2%,37.1%,Sonoma,2021-04-12,2021-04-11,2021-04-13 02:43:22
1.1%,38.6%,27.3%,33.0%,Stanislaus,2021-04-12,2021-04-11,2021-04-13 02:43:25
0.4%,35.4%,27.8%,36.4%,Sutter,2021-04-12,2021-04-11,2021-04-13 02:43:28
0.5%,25.4%,27.8%,46.3%,Tehama,2021-04-12,2021-04-10,2021-04-13 02:43:31
0.1%,20.6%,25.3%,54.1%,Trinity,2021-04-12,2021-04-10,2021-04-13 02:43:34
0.9%,43.3%,27.1%,28.7%,Tulare,2021-04-12,2021-04-11,2021-04-13 02:43:36
0.5%,21.1%,26.5%,51.9%,Tuolumne,2021-04-12,2021-04-11,2021-04-13 02:43:40
0.7%,36.7%,29.0%,33.6%,Ventura,2021-04-12,2021-04-11,2021-04-13 02:43:43
0.9%,46.2%,24.7%,28.3%,Yolo,2021-04-12,2021-04-11,2021-04-13 02:43:45
0.3%,34.2%,28.7%,36.8%,Yuba,2021-04-12,2021-04-11,2021-04-13 02:43:48
