0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,40.7%,22.3%,36.7%,Alameda,2021-03-25,2021-03-24,2021-03-26 12:28:49
0.2%,33.3%,33.7%,32.8%,Alpine,2021-03-25,2021-03-24,2021-03-26 12:28:51
0.1%,17.7%,21.3%,60.9%,Amador,2021-03-25,2021-03-24,2021-03-26 12:28:53
0.2%,31.2%,22.7%,45.8%,Butte,2021-03-25,2021-03-24,2021-03-26 12:28:56
0.3%,15.2%,20.8%,63.8%,Calaveras,2021-03-25,2021-03-24,2021-03-26 12:28:58
0.1%,34.6%,23.1%,42.1%,Colusa,2021-03-25,2021-03-24,2021-03-26 12:29:00
0.5%,33.5%,24.4%,41.7%,Contra Costa,2021-03-25,2021-03-24,2021-03-26 12:29:02
0.1%,24.1%,24.2%,51.6%,Del Norte,2021-03-25,2021-03-24,2021-03-26 12:29:06
0.3%,36.6%,22.8%,40.2%,El Dorado,2021-03-25,2021-03-24,2021-03-26 12:29:08
0.4%,39.4%,24.6%,35.6%,Fresno,2021-03-25,2021-03-24,2021-03-26 12:29:10
0.1%,27.9%,23.1%,48.9%,Glenn,2021-03-25,2021-03-24,2021-03-26 12:29:13
0.1%,32.5%,18.9%,48.5%,Humboldt,2021-03-25,2021-03-24,2021-03-26 12:29:15
0.1%,37.8%,21.9%,40.2%,Imperial,2021-03-25,2021-03-24,2021-03-26 12:29:17
0.1%,26.3%,19.6%,53.9%,Inyo,2021-03-25,2021-03-23,2021-03-26 12:29:19
0.3%,37.9%,24.3%,37.5%,Kern,2021-03-25,2021-03-24,2021-03-26 12:29:22
0.3%,41.6%,27.3%,30.8%,Kings,2021-03-25,2021-03-24,2021-03-26 12:29:24
0.2%,23.8%,23.4%,52.6%,Lake,2021-03-25,2021-03-24,2021-03-26 12:29:26
0.0%,22.8%,24.8%,52.4%,Lassen,2021-03-25,2021-03-24,2021-03-26 12:29:28
0.3%,40.1%,23.3%,36.3%,Los Angeles,2021-03-25,2021-03-24,2021-03-26 12:29:30
0.3%,33.0%,24.8%,42.0%,Madera,2021-03-25,2021-03-24,2021-03-26 12:29:33
0.8%,29.1%,24.2%,45.9%,Marin,2021-03-25,2021-03-24,2021-03-26 12:29:35
0.1%,18.1%,22.8%,58.9%,Mariposa,2021-03-25,2021-03-23,2021-03-26 12:29:37
0.6%,33.2%,24.1%,42.1%,Mendocino,2021-03-25,2021-03-24,2021-03-26 12:29:39
0.3%,37.1%,24.9%,37.7%,Merced,2021-03-25,2021-03-24,2021-03-26 12:29:41
0.1%,18.9%,25.1%,55.8%,Modoc,2021-03-25,2021-03-23,2021-03-26 12:29:44
1.2%,43.9%,28.8%,26.1%,Mono,2021-03-25,2021-03-24,2021-03-26 12:29:46
0.2%,38.8%,22.4%,38.6%,Monterey,2021-03-25,2021-03-24,2021-03-26 12:29:48
0.3%,35.4%,22.8%,41.5%,Napa,2021-03-25,2021-03-24,2021-03-26 12:29:50
0.4%,21.0%,19.2%,59.5%,Nevada,2021-03-25,2021-03-24,2021-03-26 12:29:52
0.3%,35.2%,22.7%,41.8%,Orange,2021-03-25,2021-03-24,2021-03-26 12:29:55
0.4%,28.0%,21.6%,50.0%,Placer,2021-03-25,2021-03-24,2021-03-26 12:29:57
