0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.5%,22.9%,35.1%,Alameda,2021-03-28,2021-03-27,2021-03-28 18:32:27
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-28,2021-03-25,2021-03-28 18:32:29
0.1%,17.8%,23.4%,58.7%,Amador,2021-03-28,2021-03-27,2021-03-28 18:32:32
0.2%,31.5%,23.9%,44.4%,Butte,2021-03-28,2021-03-27,2021-03-28 18:32:34
0.3%,15.7%,21.9%,62.0%,Calaveras,2021-03-28,2021-03-27,2021-03-28 18:32:36
0.1%,35.2%,24.2%,40.5%,Colusa,2021-03-28,2021-03-27,2021-03-28 18:32:39
0.5%,33.8%,26.3%,39.4%,Contra Costa,2021-03-28,2021-03-27,2021-03-28 18:32:41
0.1%,24.1%,25.2%,50.6%,Del Norte,2021-03-28,2021-03-27,2021-03-28 18:32:43
0.4%,24.1%,24.9%,50.6%,El Dorado,2021-03-28,2021-03-27,2021-03-28 18:32:46
0.4%,40.2%,25.1%,34.2%,Fresno,2021-03-28,2021-03-27,2021-03-28 18:32:48
0.2%,30.3%,24.9%,44.6%,Glenn,2021-03-28,2021-03-27,2021-03-28 18:32:50
0.1%,33.7%,19.8%,46.4%,Humboldt,2021-03-28,2021-03-27,2021-03-28 18:32:53
0.2%,38.8%,23.2%,37.8%,Imperial,2021-03-28,2021-03-27,2021-03-28 18:32:55
0.3%,27.4%,21.4%,50.9%,Inyo,2021-03-28,2021-03-27,2021-03-28 18:32:58
0.5%,38.8%,24.9%,35.8%,Kern,2021-03-28,2021-03-27,2021-03-28 18:33:00
0.4%,42.2%,27.5%,29.9%,Kings,2021-03-28,2021-03-27,2021-03-28 18:33:02
0.2%,24.1%,23.8%,51.9%,Lake,2021-03-28,2021-03-27,2021-03-28 18:33:05
0.1%,22.8%,25.2%,51.9%,Lassen,2021-03-28,2021-03-26,2021-03-28 18:33:07
0.4%,41.0%,24.0%,34.6%,Los Angeles,2021-03-28,2021-03-27,2021-03-28 18:33:09
0.3%,34.0%,25.2%,40.5%,Madera,2021-03-28,2021-03-27,2021-03-28 18:33:12
0.9%,30.5%,25.1%,43.5%,Marin,2021-03-28,2021-03-27,2021-03-28 18:33:14
0.1%,18.3%,22.9%,58.6%,Mariposa,2021-03-28,2021-03-27,2021-03-28 18:33:17
0.6%,33.4%,24.3%,41.7%,Mendocino,2021-03-28,2021-03-27,2021-03-28 18:33:19
