Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.1%,42.6%,0.3%,Alameda,2021-03-25,2021-03-24,2021-03-25 16:23:30
46.8%,52.7%,0.5%,Alpine,2021-03-25,2021-03-24,2021-03-25 16:23:32
56.0%,43.8%,0.1%,Amador,2021-03-25,2021-03-24,2021-03-25 16:23:34
57.0%,42.9%,0.1%,Butte,2021-03-25,2021-03-24,2021-03-25 16:23:37
55.0%,44.3%,0.8%,Calaveras,2021-03-25,2021-03-24,2021-03-25 16:23:39
51.9%,46.2%,1.9%,Colusa,2021-03-25,2021-03-24,2021-03-25 16:23:42
57.3%,42.6%,0.1%,Contra Costa,2021-03-25,2021-03-24,2021-03-25 16:23:44
54.2%,45.7%,0.1%,Del Norte,2021-03-25,2021-03-24,2021-03-25 16:23:46
55.5%,44.4%,0.1%,El Dorado,2021-03-25,2021-03-24,2021-03-25 16:23:49
55.9%,44.0%,0.1%,Fresno,2021-03-25,2021-03-24,2021-03-25 16:23:52
56.5%,43.4%,0.1%,Glenn,2021-03-25,2021-03-24,2021-03-25 16:23:55
58.3%,41.6%,0.1%,Humboldt,2021-03-25,2021-03-24,2021-03-25 16:23:57
54.5%,45.5%,0.0%,Imperial,2021-03-25,2021-03-24,2021-03-25 16:23:59
53.5%,46.5%,0.1%,Inyo,2021-03-25,2021-03-23,2021-03-25 16:24:02
55.4%,43.9%,0.7%,Kern,2021-03-25,2021-03-24,2021-03-25 16:24:04
55.1%,44.5%,0.4%,Kings,2021-03-25,2021-03-24,2021-03-25 16:24:06
54.4%,45.5%,0.1%,Lake,2021-03-25,2021-03-24,2021-03-25 16:24:09
52.5%,47.3%,0.2%,Lassen,2021-03-25,2021-03-24,2021-03-25 16:24:11
56.2%,43.6%,0.2%,Los Angeles,2021-03-25,2021-03-24,2021-03-25 16:24:14
55.1%,44.9%,0.1%,Madera,2021-03-25,2021-03-24,2021-03-25 16:24:16
56.7%,43.2%,0.1%,Marin,2021-03-25,2021-03-24,2021-03-25 16:24:18
53.8%,45.8%,0.4%,Mariposa,2021-03-25,2021-03-23,2021-03-25 16:24:21
54.1%,45.2%,0.8%,Mendocino,2021-03-25,2021-03-24,2021-03-25 16:24:23
55.3%,44.3%,0.4%,Merced,2021-03-25,2021-03-24,2021-03-25 16:24:25
52.7%,47.3%,0.0%,Modoc,2021-03-25,2021-03-23,2021-03-25 16:24:28
47.4%,52.6%,0.0%,Mono,2021-03-25,2021-03-24,2021-03-25 16:24:30
54.6%,42.2%,3.2%,Monterey,2021-03-25,2021-03-24,2021-03-25 16:24:32
53.4%,46.6%,0.1%,Napa,2021-03-25,2021-03-24,2021-03-25 16:24:35
56.6%,43.3%,0.1%,Nevada,2021-03-25,2021-03-24,2021-03-25 16:24:37
55.9%,43.1%,1.0%,Orange,2021-03-25,2021-03-24,2021-03-25 16:24:40
57.2%,42.7%,0.1%,Placer,2021-03-25,2021-03-24,2021-03-25 16:24:42
54.2%,45.8%,0.0%,Plumas,2021-03-25,2021-03-24,2021-03-25 16:24:44
55.6%,44.3%,0.1%,Riverside,2021-03-25,2021-03-24,2021-03-25 16:24:47
57.4%,42.4%,0.2%,Sacramento,2021-03-25,2021-03-24,2021-03-25 16:24:49
56.7%,43.0%,0.4%,San Benito,2021-03-25,2021-03-24,2021-03-25 16:24:51
57.2%,42.7%,0.1%,San Bernardino,2021-03-25,2021-03-24,2021-03-25 16:24:54
57.3%,41.9%,0.8%,San Diego,2021-03-25,2021-03-24,2021-03-25 16:24:56
53.0%,46.7%,0.3%,San Francisco,2021-03-25,2021-03-24,2021-03-25 16:24:59
56.7%,42.6%,0.8%,San Joaquin,2021-03-25,2021-03-24,2021-03-25 16:25:01
56.5%,43.4%,0.1%,San Luis Obispo,2021-03-25,2021-03-24,2021-03-25 16:25:03
56.9%,43.0%,0.1%,San Mateo,2021-03-25,2021-03-24,2021-03-25 16:25:06
56.4%,43.5%,0.1%,Santa Barbara,2021-03-25,2021-03-24,2021-03-25 16:25:08
57.0%,42.9%,0.1%,Santa Clara,2021-03-25,2021-03-24,2021-03-25 16:25:11
57.0%,42.6%,0.4%,Santa Cruz,2021-03-25,2021-03-24,2021-03-25 16:25:13
57.4%,42.5%,0.1%,Shasta,2021-03-25,2021-03-24,2021-03-25 16:25:15
52.0%,47.8%,0.2%,Sierra,2021-03-25,2021-03-24,2021-03-25 16:25:18
55.5%,44.5%,0.0%,Siskiyou,2021-03-25,2021-03-24,2021-03-25 16:25:20
57.3%,42.5%,0.2%,Solano,2021-03-25,2021-03-24,2021-03-25 16:25:23
56.7%,43.2%,0.1%,Sonoma,2021-03-25,2021-03-24,2021-03-25 16:25:25
56.3%,43.3%,0.4%,Stanislaus,2021-03-25,2021-03-24,2021-03-25 16:25:27
55.8%,43.7%,0.5%,Sutter,2021-03-25,2021-03-24,2021-03-25 16:25:30
56.0%,44.0%,0.0%,Tehama,2021-03-25,2021-03-24,2021-03-25 16:25:32
50.7%,49.2%,0.2%,Trinity,2021-03-25,2021-03-23,2021-03-25 16:25:34
55.0%,44.9%,0.1%,Tulare,2021-03-25,2021-03-24,2021-03-25 16:25:37
54.9%,45.0%,0.1%,Tuolumne,2021-03-25,2021-03-24,2021-03-25 16:25:39
56.1%,43.9%,0.0%,Ventura,2021-03-25,2021-03-24,2021-03-25 16:25:42
55.3%,40.8%,3.9%,Yolo,2021-03-25,2021-03-24,2021-03-25 16:25:44
57.5%,42.2%,0.3%,Yuba,2021-03-25,2021-03-24,2021-03-25 16:25:46
