American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Alameda,2021-04-10,2021-04-09,2021-04-11 06:24:00
1.8%,0.6%,0.3%,1.0%,0.3%,0.000%,18.5%,0.8%,76.9%,Alpine,2021-04-10,2021-04-08,2021-04-11 06:24:02
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Amador,2021-04-10,2021-04-09,2021-04-11 06:24:05
1.1%,2.8%,0.8%,9.6%,17.0%,0.1%,57.9%,6.7%,4.1%,Butte,2021-04-10,2021-04-09,2021-04-11 06:24:07
0.4%,1.4%,0.5%,5.4%,1.8%,0.2%,58.0%,8.2%,24.0%,Calaveras,2021-04-10,2021-04-09,2021-04-11 06:24:09
0.8%,0.7%,0.5%,33.7%,6.6%,0.1%,30.6%,5.9%,21.1%,Colusa,2021-04-10,2021-04-09,2021-04-11 06:24:12
0.2%,12.7%,5.1%,14.8%,11.9%,0.6%,38.0%,8.6%,8.2%,Contra Costa,2021-04-10,2021-04-09,2021-04-11 06:24:14
6.3%,1.7%,0.5%,6.5%,11.1%,0.1%,58.9%,3.1%,11.7%,Del Norte,2021-04-10,2021-04-09,2021-04-11 06:24:17
0.3%,3.8%,0.6%,6.6%,14.0%,0.3%,60.6%,7.2%,6.6%,El Dorado,2021-04-10,2021-04-09,2021-04-11 06:24:19
0.5%,8.2%,2.3%,36.1%,10.7%,0.2%,28.5%,7.9%,5.6%,Fresno,2021-04-10,2021-04-09,2021-04-11 06:24:22
1.8%,1.5%,0.2%,27.3%,9.6%,0.1%,42.7%,10.8%,6.0%,Glenn,2021-04-10,2021-04-09,2021-04-11 06:24:24
3.0%,1.5%,0.8%,8.0%,13.9%,0.2%,65.9%,2.7%,4.0%,Humboldt,2021-04-10,2021-04-09,2021-04-11 06:24:26
0.2%,0.8%,0.4%,71.9%,2.7%,0.1%,10.0%,7.7%,6.2%,Imperial,2021-04-10,2021-04-09,2021-04-11 06:24:29
0.9%,1.2%,0.2%,11.0%,21.3%,0.1%,55.7%,3.4%,6.1%,Inyo,2021-04-10,2021-04-09,2021-04-11 06:24:31
0.3%,4.4%,2.5%,35.6%,12.2%,0.2%,29.0%,9.4%,6.5%,Kern,2021-04-10,2021-04-09,2021-04-11 06:24:34
0.6%,2.9%,2.2%,45.4%,7.7%,0.2%,27.3%,5.8%,7.7%,Kings,2021-04-10,2021-04-09,2021-04-11 06:24:36
1.8%,1.3%,1.3%,16.9%,15.5%,0.2%,57.3%,2.6%,3.2%,Lake,2021-04-10,2021-04-09,2021-04-11 06:24:38
1.0%,1.5%,0.9%,8.8%,7.9%,0.3%,63.2%,3.3%,13.1%,Lassen,2021-04-10,2021-04-09,2021-04-11 06:24:41
0.2%,13.0%,4.4%,28.8%,17.3%,0.3%,20.1%,12.0%,3.8%,Los Angeles,2021-04-10,2021-04-09,2021-04-11 06:24:43
0.9%,2.1%,1.6%,36.9%,7.7%,0.1%,34.6%,9.7%,6.4%,Madera,2021-04-10,2021-04-09,2021-04-11 06:24:46
0.1%,4.9%,1.1%,11.5%,12.7%,0.2%,58.1%,6.8%,4.5%,Marin,2021-04-10,2021-04-09,2021-04-11 06:24:48
1.7%,1.1%,0.4%,8.0%,3.2%,0.1%,65.2%,4.5%,15.7%,Mariposa,2021-04-10,2021-04-09,2021-04-11 06:24:51
0.8%,1.4%,0.3%,16.7%,16.1%,0.2%,50.8%,5.9%,7.7%,Mendocino,2021-04-10,2021-04-09,2021-04-11 06:24:53
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Merced,2021-04-10,2021-04-09,2021-04-11 06:24:55
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.4%,1.7%,6.0%,Modoc,2021-04-10,2021-04-09,2021-04-11 06:24:58
0.4%,1.6%,0.2%,24.4%,12.1%,0.2%,58.9%,1.4%,0.8%,Mono,2021-04-10,2021-04-09,2021-04-11 06:25:00
0.2%,4.4%,1.1%,44.6%,10.6%,0.5%,26.8%,5.3%,6.5%,Monterey,2021-04-10,2021-04-09,2021-04-11 06:25:03
0.2%,5.3%,1.1%,20.9%,8.2%,0.4%,47.5%,7.7%,8.7%,Napa,2021-04-10,2021-04-09,2021-04-11 06:25:05
0.7%,1.0%,0.2%,5.2%,17.3%,0.1%,65.7%,4.9%,4.9%,Nevada,2021-04-10,2021-04-09,2021-04-11 06:25:08
0.1%,19.0%,1.0%,14.9%,15.8%,0.3%,32.4%,9.1%,7.4%,Orange,2021-04-10,2021-04-09,2021-04-11 06:25:10
0.5%,6.7%,1.2%,8.6%,14.2%,0.4%,54.8%,8.0%,5.8%,Placer,2021-04-10,2021-04-09,2021-04-11 06:25:12
0.8%,0.7%,0.5%,3.1%,6.2%,0.05%,73.4%,3.5%,11.7%,Plumas,2021-04-10,2021-04-09,2021-04-11 06:25:15
0.2%,6.1%,3.9%,29.7%,14.1%,0.3%,31.5%,9.4%,4.6%,Riverside,2021-04-10,2021-04-09,2021-04-11 06:25:17
0.4%,14.5%,5.5%,9.8%,11.0%,1.1%,36.7%,12.5%,8.5%,Sacramento,2021-04-10,2021-04-09,2021-04-11 06:25:20
0.3%,2.8%,0.7%,34.6%,6.0%,0.3%,25.1%,10.9%,19.2%,San Benito,2021-04-10,2021-04-09,2021-04-11 06:25:22
0.2%,9.3%,5.0%,32.4%,13.1%,0.4%,25.0%,10.0%,4.7%,San Bernardino,2021-04-10,2021-04-09,2021-04-11 06:25:25
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,San Diego,2021-04-10,2021-04-09,2021-04-11 06:25:27
0.2%,31.2%,3.3%,12.0%,9.2%,0.3%,30.7%,6.2%,6.9%,San Francisco,2021-04-10,2021-04-09,2021-04-11 06:25:30
0.4%,12.3%,4.0%,16.8%,2.4%,0.9%,24.0%,15.5%,23.8%,San Joaquin,2021-04-10,2021-04-09,2021-04-11 06:25:32
0.2%,1.7%,0.5%,10.1%,13.7%,0.2%,39.7%,10.9%,23.0%,San Luis Obispo,2021-04-10,2021-04-09,2021-04-11 06:25:34
0.2%,19.9%,1.2%,10.5%,19.4%,0.7%,29.5%,11.8%,6.8%,San Mateo,2021-04-10,2021-04-09,2021-04-11 06:25:37
0.2%,3.2%,0.9%,27.7%,17.7%,0.2%,35.4%,10.0%,4.7%,Santa Barbara,2021-04-10,2021-04-09,2021-04-11 06:25:39
0.2%,29.8%,1.5%,12.9%,14.1%,0.4%,25.4%,9.0%,6.7%,Santa Clara,2021-04-10,2021-04-09,2021-04-11 06:25:42
0.2%,2.4%,0.4%,22.0%,15.9%,0.1%,43.4%,9.4%,6.1%,Santa Cruz,2021-04-10,2021-04-09,2021-04-11 06:25:44
