0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,40.1%,21.7%,37.9%,Alameda,2021-03-23,2021-03-22,2021-03-24 10:34:07
0.2%,33.6%,33.6%,32.6%,Alpine,2021-03-23,2021-03-22,2021-03-24 10:34:11
0.1%,17.6%,20.4%,62%,Amador,2021-03-23,2021-03-22,2021-03-24 10:34:14
0.2%,31.3%,21.1%,47.4%,Butte,2021-03-23,2021-03-22,2021-03-24 10:34:18
0.2%,14.8%,20.2%,64.8%,Calaveras,2021-03-23,2021-03-22,2021-03-24 10:34:21
0.1%,34.7%,22.6%,42.6%,Colusa,2021-03-23,2021-03-22,2021-03-24 10:34:25
0.4%,32.8%,23.4%,43.4%,Contra Costa,2021-03-23,2021-03-22,2021-03-24 10:34:29
0.1%,23.4%,23.3%,53.2%,Del Norte,2021-03-23,2021-03-22,2021-03-24 10:34:33
0.3%,22.9%,23%,53.7%,El Dorado,2021-03-23,2021-03-22,2021-03-24 10:34:36
0.3%,39.1%,24.4%,36.1%,Fresno,2021-03-23,2021-03-22,2021-03-24 10:34:40
0.1%,27%,22.2%,50.8%,Glenn,2021-03-23,2021-03-22,2021-03-24 10:34:43
0.1%,32.2%,18.7%,49.1%,Humboldt,2021-03-23,2021-03-22,2021-03-24 10:34:47
0.1%,37.2%,21.1%,41.6%,Imperial,2021-03-23,2021-03-22,2021-03-24 10:34:51
0.1%,26%,19.1%,54.8%,Inyo,2021-03-23,2021-03-22,2021-03-24 10:34:54
0.3%,35.9%,22.2%,41.6%,Kern,2021-03-23,2021-03-22,2021-03-24 10:34:58
0.3%,40.6%,26.9%,32.3%,Kings,2021-03-23,2021-03-22,2021-03-24 10:35:01
0.2%,23.7%,22.4%,53.7%,Lake,2021-03-23,2021-03-22,2021-03-24 10:35:05
0%,21.5%,22.8%,55.6%,Lassen,2021-03-23,2021-03-22,2021-03-24 10:35:09
0.3%,39.4%,22.7%,37.6%,Los Angeles,2021-03-23,2021-03-22,2021-03-24 10:35:13
0.3%,32.7%,24.5%,42.5%,Madera,2021-03-23,2021-03-22,2021-03-24 10:35:16
0.8%,28.6%,23.7%,46.9%,Marin,2021-03-23,2021-03-22,2021-03-24 10:35:20
0.1%,18%,19.4%,62.4%,Mariposa,2021-03-23,2021-03-22,2021-03-24 10:35:24
0.6%,33%,23.8%,42.6%,Mendocino,2021-03-23,2021-03-22,2021-03-24 10:35:27
0.3%,36.3%,24.4%,39%,Merced,2021-03-23,2021-03-22,2021-03-24 10:35:31
0.3%,35.9%,22.2%,41.6%,Modoc,2021-03-23,2021-03-22,2021-03-24 10:35:34
1.2%,43.8%,28.7%,26.3%,Mono,2021-03-23,2021-03-22,2021-03-24 10:35:38
0.2%,37.9%,21.6%,40.3%,Monterey,2021-03-23,2021-03-22,2021-03-24 10:35:41
0.3%,34.6%,22.2%,43%,Napa,2021-03-23,2021-03-22,2021-03-24 10:35:45
0.3%,20.4%,18.2%,61.1%,Nevada,2021-03-23,2021-03-22,2021-03-24 10:35:48
0.3%,34.4%,21.8%,43.5%,Orange,2021-03-23,2021-03-22,2021-03-24 10:35:52
0.4%,27.4%,20.8%,51.4%,Placer,2021-03-23,2021-03-22,2021-03-24 10:35:55
0.1%,19.1%,18.4%,62.4%,Plumas,2021-03-23,2021-03-22,2021-03-24 10:35:59
0.2%,30.4%,22.2%,47.1%,Riverside,2021-03-23,2021-03-22,2021-03-24 10:36:02
0.3%,35.9%,23%,40.9%,Sacramento,2021-03-23,2021-03-22,2021-03-24 10:36:06
0.1%,36.8%,23.1%,40%,San Benito,2021-03-23,2021-03-22,2021-03-24 10:36:09
0.3%,35.9%,23.3%,40.6%,San Bernardino,2021-03-23,2021-03-22,2021-03-24 10:36:13
0.3%,34.6%,19.8%,45.3%,San Diego,2021-03-23,2021-03-22,2021-03-24 10:36:17
0.3%,43.2%,21.6%,34.9%,San Francisco,2021-03-23,2021-03-22,2021-03-24 10:36:20
0.3%,35.9%,22.2%,41.6%,San Joaquin,2021-03-23,2021-03-22,2021-03-24 10:36:24
0.3%,35.9%,22.2%,41.6%,San Luis Obispo,2021-03-23,2021-03-22,2021-03-24 10:36:27
0.4%,36.6%,22.1%,40.9%,San Mateo,2021-03-23,2021-03-22,2021-03-24 10:36:31
0.3%,35.9%,22.2%,41.6%,Santa Barbara,2021-03-23,2021-03-22,2021-03-24 10:36:34
0.3%,35%,21.7%,43%,Santa Clara,2021-03-23,2021-03-22,2021-03-24 10:36:38
0.3%,33.9%,20.9%,44.9%,Santa Cruz,2021-03-23,2021-03-22,2021-03-24 10:36:42
