American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Alameda,2021-03-26,2021-03-25,2021-03-27 10:21:42
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Alpine,2021-03-26,2021-03-25,2021-03-27 10:21:44
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Amador,2021-03-26,2021-03-25,2021-03-27 10:21:47
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Butte,2021-03-26,2021-03-25,2021-03-27 10:21:50
0.4%,1.1%,0.4%,4.7%,1.4%,0.2%,54.2%,8.7%,29.0%,Calaveras,2021-03-26,2021-03-25,2021-03-27 10:21:52
1.1%,0.7%,0.4%,27.4%,5.5%,0.1%,32.4%,5.5%,26.8%,Colusa,2021-03-26,2021-03-25,2021-03-27 10:21:55
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Contra Costa,2021-03-26,2021-03-25,2021-03-27 10:21:58
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Del Norte,2021-03-26,2021-03-25,2021-03-27 10:22:00
0.2%,2.8%,0.5%,5.4%,12.8%,0.3%,49.7%,7.9%,20.4%,El Dorado,2021-03-26,2021-03-25,2021-03-27 10:22:03
0.5%,6.9%,2.1%,31.4%,9.0%,0.2%,28.8%,7.8%,13.3%,Fresno,2021-03-26,2021-03-25,2021-03-27 10:22:06
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Glenn,2021-03-26,2021-03-25,2021-03-27 10:22:08
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Humboldt,2021-03-26,2021-03-25,2021-03-27 10:22:11
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Imperial,2021-03-26,2021-03-25,2021-03-27 10:22:13
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Inyo,2021-03-26,2021-03-25,2021-03-27 10:22:16
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Kern,2021-03-26,2021-03-25,2021-03-27 10:22:18
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Kings,2021-03-26,2021-03-25,2021-03-27 10:22:21
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Lake,2021-03-26,2021-03-25,2021-03-27 10:22:24
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Lassen,2021-03-26,2021-03-25,2021-03-27 10:22:26
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Los Angeles,2021-03-26,2021-03-25,2021-03-27 10:22:29
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Madera,2021-03-26,2021-03-25,2021-03-27 10:22:31
0.1%,3.9%,1.0%,9.3%,11.3%,0.2%,49.5%,6.4%,18.3%,Marin,2021-03-26,2021-03-25,2021-03-27 10:22:34
1.9%,0.8%,0.3%,7.3%,2.4%,0.1%,62.0%,5.1%,20.2%,Mariposa,2021-03-26,2021-03-25,2021-03-27 10:22:36
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Mendocino,2021-03-26,2021-03-25,2021-03-27 10:22:39
0.3%,5.9%,1.6%,33.1%,0.5%,0.3%,25.8%,8.6%,24.1%,Merced,2021-03-26,2021-03-25,2021-03-27 10:22:42
2.2%,1.5%,1.0%,7.4%,4.6%,0.1%,71.2%,1.9%,10.0%,Modoc,2021-03-26,2021-03-25,2021-03-27 10:22:45
0.4%,1.3%,0.3%,21.4%,10.3%,0.1%,58.0%,1.7%,6.4%,Mono,2021-03-26,2021-03-25,2021-03-27 10:22:47
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Monterey,2021-03-26,2021-03-25,2021-03-27 10:22:50
0.2%,4.1%,0.9%,17.8%,6.8%,0.4%,40.6%,6.2%,23.0%,Napa,2021-03-26,2021-03-25,2021-03-27 10:22:52
0.7%,0.7%,0.2%,5.2%,16.5%,0.1%,61.9%,6.2%,8.5%,Nevada,2021-03-26,2021-03-25,2021-03-27 10:22:55
0.1%,18.2%,0.9%,12.8%,14.7%,0.3%,31.5%,10.6%,10.9%,Orange,2021-03-26,2021-03-25,2021-03-27 10:22:57
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Placer,2021-03-26,2021-03-25,2021-03-27 10:23:00
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Plumas,2021-03-26,2021-03-25,2021-03-27 10:23:03
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Riverside,2021-03-26,2021-03-25,2021-03-27 10:23:05
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Sacramento,2021-03-26,2021-03-25,2021-03-27 10:23:08
0.2%,2.1%,0.6%,29.0%,4.6%,0.2%,22.2%,10.5%,30.7%,San Benito,2021-03-26,2021-03-25,2021-03-27 10:23:11
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,San Bernardino,2021-03-26,2021-03-25,2021-03-27 10:23:13
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,San Diego,2021-03-26,2021-03-25,2021-03-27 10:23:16
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,San Francisco,2021-03-26,2021-03-25,2021-03-27 10:23:19
0.4%,10.6%,3.6%,14.9%,2.0%,0.9%,24.2%,15.3%,28.3%,San Joaquin,2021-03-26,2021-03-25,2021-03-27 10:23:21
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,San Luis Obispo,2021-03-26,2021-03-25,2021-03-27 10:23:24
0.2%,18.3%,1.1%,9.9%,13.6%,0.5%,28.8%,10.0%,17.5%,San Mateo,2021-03-26,2021-03-25,2021-03-27 10:23:27
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Santa Barbara,2021-03-26,2021-03-25,2021-03-27 10:23:29
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Santa Clara,2021-03-26,2021-03-25,2021-03-27 10:23:32
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Santa Cruz,2021-03-26,2021-03-25,2021-03-27 10:23:34
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Shasta,2021-03-26,2021-03-25,2021-03-27 10:23:37
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Sierra,2021-03-26,2021-03-25,2021-03-27 10:23:39
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Siskiyou,2021-03-26,2021-03-25,2021-03-27 10:23:42
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Solano,2021-03-26,2021-03-25,2021-03-27 10:23:45
0.5%,2.0%,0.7%,13.5%,11.0%,0.2%,43.7%,8.5%,19.9%,Sonoma,2021-03-26,2021-03-25,2021-03-27 10:23:47
