American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Alameda,2021-04-05,2021-04-04,2021-04-06 04:27:45
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Alpine,2021-04-05,2021-04-01,2021-04-06 04:27:47
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Amador,2021-04-05,2021-04-04,2021-04-06 04:27:50
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Butte,2021-04-05,2021-04-04,2021-04-06 04:27:52
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Calaveras,2021-04-05,2021-04-03,2021-04-06 04:27:55
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Colusa,2021-04-05,2021-04-03,2021-04-06 04:27:57
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Contra Costa,2021-04-05,2021-04-04,2021-04-06 04:28:00
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Del Norte,2021-04-05,2021-04-03,2021-04-06 04:28:03
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,El Dorado,2021-04-05,2021-04-04,2021-04-06 04:28:05
0.5%,7.0%,2.1%,31.5%,8.2%,0.2%,28.0%,7.9%,14.7%,Fresno,2021-04-05,2021-04-04,2021-04-06 04:28:08
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Glenn,2021-04-05,2021-04-04,2021-04-06 04:28:11
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Humboldt,2021-04-05,2021-04-04,2021-04-06 04:28:13
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Imperial,2021-04-05,2021-04-04,2021-04-06 04:28:16
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Inyo,2021-04-05,2021-04-03,2021-04-06 04:28:18
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Kern,2021-04-05,2021-04-04,2021-04-06 04:28:21
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Kings,2021-04-05,2021-04-04,2021-04-06 04:28:23
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Lake,2021-04-05,2021-04-04,2021-04-06 04:28:26
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Lassen,2021-04-05,2021-04-03,2021-04-06 04:28:28
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Los Angeles,2021-04-05,2021-04-04,2021-04-06 04:28:31
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Madera,2021-04-05,2021-04-04,2021-04-06 04:28:33
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Marin,2021-04-05,2021-04-04,2021-04-06 04:28:36
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Mariposa,2021-04-05,2021-04-03,2021-04-06 04:28:39
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Mendocino,2021-04-05,2021-04-04,2021-04-06 04:28:41
0.4%,6.0%,1.6%,34.4%,0.4%,0.2%,25.2%,8.4%,23.3%,Merced,2021-04-05,2021-04-04,2021-04-06 04:28:44
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Modoc,2021-04-05,2021-04-01,2021-04-06 04:28:46
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Mono,2021-04-05,2021-04-03,2021-04-06 04:28:49
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Monterey,2021-04-05,2021-04-04,2021-04-06 04:28:51
0.2%,4.0%,0.9%,18.1%,6.3%,0.4%,38.9%,6.2%,25.1%,Napa,2021-04-05,2021-04-04,2021-04-06 04:28:54
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Nevada,2021-04-05,2021-04-04,2021-04-06 04:28:56
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Orange,2021-04-05,2021-04-04,2021-04-06 04:28:59
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Placer,2021-04-05,2021-04-04,2021-04-06 04:29:01
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Plumas,2021-04-05,2021-04-04,2021-04-06 04:29:04
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Riverside,2021-04-05,2021-04-04,2021-04-06 04:29:07
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Sacramento,2021-04-05,2021-04-04,2021-04-06 04:29:09
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Benito,2021-04-05,2021-04-04,2021-04-06 04:29:12
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Bernardino,2021-04-05,2021-04-04,2021-04-06 04:29:15
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Diego,2021-04-05,2021-04-04,2021-04-06 04:29:17
0.2%,27.5%,3.0%,10.7%,6.7%,0.3%,25.8%,5.9%,20.0%,San Francisco,2021-04-05,2021-04-04,2021-04-06 04:29:20
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Joaquin,2021-04-05,2021-04-04,2021-04-06 04:29:22
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Luis Obispo,2021-04-05,2021-04-04,2021-04-06 04:29:25
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,San Mateo,2021-04-05,2021-04-04,2021-04-06 04:29:27
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Santa Barbara,2021-04-05,2021-04-04,2021-04-06 04:29:30
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Santa Clara,2021-04-05,2021-04-04,2021-04-06 04:29:33
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Santa Cruz,2021-04-05,2021-04-04,2021-04-06 04:29:35
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Shasta,2021-04-05,2021-04-04,2021-04-06 04:29:38
0.5%,0.9%,0.1%,8.1%,8.8%,0.000%,72.7%,3.1%,5.9%,Sierra,2021-04-05,2021-04-02,2021-04-06 04:29:41
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Siskiyou,2021-04-05,2021-04-04,2021-04-06 04:29:43
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Solano,2021-04-05,2021-04-04,2021-04-06 04:29:46
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Sonoma,2021-04-05,2021-04-04,2021-04-06 04:29:49
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Stanislaus,2021-04-05,2021-04-04,2021-04-06 04:29:52
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Sutter,2021-04-05,2021-04-04,2021-04-06 04:29:54
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Tehama,2021-04-05,2021-04-03,2021-04-06 04:29:57
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Trinity,2021-04-05,2021-04-03,2021-04-06 04:30:00
0.3%,2.6%,0.7%,43.6%,5.5%,0.2%,29.3%,6.1%,11.7%,Tulare,2021-04-05,2021-04-04,2021-04-06 04:30:03
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Tuolumne,2021-04-05,2021-04-04,2021-04-06 04:30:06
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Ventura,2021-04-05,2021-04-04,2021-04-06 04:30:08
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Yolo,2021-04-05,2021-04-04,2021-04-06 04:30:11
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Yuba,2021-04-05,2021-04-04,2021-04-06 04:30:13
