American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Alameda,2021-04-01,2021-03-31,2021-04-02 12:30:59
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Alpine,2021-04-01,2021-03-31,2021-04-02 12:31:02
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Amador,2021-04-01,2021-03-31,2021-04-02 12:31:04
1.1%,2.3%,0.7%,7.7%,15.2%,0.1%,56.2%,8.1%,8.6%,Butte,2021-04-01,2021-03-31,2021-04-02 12:31:07
0.4%,1.1%,0.4%,4.9%,1.3%,0.2%,55.1%,8.7%,27.8%,Calaveras,2021-04-01,2021-03-31,2021-04-02 12:31:10
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Colusa,2021-04-01,2021-03-31,2021-04-02 12:31:13
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Contra Costa,2021-04-01,2021-03-31,2021-04-02 12:31:16
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Del Norte,2021-04-01,2021-03-31,2021-04-02 12:31:18
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,El Dorado,2021-04-01,2021-03-31,2021-04-02 12:31:21
0.5%,7.0%,2.1%,31.5%,8.5%,0.2%,28.2%,7.9%,14.2%,Fresno,2021-04-01,2021-03-31,2021-04-02 12:31:24
2.0%,1.2%,0.2%,21.9%,7.7%,0.1%,42.1%,10.5%,14.3%,Glenn,2021-04-01,2021-03-31,2021-04-02 12:31:26
3.3%,1.4%,0.7%,6.8%,12.8%,0.2%,63.4%,3.3%,8.1%,Humboldt,2021-04-01,2021-03-31,2021-04-02 12:31:29
