Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.3%,42.3%,0.3%,Alameda,2021-03-23,2021-03-22,2021-03-24 08:33:58
46.9%,52.6%,0.5%,Alpine,2021-03-23,2021-03-22,2021-03-24 08:34:01
56.1%,43.8%,0.1%,Amador,2021-03-23,2021-03-22,2021-03-24 08:34:06
57.3%,42.7%,0.1%,Butte,2021-03-23,2021-03-22,2021-03-24 08:34:09
55.1%,44.2%,0.8%,Calaveras,2021-03-23,2021-03-22,2021-03-24 08:34:12
51.7%,46.3%,2%,Colusa,2021-03-23,2021-03-22,2021-03-24 08:34:16
57.6%,42.3%,0.1%,Contra Costa,2021-03-23,2021-03-22,2021-03-24 08:34:19
53.7%,46.2%,0.1%,Del Norte,2021-03-23,2021-03-22,2021-03-24 08:34:22
55.7%,44.2%,0.1%,El Dorado,2021-03-23,2021-03-22,2021-03-24 08:34:26
56.1%,43.8%,0.1%,Fresno,2021-03-23,2021-03-22,2021-03-24 08:34:29
56.9%,42.9%,0.1%,Glenn,2021-03-23,2021-03-22,2021-03-24 08:34:36
58.5%,41.4%,0.1%,Humboldt,2021-03-23,2021-03-22,2021-03-24 08:34:39
54.8%,45.1%,0%,Imperial,2021-03-23,2021-03-22,2021-03-24 08:34:43
53.6%,46.3%,0.1%,Inyo,2021-03-23,2021-03-22,2021-03-24 08:34:46
55.6%,43.8%,0.6%,Kern,2021-03-23,2021-03-22,2021-03-24 08:34:49
55%,44.6%,0.4%,Kings,2021-03-23,2021-03-22,2021-03-24 08:34:53
54.5%,45.4%,0.1%,Lake,2021-03-23,2021-03-22,2021-03-24 08:34:56
52.7%,47.1%,0.1%,Lassen,2021-03-23,2021-03-22,2021-03-24 08:34:59
56.4%,43.4%,0.2%,Los Angeles,2021-03-23,2021-03-22,2021-03-24 08:35:03
55.1%,44.9%,0.1%,Madera,2021-03-23,2021-03-22,2021-03-24 08:35:06
56.8%,43.1%,0.1%,Marin,2021-03-23,2021-03-22,2021-03-24 08:35:09
53.6%,46.1%,0.4%,Mariposa,2021-03-23,2021-03-22,2021-03-24 08:35:13
54.1%,45.1%,0.8%,Mendocino,2021-03-23,2021-03-22,2021-03-24 08:35:16
55.5%,44.1%,0.4%,Merced,2021-03-23,2021-03-22,2021-03-24 08:35:20
52.6%,47.4%,0%,Modoc,2021-03-23,2021-03-20,2021-03-24 08:35:23
47.5%,52.5%,0%,Mono,2021-03-23,2021-03-22,2021-03-24 08:35:27
54.9%,41.9%,3.2%,Monterey,2021-03-23,2021-03-22,2021-03-24 08:35:30
53.5%,46.4%,0.1%,Napa,2021-03-23,2021-03-22,2021-03-24 08:35:33
56.9%,43%,0.1%,Nevada,2021-03-23,2021-03-22,2021-03-24 08:35:37
56.2%,42.8%,1%,Orange,2021-03-23,2021-03-22,2021-03-24 08:35:40
57.4%,42.5%,0.1%,Placer,2021-03-23,2021-03-22,2021-03-24 08:35:44
54.4%,45.5%,0%,Plumas,2021-03-23,2021-03-22,2021-03-24 08:35:47
55.8%,44.2%,0.1%,Riverside,2021-03-23,2021-03-22,2021-03-24 08:35:50
57.6%,42.2%,0.2%,Sacramento,2021-03-23,2021-03-22,2021-03-24 08:35:54
57%,42.7%,0.4%,San Benito,2021-03-23,2021-03-22,2021-03-24 08:35:57
57.5%,42.4%,0.1%,San Bernardino,2021-03-23,2021-03-22,2021-03-24 08:36:01
57.6%,41.7%,0.8%,San Diego,2021-03-23,2021-03-22,2021-03-24 08:36:04
53.3%,46.4%,0.3%,San Francisco,2021-03-23,2021-03-22,2021-03-24 08:36:08
57%,42.3%,0.7%,San Joaquin,2021-03-23,2021-03-22,2021-03-24 08:36:11
56.8%,43.1%,0.1%,San Luis Obispo,2021-03-23,2021-03-22,2021-03-24 08:36:15
57.1%,42.8%,0.1%,San Mateo,2021-03-23,2021-03-22,2021-03-24 08:36:18
56.9%,43%,0.1%,Santa Barbara,2021-03-23,2021-03-22,2021-03-24 08:36:22
57.3%,42.6%,0.1%,Santa Clara,2021-03-23,2021-03-22,2021-03-24 08:36:25
57.2%,42.4%,0.4%,Santa Cruz,2021-03-23,2021-03-22,2021-03-24 08:36:28
57.5%,42.4%,0.1%,Shasta,2021-03-23,2021-03-22,2021-03-24 08:36:32
52.2%,47.6%,0.2%,Sierra,2021-03-23,2021-03-18,2021-03-24 08:36:35
55.5%,44.5%,0%,Siskiyou,2021-03-23,2021-03-22,2021-03-24 08:36:39
57.6%,42.3%,0.2%,Solano,2021-03-23,2021-03-22,2021-03-24 08:36:42
57%,42.9%,0.1%,Sonoma,2021-03-23,2021-03-22,2021-03-24 08:36:46
56.6%,43%,0.4%,Stanislaus,2021-03-23,2021-03-22,2021-03-24 08:36:49
56%,43.5%,0.5%,Sutter,2021-03-23,2021-03-22,2021-03-24 08:36:52
56.1%,43.9%,0%,Tehama,2021-03-23,2021-03-22,2021-03-24 08:36:56
50.5%,49.4%,0.2%,Trinity,2021-03-23,2021-03-21,2021-03-24 08:36:59
55.2%,44.8%,0.1%,Tulare,2021-03-23,2021-03-22,2021-03-24 08:37:02
55%,44.9%,0.1%,Tuolumne,2021-03-23,2021-03-22,2021-03-24 08:37:06
56.3%,43.7%,0%,Ventura,2021-03-23,2021-03-22,2021-03-24 08:37:09
55.4%,40.6%,4%,Yolo,2021-03-23,2021-03-22,2021-03-24 08:37:12
57.5%,42.2%,0.3%,Yuba,2021-03-23,2021-03-22,2021-03-24 08:37:16
