0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,40.0%,27.0%,32.3%,Orange,2021-04-09,2021-04-08,2021-04-10 01:00:53
0.6%,29.7%,26.2%,43.5%,Placer,2021-04-09,2021-04-08,2021-04-10 01:00:56
0.1%,20.8%,23.8%,55.4%,Plumas,2021-04-09,2021-04-08,2021-04-10 01:00:58
0.8%,34.8%,27.7%,36.7%,Riverside,2021-04-09,2021-04-08,2021-04-10 01:01:01
0.7%,38.7%,26.9%,33.8%,Sacramento,2021-04-09,2021-04-08,2021-04-10 01:01:04
0.4%,40.3%,27.8%,31.5%,San Benito,2021-04-09,2021-04-08,2021-04-10 01:01:06
0.7%,38.9%,28.7%,31.7%,San Bernardino,2021-04-09,2021-04-08,2021-04-10 01:01:09
0.6%,38.8%,24.7%,35.8%,San Diego,2021-04-09,2021-04-08,2021-04-10 01:01:12
0.7%,40.0%,27.0%,32.3%,San Francisco,2021-04-09,2021-04-08,2021-04-10 01:01:14
0.7%,40.0%,27.0%,32.3%,San Joaquin,2021-04-09,2021-04-08,2021-04-10 01:01:17
0.4%,30.5%,24.2%,44.9%,San Luis Obispo,2021-04-09,2021-04-08,2021-04-10 01:01:20
0.7%,40.2%,27.7%,31.4%,San Mateo,2021-04-09,2021-04-08,2021-04-10 01:01:22
0.4%,38.3%,25.6%,35.7%,Santa Barbara,2021-04-09,2021-04-08,2021-04-10 01:01:25
0.8%,40.5%,28.7%,30.0%,Santa Clara,2021-04-09,2021-04-08,2021-04-10 01:01:28
0.6%,37.3%,27.0%,35.1%,Santa Cruz,2021-04-09,2021-04-08,2021-04-10 01:01:30
0.4%,24.2%,25.0%,50.4%,Shasta,2021-04-09,2021-04-08,2021-04-10 01:01:33
0.000%,23.8%,29.0%,47.2%,Sierra,2021-04-09,2021-04-08,2021-04-10 01:01:36
0.5%,22.6%,24.8%,52.1%,Siskiyou,2021-04-09,2021-04-08,2021-04-10 01:01:38
0.5%,35.8%,28.3%,35.4%,Solano,2021-04-09,2021-04-08,2021-04-10 01:01:41
0.6%,34.6%,26.9%,37.9%,Sonoma,2021-04-09,2021-04-08,2021-04-10 01:01:44
1.0%,38.0%,27.1%,33.9%,Stanislaus,2021-04-09,2021-04-08,2021-04-10 01:01:46
0.4%,34.7%,27.5%,37.4%,Sutter,2021-04-09,2021-04-08,2021-04-10 01:01:49
0.4%,25.2%,27.5%,46.9%,Tehama,2021-04-09,2021-04-08,2021-04-10 01:01:52
0.1%,20.5%,24.7%,54.7%,Trinity,2021-04-09,2021-04-08,2021-04-10 01:01:54
0.8%,43.1%,27.0%,29.1%,Tulare,2021-04-09,2021-04-08,2021-04-10 01:01:57
0.5%,20.9%,26.1%,52.5%,Tuolumne,2021-04-09,2021-04-08,2021-04-10 01:01:59
0.7%,36.4%,28.4%,34.5%,Ventura,2021-04-09,2021-04-08,2021-04-10 01:02:02
0.8%,45.8%,24.5%,28.9%,Yolo,2021-04-09,2021-04-08,2021-04-10 01:02:04
0.3%,32.8%,28.4%,38.6%,Yuba,2021-04-09,2021-04-08,2021-04-10 01:02:07
