0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,35.6%,21.2%,42.9%,San Mateo,2021-03-19,2021-03-18,2021-03-19 18:23:41
0.1%,29%,16.7%,54.2%,Santa Barbara,2021-03-19,2021-03-18,2021-03-19 18:23:45
0.3%,33.5%,20.3%,46%,Santa Clara,2021-03-19,2021-03-18,2021-03-19 18:23:49
0.2%,33%,19.8%,47%,Santa Cruz,2021-03-19,2021-03-18,2021-03-19 18:23:53
0.1%,22.2%,20.1%,57.6%,Shasta,2021-03-19,2021-03-18,2021-03-19 18:23:57
0%,18%,27.3%,54.7%,Sierra,2021-03-19,2021-03-18,2021-03-19 18:24:01
0.4%,19.9%,22.2%,57.5%,Siskiyou,2021-03-19,2021-03-18,2021-03-19 18:24:05
0.2%,31.9%,23.5%,44.3%,Solano,2021-03-19,2021-03-18,2021-03-19 18:24:08
0.2%,30.1%,20.1%,49.6%,Sonoma,2021-03-19,2021-03-18,2021-03-19 18:24:12
0.4%,30.9%,23.6%,45.1%,Stanislaus,2021-03-19,2021-03-18,2021-03-19 18:24:16
0.2%,29%,22.4%,48.5%,Sutter,2021-03-19,2021-03-18,2021-03-19 18:24:20
0%,23.9%,22.9%,53.1%,Tehama,2021-03-19,2021-03-18,2021-03-19 18:24:24
0%,17.8%,20%,62.2%,Trinity,2021-03-19,2021-03-18,2021-03-19 18:24:28
0.3%,39.8%,24.2%,35.7%,Tulare,2021-03-19,2021-03-18,2021-03-19 18:24:32
0.1%,17.5%,21.9%,60.5%,Tuolumne,2021-03-19,2021-03-18,2021-03-19 18:24:36
0.3%,32.4%,20.1%,47.3%,Ventura,2021-03-19,2021-03-18,2021-03-19 18:24:40
0.4%,40.7%,20.1%,38.8%,Yolo,2021-03-19,2021-03-18,2021-03-19 18:24:44
0.1%,26.6%,20.8%,52.4%,Yuba,2021-03-19,2021-03-18,2021-03-19 18:24:48
